HOG	OG	Gene Tree Parent Clade	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
N0.HOG0002641	OG0002433	n0	XP_020904460.1, XP_020916550.2	XP_048578814.1	XP_022779939.1	Xe_019342-T1, Xe_008142-T1
N0.HOG0002642	OG0002434	n0	XP_020906043.1, XP_020904476.2, XP_028513635.1, XP_020912942.1		XP_022788921.1, XP_022796094.1	
N0.HOG0002643	OG0002435	n0	XP_020915834.1, XP_020904590.1	XP_048589825.1	XP_022807113.1, XP_022807111.1	Xe_005023-T1
N0.HOG0002644	OG0002436	n0	XP_020904763.1	XP_001637815.3, XP_001637617.2	XP_022780374.1, XP_022780375.1	Xe_015849-T1
N0.HOG0002645	OG0002437	n0	XP_020915947.1, XP_028519258.1, XP_020906670.1, XP_020906671.1, XP_020906626.1, XP_020904941.1			
N0.HOG0002646	OG0002438	n0	XP_020905052.1	XP_048587738.1, XP_032235562.1, XP_048586954.1, XP_032235529.2, XP_048586957.1		
N0.HOG0002647	OG0002439	n0	XP_020905110.1	XP_048587000.1	XP_022786900.1	Xe_007422-T1, Xe_007423-T1, Xe_007417-T1
N0.HOG0002648	OG0002440	n0	XP_020905119.1	XP_032222421.1	XP_022792041.1	Xe_009455-T1, Xe_009446-T1, Xe_009457-T1
N0.HOG0002649	OG0002441	n0	XP_028518195.1, XP_020905168.2, XP_028513166.1, XP_028513803.1	XP_048590508.1, XP_048590507.1		
N0.HOG0002650	OG0002442	n0	XP_020905186.1, XP_028516168.1, XP_020905308.2, XP_020905270.2, XP_028516176.1	XP_032237547.2		
N0.HOG0002651	OG0002443	n0	XP_020905823.1, XP_020905195.1, XP_020905196.1	XP_032223282.1	XP_022781240.1	Xe_015896-T1
N0.HOG0002652	OG0002444	n0	XP_020905207.1	XP_048589270.1	XP_022778883.1, XP_022793185.1, XP_022788153.1, XP_022793173.1	
N0.HOG0002653	OG0002445	n0	XP_020905220.1	XP_001630325.1	XP_022806275.1	Xe_020875-T1, Xe_020854-T1, Xe_025272-T1
N0.HOG0002654	OG0002446	n0	XP_020905305.1, XP_028516137.1, XP_028516166.1	XP_032237411.2	XP_022803949.1, XP_022803960.1	
N0.HOG0002655	OG0002447	n0	XP_020912321.1, XP_020912153.1, XP_020905397.1	XP_001625482.3	XP_022799321.1	Xe_002176-T1
N0.HOG0002656	OG0002448	n0	XP_020905398.1	XP_001629586.3	XP_022780207.1	Xe_012686-T1, Xe_008115-T1, Xe_008114-T1
N0.HOG0002657	OG0002449	n0	XP_020909998.1, XP_020906662.1, XP_020905405.1	XP_048578031.1	XP_022807982.1, XP_022797261.1	
N0.HOG0002658	OG0002450	n1	XP_020905414.1	XP_001634414.2	XP_022794109.1	Xe_013507-T1
N0.HOG0002659	OG0002450	n4	XP_020905408.2			Xe_013505-T1
N0.HOG0002660	OG0002451	n0	XP_020905456.1	XP_001641486.3	XP_022788496.1	Xe_023474-T1, Xe_004085-T1, Xe_009484-T1
N0.HOG0002661	OG0002452	n0	XP_020905541.1	XP_001641831.2	XP_022794022.1	Xe_015376-T1, Xe_015377-T1, Xe_015520-T1
N0.HOG0002662	OG0002453	n0	XP_020905548.1	XP_032217707.1	XP_022797732.1	Xe_027212-T1, Xe_003930-T1, Xe_003565-T1
N0.HOG0002663	OG0002454	n3			XP_022798610.1	Xe_004796-T1
N0.HOG0002664	OG0002454	n4			XP_022798585.1	Xe_004793-T1
N0.HOG0002665	OG0002455	n0	XP_020905631.1, XP_020905619.1	XP_048585811.1	XP_022790958.1, XP_022790976.1	Xe_012032-T1
N0.HOG0002666	OG0002456	n0	XP_020905654.1	XP_001640626.1, XP_032236876.2	XP_022784331.1, XP_022790293.1	Xe_014389-T1
N0.HOG0002667	OG0002457	n0	XP_020905658.1, XP_028517764.1	XP_048584715.1	XP_022785419.1	Xe_010738-T1, Xe_010740-T1
N0.HOG0002668	OG0002458	n0	XP_020905739.1		XP_022794369.1, XP_022794377.1, XP_022793469.1	Xe_009945-T1, Xe_009944-T1
N0.HOG0002669	OG0002459	n0	XP_020905749.1	XP_048577180.1, XP_048577184.1	XP_022791707.1, XP_022791769.1	Xe_007182-T1
N0.HOG0002670	OG0002460	n0	XP_020905783.1	XP_001639622.1	XP_022792090.1, XP_022792070.1, XP_022803725.1	Xe_004519-T1
N0.HOG0002671	OG0002461	n0	XP_020905825.1	XP_032234182.2	XP_022795501.1, XP_022795510.1, XP_022795495.1	Xe_007910-T1
N0.HOG0002672	OG0002462	n0	XP_020905869.1	XP_032235546.2	XP_022794301.1, XP_022794323.1	Xe_007956-T1, Xe_007953-T1
N0.HOG0002673	OG0002463	n0	XP_020905878.1		XP_022801137.1, XP_022801147.1, XP_022801139.1	Xe_003160-T1, Xe_003161-T1
N0.HOG0002674	OG0002464	n0	XP_020905993.1, XP_020905963.1	XP_032222456.1	XP_022800605.1	Xe_022005-T1, Xe_022006-T1
N0.HOG0002675	OG0002465	n0	XP_020905985.1, XP_020912505.1	XP_048579504.1	XP_022785356.1, XP_022785632.1	Xe_001389-T1
N0.HOG0002676	OG0002466	n0	XP_020917470.1, XP_020906074.1	XP_001641143.3, XP_032222186.2	XP_022787485.1	Xe_029119-T1
N0.HOG0002677	OG0002467	n0	XP_020906097.1	XP_032243202.2, XP_048587981.1, XP_048587980.1, XP_048587982.1	XP_022797094.1	
N0.HOG0002678	OG0002468	n0	XP_020906292.1, XP_020906296.2, XP_028516451.1, XP_020913467.1	XP_048590720.1	XP_022795407.1	
N0.HOG0002679	OG0002469	n0	XP_020906308.1, XP_020906309.1		XP_022796793.1, XP_022796802.1, XP_022778105.1, XP_022796804.1	
N0.HOG0002680	OG0002470	n0	XP_020906389.1, XP_020906371.1	XP_032235530.2	XP_022804538.1, XP_022804554.1, XP_022804539.1	
N0.HOG0002681	OG0002471	n0	XP_020906392.1	XP_032230182.2	XP_022778681.1, XP_022778689.1, XP_022778250.1, XP_022808679.1	
N0.HOG0002682	OG0002472	n0	XP_020906441.1	XP_048577156.1	XP_022794201.1	Xe_006692-T1, Xe_006691-T1, Xe_006690-T1
N0.HOG0002683	OG0002473	n0	XP_020906446.1	XP_048576709.1, XP_048576714.1	XP_022799834.1, XP_022791327.1	Xe_020762-T1
N0.HOG0002684	OG0002474	n0	XP_020906485.1, XP_020906471.1	XP_048576590.1, XP_032219131.2	XP_022808333.1	Xe_005725-T1
N0.HOG0002685	OG0002475	n0	XP_020909957.1, XP_020906560.1	XP_001635788.3	XP_022797989.1, XP_022786132.1	Xe_008369-T1
N0.HOG0002686	OG0002476	n0	XP_020906566.1	XP_048578827.1, XP_032234978.2	XP_022786488.1, XP_022786547.1	Xe_008382-T1
N0.HOG0002687	OG0002477	n0	XP_020906651.1	XP_032221589.1	XP_022789138.1	Xe_007474-T1, Xe_007475-T1, Xe_007473-T1
N0.HOG0002688	OG0002478	n0	XP_020906723.1, XP_020911795.1, XP_020911787.1, XP_020911782.1, XP_020911786.1, XP_020911785.1			
N0.HOG0002689	OG0002479	n0	XP_020906855.1	XP_001629679.3	XP_022787349.1, XP_022787335.1	Xe_009208-T1, Xe_009219-T1
N0.HOG0002690	OG0002480	n0	XP_020906864.1	XP_001632983.3, XP_048578240.1	XP_022778175.1, XP_022778172.1, XP_022801780.1	
N0.HOG0002691	OG0002481	n0	XP_020906954.2	XP_048580814.1, XP_032240063.2	XP_022784076.1, XP_022781961.1	Xe_024433-T1
N0.HOG0002692	OG0002482	n0	XP_028518458.1, XP_020907079.1, XP_028514134.1, XP_020915461.1, XP_020916894.2	XP_048579625.1		
N0.HOG0002693	OG0002483	n0	XP_028516702.1, XP_020907099.1	XP_032222950.2	XP_022801930.1, XP_022788244.1	Xe_022163-T1
N0.HOG0002694	OG0002484	n0	XP_020907226.1, XP_020907266.1, XP_020907225.1, XP_020907262.1, XP_020907218.1, XP_020907263.1			
N0.HOG0002695	OG0002485	n0	XP_020915483.2, XP_020907280.1	XP_032219208.2, XP_032239786.2, XP_001636449.2	XP_022784454.1	
N0.HOG0002696	OG0002486	n0	XP_020907391.1	XP_032233489.2	XP_022800478.1	Xe_005172-T1, Xe_025401-T1, Xe_010110-T1
N0.HOG0002697	OG0002487	n0	XP_020907392.1	XP_032241376.1	XP_022796021.1	Xe_026650-T1, Xe_028629-T1, Xe_022068-T1
N0.HOG0002698	OG0002488	n0	XP_020907400.1	XP_032234506.2, XP_032234508.1, XP_048576016.1	XP_022795949.1	Xe_000779-T1
N0.HOG0002699	OG0002489	n0	XP_020907409.1, XP_020907403.2	XP_001638155.3, XP_032218712.2	XP_022779117.1, XP_022779169.1	
N0.HOG0002700	OG0002490	n0	XP_020907455.1	XP_048586161.1, XP_048586160.1, XP_048578245.1, XP_048586320.1, XP_048587372.1		
N0.HOG0002701	OG0002491	n0	XP_020907484.1	XP_032226760.1, XP_032220732.2	XP_022792006.1, XP_022792000.1	Xe_012109-T1
N0.HOG0002702	OG0002492	n0	XP_020907551.1, XP_020910638.1, XP_020907540.1, XP_020907813.1, XP_020907526.1		XP_022806377.1	
N0.HOG0002703	OG0002493	n0	XP_028512447.1, XP_020907547.1, XP_028512448.1	XP_048585389.1	XP_022778975.1	Xe_013787-T1
N0.HOG0002704	OG0002494	n0	XP_028517108.1, XP_020907580.1, XP_028517951.1	XP_032219171.1, XP_032220244.2	XP_022794720.1	
N0.HOG0002705	OG0002495	n0	XP_020908254.1, XP_020907649.2	XP_032222472.2	XP_022797780.1, XP_022797775.1, XP_022793629.1	
N0.HOG0002706	OG0002496	n0	XP_020907662.1, XP_020916245.1	XP_001622599.2, XP_048587077.1, XP_001639519.2, XP_032227941.1		
N0.HOG0002707	OG0002497	n1		XP_032241496.2	XP_022782613.1	Xe_024927-T1
N0.HOG0002708	OG0002497	n3	XP_020907692.1		XP_022803479.1	Xe_011785-T1
N0.HOG0002709	OG0002498	n0	XP_020908212.1, XP_020917767.1, XP_020907845.1	XP_048584023.1	XP_022784906.1, XP_022810425.1	
N0.HOG0002710	OG0002499	n0	XP_020907959.1, XP_020908623.1, XP_020908640.1	XP_032239035.2	XP_022787504.1	Xe_022232-T1
N0.HOG0002711	OG0002500	n0	XP_020907975.1	XP_048589103.1	XP_022788656.1	Xe_025405-T1, Xe_015641-T1, Xe_025406-T1
N0.HOG0002712	OG0002501	n0	XP_020908069.1, XP_020907991.1, XP_028516981.1	XP_032218675.1, XP_048584631.1	XP_022802152.1	
N0.HOG0002713	OG0002502	n0	XP_020908034.1	XP_048581928.1, XP_048582955.1, XP_048582956.1	XP_022793047.1	Xe_029010-T1
N0.HOG0002714	OG0002503	n0	XP_020908159.2	XP_048586167.1, XP_032233029.2, XP_032226847.1, XP_048587828.1	XP_022795072.1	
N0.HOG0002715	OG0002504	n0	XP_020908220.1	XP_048577986.1, XP_032226807.1	XP_022796746.1, XP_022783681.1	Xe_013227-T1
N0.HOG0002716	OG0002505	n0	XP_028512937.1, XP_020908231.1, XP_028515329.1	XP_048589827.1	XP_022787254.1	Xe_021832-T1
N0.HOG0002717	OG0002506	n0	XP_020908243.1, XP_020908238.1, XP_020916487.1	XP_048577133.1, XP_032222653.2, XP_032234127.2		
N0.HOG0002718	OG0002507	n0	XP_020916916.1, XP_020908241.1	XP_032236445.2, XP_001630711.3	XP_022801304.1	Xe_014639-T1
N0.HOG0002719	OG0002508	n0	XP_028517026.1, XP_020908258.1	XP_032220112.2, XP_048587534.1	XP_022785838.1, XP_022800198.1	
N0.HOG0002720	OG0002509	n0	XP_020908339.2	XP_032231539.2	XP_022791657.1, XP_022791629.1, XP_022791641.1	Xe_021847-T1
N0.HOG0002721	OG0002510	n3	XP_020908452.1			Xe_011618-T1
N0.HOG0002722	OG0002510	n4	XP_020910348.1			Xe_011619-T1
N0.HOG0002723	OG0002511	n0	XP_020908535.1			Xe_021407-T1, Xe_002796-T1, Xe_021356-T1, Xe_015992-T1, Xe_021357-T1
N0.HOG0002724	OG0002512	n0	XP_020908564.1, XP_020908591.1	XP_001639831.3	XP_022792299.1, XP_022798168.1, XP_022797860.1	
N0.HOG0002725	OG0002513	n0	XP_020908569.1, XP_020911806.1	XP_032227075.1	XP_022802659.1, XP_022802662.1	Xe_017189-T1
N0.HOG0002726	OG0002514	n0	XP_020915750.1, XP_020913049.1, XP_020908580.1	XP_048580346.1	XP_022796671.1, XP_022785015.1	
N0.HOG0002727	OG0002515	n0	XP_020908655.2, XP_020910583.1	XP_048578224.1	XP_022781402.1, XP_022794921.1	Xe_009731-T1
N0.HOG0002728	OG0002516	n0	XP_020908731.1	XP_048580256.1	XP_022797528.1	Xe_004223-T1, Xe_004342-T1, Xe_004341-T1
N0.HOG0002729	OG0002517	n0	XP_020908779.1	XP_001634629.2	XP_022783424.1, XP_022777956.1, XP_022783469.1	Xe_003433-T1
N0.HOG0002730	OG0002518	n0	XP_028513366.1, XP_020909100.1	XP_001639131.1	XP_022786708.1, XP_022787937.1	Xe_004945-T1
N0.HOG0002731	OG0002519	n0	XP_020914592.1, XP_020909160.1, XP_020916389.1	XP_001635271.2	XP_022785642.1, XP_022799237.1	
N0.HOG0002732	OG0002520	n0	XP_020909278.1	XP_048586058.1	XP_022803277.1, XP_022777471.1	Xe_012077-T1, Xe_012072-T1
N0.HOG0002733	OG0002521	n0	XP_020909322.1	XP_001632289.3	XP_022784405.1	Xe_001223-T1, Xe_012209-T1, Xe_023970-T1
N0.HOG0002734	OG0002522	n0	XP_020909432.1, XP_020916999.1	XP_048586707.1, XP_032230455.1	XP_022789818.1	Xe_012942-T1
N0.HOG0002735	OG0002523	n0	XP_020909535.1	XP_048588211.1	XP_022785053.1	Xe_014854-T1, Xe_022529-T1, Xe_022530-T1
N0.HOG0002736	OG0002524	n0	XP_020909555.1	XP_001626198.2, XP_048587667.1	XP_022800675.1	Xe_008885-T1, Xe_008884-T1
N0.HOG0002737	OG0002525	n0	XP_020911514.1, XP_020916529.1, XP_020909562.1	XP_032225938.2	XP_022780876.1	Xe_007406-T1
N0.HOG0002738	OG0002526	n0	XP_020909670.1	XP_001631988.1	XP_022800512.1, XP_022800511.1, XP_022800513.1	Xe_004804-T1
N0.HOG0002739	OG0002527	n0	XP_028514524.1, XP_028514533.1, XP_020915463.2, XP_028514531.1, XP_028517532.1, XP_020909805.2			
N0.HOG0002740	OG0002528	n0	XP_020909852.1, XP_028517852.1	XP_048576858.1, XP_032242936.2	XP_022792517.1, XP_022792533.1	
N0.HOG0002741	OG0002529	n0	XP_028514399.1, XP_020909907.2		XP_022777859.1, XP_022795222.1, XP_022791620.1, XP_022795540.1	
N0.HOG0002742	OG0002530	n0	XP_020909941.1, XP_020909954.1	XP_048590515.1, XP_048590514.1, XP_032241254.2	XP_022790264.1	
N0.HOG0002743	OG0002531	n0	XP_020910045.1, XP_020910025.1	XP_048589737.1, XP_032233341.2	XP_022806196.1	Xe_015011-T1
N0.HOG0002744	OG0002532	n0	XP_020913261.1, XP_028517071.1, XP_028514400.1, XP_020910037.1, XP_028513959.1	XP_048588308.1		
N0.HOG0002745	OG0002533	n0	XP_020910041.1	XP_001629933.3	XP_022806665.1	Xe_022526-T1, Xe_014244-T1, Xe_025189-T1
N0.HOG0002746	OG0002534	n0	XP_020910236.1, XP_020910183.1	XP_048589655.1, XP_048589505.1	XP_022795404.1	Xe_014849-T1
N0.HOG0002747	OG0002535	n0	XP_020910322.1, XP_020910188.1, XP_020911096.1		XP_022797129.1	Xe_025423-T1, Xe_015655-T1
N0.HOG0002748	OG0002536	n1	XP_020911278.2			Xe_008732-T1
N0.HOG0002749	OG0002536	n2	XP_020910270.1	XP_048578451.1	XP_022792211.1	Xe_008730-T1
N0.HOG0002750	OG0002537	n0	XP_020910280.1	XP_001633544.2	XP_022793027.1, XP_022810537.1, XP_022806381.1, XP_022783356.1	
N0.HOG0002751	OG0002538	n0	XP_020910299.1	XP_032219569.1	XP_022800456.1	Xe_015090-T1, Xe_010893-T1, Xe_015088-T1
N0.HOG0002752	OG0002539	n0	XP_020911228.1, XP_020910321.1	XP_032230859.1	XP_022800936.1, XP_022777960.1	Xe_028869-T1
N0.HOG0002753	OG0002540	n0	XP_020910514.1, XP_020910461.1	XP_001622425.2	XP_022788279.1	Xe_021362-T1, Xe_021364-T1
N0.HOG0002754	OG0002541	n0	XP_020910462.1, XP_020910515.1	XP_048579816.1	XP_022788280.1	Xe_021363-T1, Xe_021365-T1
N0.HOG0002755	OG0002542	n0	XP_020910524.1	XP_001630719.1	XP_022797118.1, XP_022797116.1, XP_022806475.1	Xe_015852-T1
N0.HOG0002756	OG0002543	n0	XP_020910571.1, XP_020910628.1, XP_020910618.1	XP_001630635.3, XP_048585189.1	XP_022790400.1	
N0.HOG0002757	OG0002544	n0	XP_028517802.1, XP_020910641.1	XP_032239081.1	XP_022800762.1, XP_022800772.1, XP_022788946.1	
N0.HOG0002758	OG0002545	n0	XP_020910656.1	XP_048584070.1, XP_048583936.1, XP_048586791.1, XP_032223871.2, XP_048586787.1		
N0.HOG0002759	OG0002546	n0	XP_020910770.1, XP_028513221.1	XP_048576874.1	XP_022802134.1, XP_022778034.1	Xe_005503-T1
N0.HOG0002760	OG0002547	n0	XP_020910852.1, XP_028519389.1			Xe_001457-T1, Xe_020797-T1, Xe_006381-T1, Xe_024451-T1
N0.HOG0002761	OG0002548	n0	XP_020910882.1, XP_020910884.1	XP_032221598.1	XP_022781579.1	Xe_013521-T1, Xe_013526-T1
N0.HOG0002762	OG0002549	n0	XP_020910915.1, XP_028514735.1	XP_048585225.1	XP_022796154.1, XP_022796117.1	Xe_024254-T1
N0.HOG0002763	OG0002550	n0	XP_020911076.1	XP_001639310.2	XP_022783794.1	Xe_007858-T1, Xe_007848-T1, Xe_007859-T1
N0.HOG0002764	OG0002551	n0	XP_020911099.1	XP_048583365.1, XP_032236612.2, XP_001631772.3, XP_032223527.2, XP_032223528.2		
N0.HOG0002765	OG0002552	n3	XP_028517838.1			Xe_014923-T1
N0.HOG0002766	OG0002552	n4	XP_020911176.1			Xe_014915-T2
N0.HOG0002767	OG0002553	n0	XP_020911284.1	XP_048577766.1, XP_001630816.1	XP_022796857.1, XP_022796846.1	Xe_018469-T1
N0.HOG0002768	OG0002554	n0	XP_020911403.1, XP_028518000.1	XP_048589697.1, XP_048589113.1	XP_022786289.1	Xe_014500-T2
N0.HOG0002769	OG0002555	n0	XP_020911455.1, XP_020911456.1		XP_022807914.1, XP_022807912.1, XP_022782190.1, XP_022782181.1	
N0.HOG0002770	OG0002556	n0	XP_020911542.1	XP_048577807.1, XP_048580443.1	XP_022805804.1, XP_022791041.1, XP_022796464.1	
N0.HOG0002771	OG0002557	n0	XP_020911570.2	XP_001639123.1, XP_001638321.2, XP_001630859.3, XP_001625307.1	XP_022782924.1	
N0.HOG0002772	OG0002558	n1			XP_022778393.1	Xe_002449-T1
N0.HOG0002773	OG0002558	n2	XP_020911647.1	XP_048590342.1	XP_022786302.1	Xe_002448-T1
N0.HOG0002774	OG0002559	n3			XP_022797527.1	Xe_015246-T1
N0.HOG0002775	OG0002559	n4			XP_022800326.1	Xe_015253-T1
N0.HOG0002776	OG0002560	n0	XP_020911700.1	XP_001641692.3, XP_048582901.1, XP_048582903.1	XP_022787987.1	Xe_015430-T1
N0.HOG0002777	OG0002561	n0	XP_020911792.1	XP_032238064.2	XP_022806675.1, XP_022808076.1	Xe_021107-T1, Xe_022306-T1
N0.HOG0002778	OG0002562	n0	XP_020912118.1	XP_001640219.3	XP_022802268.1, XP_022802265.1, XP_022802266.1	Xe_001796-T1
N0.HOG0002779	OG0002563	n0	XP_028516480.1, XP_020912170.1, XP_028516484.1, XP_028518257.1	XP_048584379.1	XP_022783420.1	
N0.HOG0002780	OG0002564	n0	XP_020912223.1	XP_048577339.1, XP_048577340.1, XP_048577346.1, XP_048577343.1	XP_022796353.1	
N0.HOG0002781	OG0002565	n0	XP_020912240.1	XP_001633149.1	XP_022781219.1	Xe_022428-T1, Xe_022773-T1, Xe_022685-T1
N0.HOG0002782	OG0002566	n0	XP_020912537.1	XP_032230282.1	XP_022794399.1	Xe_007998-T1, Xe_008007-T1, Xe_008004-T1
N0.HOG0002783	OG0002567	n0	XP_028518297.1, XP_020912655.1	XP_001626852.2, XP_048579159.1, XP_032234041.2	XP_022791885.1	
N0.HOG0002784	OG0002568	n0	XP_020912734.1, XP_020914694.1, XP_020912736.1, XP_020912735.1		XP_022786053.1, XP_022809375.1	
N0.HOG0002785	OG0002569	n0	XP_020912800.1, XP_020912793.1	XP_001641680.2, XP_048590214.1	XP_022807218.1	Xe_001297-T1
N0.HOG0002786	OG0002570	n0	XP_020912872.1	XP_001630551.2	XP_022796138.1, XP_022796141.1	Xe_020897-T1, Xe_020882-T1
N0.HOG0002787	OG0002571	n0	XP_020913002.1	XP_032233147.1	XP_022785604.1, XP_022785624.1, XP_022785623.1	Xe_000534-T2
N0.HOG0002788	OG0002572	n0	XP_020913012.1	XP_048579308.1	XP_022810505.1, XP_022801046.1, XP_022810504.1	Xe_000913-T1
N0.HOG0002789	OG0002573	n0	XP_020913018.1, XP_028514199.1	XP_048578899.1, XP_048584865.1, XP_048590617.1	XP_022809300.1	
N0.HOG0002790	OG0002574	n0	XP_020913027.1, XP_028518494.1	XP_001629647.2	XP_022789318.1	Xe_014444-T1, Xe_003375-T1
N0.HOG0002791	OG0002575	n0	XP_020913078.1	XP_001641544.2	XP_022805648.1	Xe_000628-T1, Xe_000658-T1, Xe_000629-T1
N0.HOG0002792	OG0002576	n0	XP_020913482.1	XP_048589044.1	XP_022790388.1, XP_022790389.1, XP_022790374.1	Xe_015182-T1
N0.HOG0002793	OG0002577	n0	XP_028512994.1, XP_020913534.1	XP_048590325.1, XP_001640043.2	XP_022795273.1, XP_022786319.1	
N0.HOG0002794	OG0002578	n0	XP_020913706.1	XP_048578642.1, XP_048583327.1, XP_048584315.1, XP_048576919.1	XP_022788738.1	
N0.HOG0002795	OG0002579	n0	XP_020913917.1, XP_020913846.1	XP_001634850.2, XP_032220673.2	XP_022793621.1	Xe_013771-T1
N0.HOG0002796	OG0002580	n0	XP_020913978.1	XP_001639087.2, XP_048589582.1	XP_022794546.1, XP_022794537.1	Xe_027439-T1
N0.HOG0002797	OG0002581	n1		XP_032230610.1	XP_022792293.1	Xe_021600-T1
N0.HOG0002798	OG0002581	n3	XP_020913996.1	XP_048581125.1		Xe_015839-T1
N0.HOG0002799	OG0002582	n1			XP_022790164.1	Xe_011241-T1
N0.HOG0002800	OG0002582	n2	XP_020914244.1	XP_001638783.3	XP_022804416.1	Xe_011240-T1
N0.HOG0002801	OG0002583	n0	XP_020914322.1, XP_020915401.2, XP_020915403.2	XP_048583400.1	XP_022804816.1	Xe_011871-T1
N0.HOG0002802	OG0002584	n0	XP_020914325.1	XP_048576784.1, XP_048575296.1	XP_022793733.1, XP_022786850.1, XP_022809137.1	
N0.HOG0002803	OG0002585	n0	XP_028517866.1, XP_020914498.2	XP_032220695.2, XP_032234258.1	XP_022782873.1	Xe_013812-T1
N0.HOG0002804	OG0002586	n0	XP_020914653.2, XP_020914651.1, XP_020914699.2, XP_028518969.1	XP_048582387.1	XP_022798871.1	
N0.HOG0002805	OG0002587	n0	XP_020915062.1, XP_020914670.1	XP_032223103.2, XP_032228170.2	XP_022808026.1	Xe_004729-T2
N0.HOG0002806	OG0002588	n0	XP_020914705.1, XP_020914686.1	XP_048582545.1, XP_032242338.1	XP_022790685.1, XP_022790684.1	
N0.HOG0002807	OG0002589	n0	XP_020914858.1, XP_020914916.1	XP_001636706.2, XP_048583027.1	XP_022798414.1	Xe_019406-T1
N0.HOG0002808	OG0002590	n0	XP_020914935.1	XP_048585143.1	XP_022785023.1	Xe_023878-T1, Xe_017416-T1, Xe_022438-T1
N0.HOG0002809	OG0002591	n0	XP_020915075.1, XP_020915060.1	XP_048589617.1, XP_032219927.2	XP_022783327.1	Xe_015109-T1
N0.HOG0002810	OG0002592	n0	XP_020915120.1	XP_048576162.1	XP_022784577.1, XP_022784576.1, XP_022784594.1	Xe_003393-T1
N0.HOG0002811	OG0002593	n0	XP_020915211.2, XP_028512968.1	XP_048587829.1, XP_048587842.1, XP_048587841.1, XP_048587678.1		
N0.HOG0002812	OG0002594	n0	XP_020915342.1, XP_020915346.1, XP_020915347.2		XP_022800227.1, XP_022800233.1, XP_022803099.1	
N0.HOG0002813	OG0002595	n0	XP_020915384.1	XP_001623691.3	XP_022791174.1, XP_022789427.1	Xe_011989-T1, Xe_011993-T1
N0.HOG0002814	OG0002596	n0	XP_020915506.1	XP_032219121.2	XP_022783826.1	Xe_017756-T1, Xe_017768-T1, Xe_017746-T1
N0.HOG0002815	OG0002597	n0	XP_020915809.1	XP_048586217.1, XP_001640183.1	XP_022787066.1, XP_022799770.1	Xe_001047-T1
N0.HOG0002816	OG0002598	n0	XP_020915855.1, XP_020915863.1	XP_048582058.1, XP_001623665.2	XP_022792102.1, XP_022792063.1	
N0.HOG0002817	OG0002599	n0	XP_020915880.1, XP_020915871.1, XP_028519246.1	XP_001633932.2	XP_022801397.1	Xe_004709-T1
N0.HOG0002818	OG0002600	n0	XP_020915921.1	XP_048582541.1	XP_022798425.1, XP_022777719.1	Xe_004530-T1, Xe_004528-T1
N0.HOG0002819	OG0002601	n0	XP_020916046.1	XP_032237049.1	XP_022805344.1, XP_022780458.1, XP_022780428.1, XP_022778805.1	
N0.HOG0002820	OG0002602	n0	XP_020916093.1, XP_020916199.1	XP_001624201.1	XP_022784900.1, XP_022784915.1	Xe_002324-T1
N0.HOG0002821	OG0002603	n0	XP_020916238.1	XP_048587633.1, XP_048587634.1, XP_048587625.1	XP_022781092.1	Xe_008022-T1
N0.HOG0002822	OG0002604	n0	XP_028519357.1, XP_020916256.1	XP_001639268.1	XP_022795312.1, XP_022795301.1	Xe_007507-T1
N0.HOG0002823	OG0002605	n0	XP_020916269.1	XP_032240857.2	XP_022802460.1	Xe_023219-T1, Xe_023215-T1, Xe_007515-T1
N0.HOG0002824	OG0002606	n0	XP_020916304.1, XP_028519368.1	XP_001628585.2	XP_022780022.1, XP_022779924.1	Xe_007405-T1
N0.HOG0002825	OG0002607	n0	XP_028519404.1, XP_028515686.1, XP_020916396.2	XP_048575856.1	XP_022799161.1	Xe_018783-T1
N0.HOG0002826	OG0002608	n0	XP_020916421.1	XP_001627412.2	XP_022789850.1, XP_022789855.1	Xe_026562-T1, Xe_012957-T1
N0.HOG0002827	OG0002609	n0	XP_020916520.2	XP_032235094.2, XP_048585474.1	XP_022789493.1, XP_022783075.1, XP_022783151.1	
N0.HOG0002828	OG0002610	n1		XP_001630467.2	XP_022799976.1	Xe_014449-T1
N0.HOG0002829	OG0002610	n3	XP_020916559.1	XP_001627628.2		Xe_000571-T1
N0.HOG0002830	OG0002611	n0	XP_020916599.1, XP_028516853.1, XP_028517985.1	XP_032231185.1	XP_022792297.1, XP_022806301.1	
N0.HOG0002831	OG0002612	n0	XP_020916609.1, XP_020916629.2	XP_048580918.1, XP_032223440.1	XP_022788369.1	Xe_012632-T4
N0.HOG0002832	OG0002613	n0	XP_020916668.1, XP_020916685.2	XP_001624119.1	XP_022787580.1, XP_022787592.1	Xe_012235-T1
N0.HOG0002833	OG0002614	n0	XP_020916702.1	XP_048586497.1, XP_048586496.1, XP_032237081.1	XP_022794214.1	Xe_005381-T1
N0.HOG0002834	OG0002615	n0	XP_020916766.1, XP_020916824.1, XP_020916794.1	XP_001637051.3	XP_022792280.1	Xe_021679-T1
N0.HOG0002835	OG0002616	n0	XP_020916812.1, XP_020916806.1	XP_032242980.1	XP_022804367.1, XP_022807748.1	Xe_021605-T1
N0.HOG0002836	OG0002617	n0	XP_020916863.1	XP_032233922.2, XP_048584207.1	XP_022795183.1	Xe_009949-T1, Xe_009950-T1
