HOG	OG	Gene Tree Parent Clade	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
N2.HOG0000166	OG0000124	n0	XP_020894570.1, XP_020913268.1, XP_028516180.1, XP_020894509.1, XP_028513249.1, XP_020894500.1, XP_020894508.1, XP_020892493.1, XP_020892492.1, XP_028512686.1, XP_028519530.1, XP_028519546.1, XP_028519531.1, XP_028519544.1, XP_020906406.1, XP_020892483.1, XP_028517433.1, XP_028519529.1, XP_020898638.2, XP_020894499.1, XP_020892490.1, XP_028514305.1, XP_028514304.1, XP_028513244.1, XP_020905769.1, XP_028512684.1, XP_028514072.1, XP_020892491.1, XP_020897593.1, XP_028513565.1, XP_028512687.1			
N2.HOG0000167	OG0000125	n0	XP_028517096.1			
N2.HOG0000168	OG0000126	n0		XP_048589066.1, XP_048588325.1, XP_048588326.1, XP_048588570.1, XP_048588569.1, XP_048588571.1, XP_048588567.1, XP_048588565.1, XP_048588574.1, XP_048588915.1, XP_048588332.1, XP_048588356.1, XP_048588328.1, XP_048589084.1, XP_032229069.2, XP_048589095.1, XP_048588324.1, XP_048589067.1, XP_048589069.1, XP_048589093.1, XP_048588327.1, XP_048588797.1, XP_048589088.1, XP_048588330.1, XP_048588110.1, XP_032231433.2, XP_048588329.1, XP_048589089.1, XP_048589094.1, XP_048589096.1, XP_048588331.1		
N2.HOG0000169	OG0000127	n3		XP_048588392.1		
N2.HOG0000170	OG0000127	n28		XP_032231638.1, XP_048590202.1		
N2.HOG0000171	OG0000134	n1	XP_020914072.1, XP_020892069.1	XP_032229984.2		
N2.HOG0000172	OG0000134	n5	XP_028514468.1, XP_020896631.1, XP_020913579.2, XP_020910903.1, XP_020913580.2, XP_028517864.1, XP_028514466.1, XP_028518321.1, XP_020910901.2, XP_020911974.1, XP_020915389.2, XP_028518806.1, XP_028512556.1, XP_020910898.2, XP_028514467.1, XP_028512547.1, XP_020916513.2, XP_028518323.1, XP_028518807.1, XP_028512546.1, XP_028514463.1, XP_020898827.1, XP_028514700.1, XP_020916511.1			
N2.HOG0000173	OG0000135	n1		XP_001626407.3		
N2.HOG0000174	OG0000135	n2	XP_020892077.1	XP_001619847.2		
N2.HOG0000175	OG0000136	n0	XP_028518944.1, XP_020916833.2, XP_020912162.1, XP_020892306.1, XP_020896412.1, XP_028513728.1, XP_020896418.1, XP_020896377.1, XP_020896376.1, XP_020913776.2, XP_020896378.1, XP_020892987.1, XP_020896380.1, XP_020904082.1, XP_028518596.1, XP_028513746.1, XP_020896372.1, XP_020896354.2, XP_020896379.1, XP_028513718.1, XP_020896382.1, XP_020896381.1, XP_020907761.1, XP_028516988.1, XP_028512585.1, XP_020897041.1, XP_028518781.1, XP_028518780.1, XP_020906454.1	XP_001635246.2		
N2.HOG0000176	OG0000137	n0	XP_028515033.1, XP_020895069.2, XP_028518769.1, XP_020907931.2, XP_028515034.1, XP_028513307.1, XP_020897477.1, XP_028515024.1, XP_020901011.1, XP_020894709.1, XP_020901019.2, XP_020915486.1, XP_020912488.1, XP_028519154.1, XP_028519202.1, XP_020906423.2, XP_020911804.1, XP_020911761.1, XP_020913959.1, XP_028518574.1, XP_020899307.1, XP_020913953.1, XP_020894695.2, XP_020894568.1, XP_028518105.1, XP_020895081.1, XP_028518768.1	XP_001626634.3		
N2.HOG0000177	OG0000138	n5	XP_020914384.2, XP_020898269.1	XP_048588475.1		
N2.HOG0000178	OG0000138	n7	XP_028518373.1, XP_028516685.1, XP_028516687.1, XP_020907667.1, XP_028517264.1, XP_020911519.1, XP_028518374.1, XP_020907046.1, XP_028516686.1, XP_028516689.1, XP_028516690.1, XP_028516286.1, XP_028516688.1, XP_020897152.1, XP_028516691.1, XP_028514177.1, XP_028516696.1, XP_020912637.1	XP_048588116.1		
N2.HOG0000179	OG0000138	n25	XP_020903547.1, XP_028513152.1, XP_028514744.1, XP_028518372.1, XP_020903546.2			
N2.HOG0000180	OG0000139	n17	XP_020909681.1			
N2.HOG0000181	OG0000140	n1	XP_020914237.1	XP_048577480.1, XP_032219423.2		
N2.HOG0000182	OG0000140	n24	XP_028517430.1	XP_032220118.1		
N2.HOG0000183	OG0000140	n27		XP_048586192.1		
N2.HOG0000184	OG0000141	n0	XP_028517258.1			
N2.HOG0000185	OG0000142	n0		XP_048576718.1		
N2.HOG0000186	OG0000150	n0	XP_020903637.1, XP_028512714.1, XP_028512715.1, XP_028512716.1, XP_020899935.1, XP_020907925.1, XP_028516924.1, XP_020907936.2, XP_020907935.2, XP_020892519.1, XP_020892547.2, XP_028512720.1, XP_020892517.2, XP_020892515.1, XP_020892548.1	XP_032231438.2, XP_032233701.2, XP_001631296.3, XP_048588537.1, XP_048588345.1		
N2.HOG0000187	OG0000151	n1	XP_020892954.1			
N2.HOG0000188	OG0000152	n3	XP_020897702.1, XP_020897700.1, XP_020897699.1, XP_028514147.1, XP_020913517.1	XP_001631485.3		
N2.HOG0000189	OG0000152	n10		XP_048575382.1		
N2.HOG0000190	OG0000153	n0	XP_020909564.2, XP_020917270.2, XP_020917062.1, XP_020917098.1, XP_020917135.1, XP_028513128.1, XP_028519576.1, XP_028514006.1, XP_028515823.1, XP_028515825.1, XP_028515821.1, XP_028515292.1, XP_028513132.1, XP_028515826.1, XP_028515827.1, XP_028515822.1, XP_028515829.1, XP_028513131.1, XP_028519579.1, XP_028519204.1, XP_028517091.1, XP_028513996.1, XP_020898316.2, XP_028519571.1, XP_020910256.2, XP_020910701.2, XP_020900406.1, XP_020903878.1, XP_028518817.1			
N2.HOG0000191	OG0000154	n0	XP_020898869.1			
N2.HOG0000192	OG0000155	n1	XP_020908522.1			
N2.HOG0000193	OG0000155	n11	XP_028517127.1			
N2.HOG0000194	OG0000156	n0	XP_028515741.1			
N2.HOG0000195	OG0000162	n13	XP_020892615.2			
N2.HOG0000196	OG0000162	n19		XP_048590634.1, XP_032219066.1		
N2.HOG0000197	OG0000162	n21		XP_032235644.2		
N2.HOG0000198	OG0000162	n23	XP_028515205.1, XP_020901626.1	XP_032237940.2, XP_032225381.1, XP_032227500.1		
N2.HOG0000199	OG0000163	n3	XP_028514858.1	XP_032232756.1		
N2.HOG0000200	OG0000163	n8	XP_020912930.1	XP_032220365.2		
N2.HOG0000201	OG0000163	n10		XP_001633192.1		
N2.HOG0000202	OG0000163	n11	XP_020893539.1, XP_020893184.1	XP_048586491.1		
N2.HOG0000203	OG0000163	n14	XP_028517451.1	XP_048582846.1		
N2.HOG0000204	OG0000163	n20	XP_020910944.1			
N2.HOG0000205	OG0000163	n21	XP_028514287.1, XP_028514291.1	XP_032219169.2		
N2.HOG0000206	OG0000163	n24	XP_020897957.1	XP_032221219.2		
N2.HOG0000207	OG0000164	n1	XP_020908014.1	XP_048588070.1		
N2.HOG0000208	OG0000164	n5	XP_020898942.1	XP_001640303.2		
N2.HOG0000209	OG0000164	n10	XP_028515383.1, XP_020902199.1	XP_001623512.2		
N2.HOG0000210	OG0000164	n13	XP_020917029.1	XP_032220434.2		
N2.HOG0000211	OG0000164	n20	XP_020914309.1	XP_048583999.1		
N2.HOG0000212	OG0000164	n25	XP_020904868.1	XP_001637706.3		
N2.HOG0000213	OG0000164	n26	XP_020914410.2	XP_048584057.1		
N2.HOG0000214	OG0000165	n4	XP_020906559.1	XP_048587973.1, XP_032237984.2, XP_048587974.1		
N2.HOG0000215	OG0000165	n10	XP_028516681.1, XP_020907018.2, XP_020901461.1, XP_020916020.1	XP_048583480.1		
N2.HOG0000216	OG0000165	n14	XP_020908170.1, XP_020910129.1, XP_020901632.1, XP_020901633.1, XP_020901634.1, XP_020901630.1, XP_028515202.1	XP_032218166.2		
N2.HOG0000217	OG0000166	n0	XP_020904122.1			
N2.HOG0000218	OG0000167	n0	XP_028518815.1, XP_028518449.1, XP_020916895.1, XP_028518811.1, XP_028518279.1, XP_020904558.1, XP_020904559.2, XP_028518390.1, XP_020912726.1, XP_028515180.1	XP_001640494.1		
N2.HOG0000219	OG0000168	n2	XP_020905860.2			
N2.HOG0000220	OG0000168	n24	XP_020914493.1, XP_028513421.1, XP_028514687.1			
N2.HOG0000221	OG0000169	n1	XP_028518568.1			
N2.HOG0000222	OG0000169	n2	XP_028516786.1			
N2.HOG0000223	OG0000170	n3		XP_032235111.2, XP_048579142.1, XP_001636151.1		
N2.HOG0000224	OG0000170	n6		XP_032218507.2		
N2.HOG0000225	OG0000174	n3	XP_020894063.1			
N2.HOG0000226	OG0000174	n6		XP_048587454.1, XP_048576611.1, XP_048576612.1, XP_048576613.1, XP_048586637.1		
N2.HOG0000227	OG0000174	n15		XP_032228291.1		
N2.HOG0000228	OG0000174	n19	XP_020909861.1, XP_020893302.1			
N2.HOG0000229	OG0000174	n20		XP_048581982.1, XP_048576221.1, XP_048577802.1, XP_048583212.1, XP_048583125.1, XP_048589471.1		
N2.HOG0000230	OG0000175	n0	XP_028517102.1, XP_020911257.1, XP_028517678.1, XP_028518693.1, XP_020908467.1, XP_028517676.1, XP_028514896.1, XP_020900599.2, XP_020900589.1, XP_028514897.1, XP_020910254.1, XP_020911256.2, XP_028514895.1, XP_028517953.1, XP_020911255.2, XP_028513707.1, XP_020916592.2, XP_020916568.2, XP_020916572.1, XP_028519447.1, XP_028519448.1, XP_020907353.2, XP_020895227.1, XP_028513666.1, XP_028513717.1, XP_020898035.2	XP_032234733.1		
N2.HOG0000231	OG0000176	n0	XP_020912860.1, XP_020907899.2, XP_028514165.1, XP_020897910.1, XP_028514164.1, XP_020897896.2, XP_020906915.1, XP_028513535.1, XP_028515039.1, XP_028514887.1, XP_028513318.1, XP_028513439.1, XP_028516915.1, XP_028519112.1, XP_028519298.1, XP_028514665.1, XP_020903272.1, XP_020899812.1, XP_020907168.1, XP_020903269.1, XP_020898127.2, XP_020912883.2, XP_020898117.2, XP_028518871.1, XP_028514230.1, XP_020914475.2, XP_028514235.1			
N2.HOG0000232	OG0000181	n4	XP_020903270.1, XP_020898128.1			
N2.HOG0000233	OG0000181	n8	XP_020897887.1	XP_001638956.3		
N2.HOG0000234	OG0000181	n10	XP_020911425.1	XP_048588401.1, XP_048582912.1, XP_048588343.1		
N2.HOG0000235	OG0000181	n17	XP_020891878.1, XP_028513247.1, XP_028519228.1	XP_048580978.1		
N2.HOG0000236	OG0000181	n21	XP_020903271.1, XP_028514237.1	XP_048580686.1, XP_048588082.1, XP_048586376.1		
N2.HOG0000237	OG0000182	n2	XP_028515545.1	XP_032223360.1		
N2.HOG0000238	OG0000182	n8	XP_020892711.1	XP_032220100.1		
N2.HOG0000239	OG0000182	n9	XP_020892708.1	XP_048587566.1		
N2.HOG0000240	OG0000182	n13	XP_028516529.1, XP_020901097.1	XP_048579162.1, XP_032229666.2		
N2.HOG0000241	OG0000182	n24	XP_020906365.1			
N2.HOG0000242	OG0000183	n6	XP_020907821.2	XP_048576535.1		
N2.HOG0000243	OG0000183	n23	XP_020907817.1, XP_020907828.1			
N2.HOG0000244	OG0000184	n0	XP_028518737.1, XP_028518209.1, XP_020914293.1, XP_028516078.1, XP_028519017.1, XP_028518992.1, XP_028518706.1, XP_028514378.1, XP_020913747.1, XP_028518712.1, XP_020893986.1, XP_020904703.1, XP_020905057.1, XP_020900519.2, XP_020911587.2, XP_028514382.1, XP_020898505.2, XP_020913814.1, XP_028514500.1, XP_020913152.1, XP_028516695.1, XP_020913778.2, XP_020905056.1, XP_020913762.2			
N2.HOG0000245	OG0000185	n2		XP_048586335.1, XP_048578936.1, XP_032228947.2		
N2.HOG0000246	OG0000185	n5	XP_020901425.1, XP_028518785.1, XP_020914010.2			
N2.HOG0000247	OG0000185	n9	XP_020904668.2			
N2.HOG0000248	OG0000186	n0		XP_032237847.1		
N2.HOG0000249	OG0000187	n0		XP_048578165.1		
N2.HOG0000250	OG0000188	n0		XP_048579357.1		
N2.HOG0000251	OG0000195	n0	XP_020898601.1, XP_020892246.1, XP_020910058.1, XP_020912994.1, XP_028514631.1, XP_020906394.1, XP_020895954.1, XP_020913820.1, XP_020899945.2, XP_020900351.1, XP_020911532.1	XP_048584823.1, XP_032239217.2, XP_032228215.2, XP_032231221.2, XP_032223070.1, XP_032240432.2, XP_032240656.1, XP_048588386.1, XP_048577416.1, XP_032234372.2, XP_032232734.2, XP_048579151.1, XP_032230521.2		
N2.HOG0000252	OG0000196	n13	XP_020897227.1	XP_048590066.1		
N2.HOG0000253	OG0000197	n0	XP_020914517.2, XP_020904615.1, XP_028516026.1, XP_020904954.1, XP_028517459.1, XP_020913578.1, XP_028512457.1, XP_028518412.1, XP_020904610.1, XP_020914515.1, XP_020912737.1, XP_020907912.1, XP_020912739.1, XP_028518409.1, XP_028516918.1, XP_020900343.1, XP_020917644.1, XP_028519770.1, XP_028518408.1, XP_028514409.1, XP_020917813.2, XP_028519765.1, XP_028514331.1, XP_020905429.2, XP_028518411.1			
N2.HOG0000254	OG0000198	n1		XP_048580434.1		
N2.HOG0000255	OG0000198	n3	XP_020906322.1			
N2.HOG0000256	OG0000199	n0	XP_020906975.1	XP_001634790.2		
N2.HOG0000257	OG0000200	n0	XP_020907956.1			
N2.HOG0000258	OG0000201	n0	XP_020912722.1			
N2.HOG0000259	OG0000202	n0	XP_028515692.1	XP_032232383.2, XP_048586416.1		
N2.HOG0000260	OG0000203	n0		XP_048587465.1, XP_048585335.1		
N2.HOG0000261	OG0000214	n0	XP_020908947.1, XP_028517262.1, XP_028515248.1, XP_028517260.1, XP_028515344.1, XP_028515247.1, XP_020901786.1, XP_020901789.1, XP_028515243.1, XP_028515249.1, XP_028515244.1, XP_028514334.1, XP_020895264.1, XP_020910567.2, XP_028517788.1, XP_028518948.1, XP_020914622.1, XP_028517261.1, XP_028517660.1, XP_028518947.1, XP_028515342.1, XP_028515338.1, XP_028515246.1, XP_028515245.1			
N2.HOG0000262	OG0000215	n1	XP_020898265.1, XP_020899644.1, XP_020904283.1, XP_020917211.1			
N2.HOG0000263	OG0000215	n9	XP_028519766.1			
N2.HOG0000264	OG0000215	n11	XP_028515840.1, XP_020908704.2, XP_020895331.1			
N2.HOG0000265	OG0000215	n16	XP_028517681.1, XP_020897147.1			
N2.HOG0000266	OG0000215	n19	XP_020897210.1, XP_020908948.1, XP_028516698.1, XP_028517680.1			
N2.HOG0000267	OG0000216	n1	XP_020895851.2			
N2.HOG0000268	OG0000216	n8		XP_048580105.1		
N2.HOG0000269	OG0000216	n11	XP_020911487.1, XP_020900799.1	XP_048583608.1		
N2.HOG0000270	OG0000216	n15	XP_020910275.1, XP_028515637.1, XP_028513978.1	XP_048588591.1, XP_048587356.1, XP_048587749.1, XP_048577718.1, XP_048582201.1		
N2.HOG0000271	OG0000217	n2	XP_028515929.1, XP_028516788.1			
N2.HOG0000272	OG0000217	n16	XP_020897308.2, XP_020906540.1, XP_020915212.2, XP_028517429.1			
N2.HOG0000273	OG0000217	n21	XP_028519087.1			
N2.HOG0000274	OG0000218	n0	XP_028517535.1, XP_020916316.1, XP_028513988.1, XP_028518063.1, XP_028518949.1, XP_020897729.2, XP_028519465.1, XP_020916320.1, XP_020911541.1, XP_028518197.1, XP_028517540.1, XP_020909874.1, XP_020902301.1, XP_028513418.1, XP_028515682.1, XP_028519235.1, XP_028517539.1, XP_020903297.1, XP_028517537.1, XP_020911534.1, XP_028518199.1, XP_028518061.1, XP_020912222.1, XP_028513473.1			
N2.HOG0000275	OG0000219	n0	XP_020898871.1	XP_032238044.2		
N2.HOG0000276	OG0000220	n0	XP_020909819.1, XP_020910750.1, XP_020912935.1, XP_028518453.1, XP_020912934.1, XP_028514534.1, XP_028518394.1, XP_020912941.1, XP_028516494.1, XP_028518641.1, XP_020915643.2, XP_028512618.1, XP_028517691.1, XP_028519451.1, XP_028519452.1, XP_020910697.2, XP_020910692.2, XP_020910695.2, XP_020900404.1, XP_020910700.1, XP_028519453.1, XP_020915670.1, XP_028519454.1, XP_020916564.1			
N2.HOG0000277	OG0000221	n1	XP_028512578.1			
N2.HOG0000278	OG0000221	n4	XP_020902084.1, XP_020900511.2			
N2.HOG0000279	OG0000222	n9	XP_028516023.1, XP_020903521.2	XP_048590404.1, XP_001638430.1		
N2.HOG0000280	OG0000222	n19		XP_048576419.1, XP_048576401.1		
N2.HOG0000281	OG0000223	n0	XP_020904713.1	XP_048577402.1, XP_048577399.1, XP_048577406.1, XP_048577401.1, XP_048577404.1, XP_048578079.1, XP_048578191.1, XP_048577405.1, XP_048577400.1, XP_048577403.1, XP_032228127.1, XP_048577408.1, XP_048577301.1, XP_048577413.1, XP_048577277.1, XP_048577415.1, XP_048578008.1, XP_048577297.1, XP_048577412.1, XP_048577303.1, XP_048577304.1, XP_048577865.1, XP_048578015.1		
N2.HOG0000282	OG0000224	n3	XP_028516017.1, XP_028519355.1			
N2.HOG0000283	OG0000224	n7	XP_028517582.1, XP_020906331.2, XP_028519346.1, XP_020916260.1, XP_020917808.2, XP_028512777.1, XP_020909976.2, XP_028519358.1, XP_028519356.1, XP_028517748.1, XP_020910250.1	XP_048587220.1		
N2.HOG0000284	OG0000224	n19	XP_028518709.1	XP_032220088.2		
N2.HOG0000285	OG0000225	n0	XP_020913159.1	XP_048575891.1		
N2.HOG0000286	OG0000226	n0	XP_028513812.1	XP_032240735.2		
N2.HOG0000287	OG0000227	n0		XP_048582670.1, XP_048577419.1, XP_048582665.1, XP_048582137.1, XP_032229878.2, XP_048587797.1, XP_048589794.1, XP_048575399.1, XP_048582258.1, XP_048582219.1, XP_048577323.1, XP_048585319.1, XP_032238879.2, XP_048587179.1, XP_048583344.1, XP_032235873.2, XP_048590510.1, XP_048576989.1, XP_048577173.1, XP_032230541.2, XP_048579049.1, XP_048576990.1, XP_048590509.1, XP_048580633.1		
N2.HOG0000288	OG0000234	n2	XP_020915241.1, XP_020915371.2, XP_028514098.1			
N2.HOG0000289	OG0000234	n12	XP_020893670.2			
N2.HOG0000290	OG0000234	n19	XP_020892433.1			
N2.HOG0000291	OG0000235	n3	XP_020893155.1	XP_001622151.1		
N2.HOG0000292	OG0000235	n5	XP_020905336.1	XP_001636833.2		
N2.HOG0000293	OG0000235	n11	XP_020898998.1, XP_020898955.1, XP_028514622.1, XP_020914753.1, XP_028514621.1, XP_028519641.1, XP_028514629.1, XP_020899578.1, XP_020892651.1, XP_020899579.1	XP_032220755.1		
N2.HOG0000294	OG0000236	n3	XP_020907135.1	XP_032218877.1		
N2.HOG0000295	OG0000236	n9		XP_048587822.1		
N2.HOG0000296	OG0000236	n11	XP_020892673.1	XP_048587847.1		
N2.HOG0000297	OG0000236	n14	XP_020907122.1	XP_032235762.1, XP_032239920.2		
N2.HOG0000298	OG0000236	n20	XP_020907271.1	XP_032235763.1		
N2.HOG0000299	OG0000236	n21	XP_020898010.1	XP_032235733.1		
N2.HOG0000300	OG0000237	n0	XP_028513823.1, XP_028515441.1, XP_020902420.1, XP_020907301.1, XP_020902427.1, XP_020907830.1, XP_020904675.1, XP_028516041.1, XP_028516884.1, XP_020896551.1, XP_020894219.1, XP_028513035.1, XP_020893797.1, XP_020911890.2, XP_020897637.1, XP_020915633.1, XP_020894250.1, XP_020907720.1, XP_028515442.1, XP_028513036.1, XP_020893713.1, XP_020894221.1, XP_020902428.2			
N2.HOG0000301	OG0000238	n1		XP_048580448.1		
N2.HOG0000302	OG0000238	n11	XP_020899844.1, XP_028514709.1	XP_048584429.1		
N2.HOG0000303	OG0000239	n3	XP_020915197.1			
N2.HOG0000304	OG0000239	n4	XP_020901510.1, XP_020911411.2, XP_020913306.1			
N2.HOG0000305	OG0000239	n9	XP_028519094.1	XP_032228118.2		
N2.HOG0000306	OG0000239	n12	XP_020910827.1, XP_028513986.1, XP_028515742.1	XP_048588638.1, XP_048576978.1, XP_032219840.1, XP_048581370.1, XP_048581373.1		
N2.HOG0000307	OG0000240	n1		XP_032225355.2, XP_048583324.1, XP_048577012.1, XP_032241547.2, XP_048589702.1, XP_048584427.1, XP_048582953.1, XP_048584485.1		
N2.HOG0000308	OG0000240	n9	XP_020912095.1			
N2.HOG0000309	OG0000240	n12	XP_028517645.1, XP_020912094.1			
N2.HOG0000310	OG0000240	n15	XP_020907946.1			
N2.HOG0000311	OG0000241	n2		XP_048585435.1		
N2.HOG0000312	OG0000241	n17		XP_048585434.1		
N2.HOG0000313	OG0000241	n20		XP_048580703.1		
N2.HOG0000314	OG0000242	n0	XP_020914198.1, XP_028515220.1	XP_032235309.2		
N2.HOG0000315	OG0000243	n0	XP_028514099.1			
N2.HOG0000316	OG0000244	n0	XP_028514202.1, XP_028517625.1	XP_048580481.1		
N2.HOG0000317	OG0000245	n1	XP_028516339.1, XP_028515388.1			
N2.HOG0000318	OG0000246	n0		XP_001627465.1		
N2.HOG0000319	OG0000247	n0		XP_048576294.1, XP_048576291.1		
N2.HOG0000320	OG0000255	n0	XP_020892126.1, XP_020914371.1, XP_020905343.1, XP_020905341.1, XP_028516183.1, XP_020905344.1, XP_020914320.2, XP_020914319.1, XP_020892123.1, XP_020892122.1, XP_020909289.1, XP_020909310.1, XP_020909288.1, XP_020899978.1, XP_020912325.1, XP_020912241.1, XP_020892127.1, XP_020892128.2, XP_020907902.1, XP_020914380.1, XP_020914318.1, XP_020892129.2			
N2.HOG0000321	OG0000256	n3	XP_020912518.1, XP_020892199.1	XP_032232807.1, XP_048590106.1		
N2.HOG0000322	OG0000256	n9	XP_028516851.1	XP_001636910.3, XP_001635715.2, XP_048586427.1		
N2.HOG0000323	OG0000256	n14		XP_048577985.1		
N2.HOG0000324	OG0000256	n15	XP_020916687.1			
N2.HOG0000325	OG0000256	n18	XP_020898085.1	XP_032223461.1		
N2.HOG0000326	OG0000256	n19	XP_020894795.2, XP_020897186.1	XP_032230428.1		
N2.HOG0000327	OG0000257	n4	XP_020913118.1, XP_020896923.1, XP_020896799.1, XP_020896924.1, XP_020917666.1, XP_020899546.1, XP_020916527.1, XP_020893577.1, XP_020906583.1	XP_001640367.1, XP_001619715.1, XP_048576880.1, XP_032232850.1, XP_032238438.1, XP_032225150.1, XP_001622257.2		
N2.HOG0000328	OG0000257	n19	XP_020894113.1	XP_001638460.2, XP_032237529.2		
N2.HOG0000329	OG0000258	n0	XP_028519305.1, XP_020909688.1, XP_020911794.1, XP_028518182.1, XP_020899217.1, XP_020914904.1, XP_020908624.2, XP_020902282.1, XP_020902266.1, XP_020894738.1, XP_020907928.1, XP_020904539.1, XP_020917078.1, XP_020908392.1, XP_020908391.1, XP_020904547.1, XP_028516002.1, XP_020908387.2, XP_020893592.1, XP_020909697.1, XP_020909606.1			
N2.HOG0000330	OG0000259	n0	XP_020910116.1, XP_020912148.1, XP_020905371.1, XP_020896434.2, XP_020900852.1, XP_028517639.1, XP_020896426.1, XP_020912849.1, XP_028516192.1	XP_048578368.1, XP_048578597.1		
N2.HOG0000331	OG0000260	n11	XP_020912368.1, XP_020913286.1, XP_020913269.1, XP_020904113.1			
N2.HOG0000332	OG0000260	n18	XP_020898215.1	XP_001629173.1		
N2.HOG0000333	OG0000260	n19	XP_020904963.1, XP_020913831.2	XP_048584459.1		
N2.HOG0000334	OG0000261	n4	XP_020899851.1	XP_001632008.1		
N2.HOG0000335	OG0000261	n8	XP_020913509.1			
N2.HOG0000336	OG0000261	n16	XP_020899850.1	XP_048576882.1		
N2.HOG0000337	OG0000261	n18	XP_028512470.1	XP_001636043.1		
N2.HOG0000338	OG0000262	n2	XP_020900197.1, XP_028514797.1	XP_032229313.2, XP_048586682.1		
N2.HOG0000339	OG0000262	n19	XP_020909245.1	XP_001625906.3		
N2.HOG0000340	OG0000263	n1	XP_020901597.1	XP_048589886.1		
N2.HOG0000341	OG0000263	n19	XP_020906120.2	XP_048590127.1		
N2.HOG0000342	OG0000263	n20	XP_020901587.1	XP_048589984.1		
N2.HOG0000343	OG0000264	n1	XP_020912011.1	XP_048588382.1, XP_048588381.1, XP_048579042.1, XP_048579043.1, XP_048583847.1, XP_048583485.1, XP_032238885.2, XP_048577296.1, XP_048581405.1, XP_048583266.1		
N2.HOG0000344	OG0000264	n12	XP_020909001.1	XP_048585312.1, XP_048582217.1, XP_048577856.1, XP_048588893.1, XP_048587295.1		
N2.HOG0000345	OG0000265	n4	XP_020917365.1	XP_001635917.3		
N2.HOG0000346	OG0000265	n9	XP_020911950.1	XP_001640250.3		
N2.HOG0000347	OG0000265	n12	XP_020911955.1	XP_048587487.1		
N2.HOG0000348	OG0000265	n14	XP_028516626.1	XP_048581533.1, XP_048581531.1, XP_048581534.1, XP_048580699.1		
N2.HOG0000349	OG0000266	n0	XP_028518941.1, XP_020916296.2, XP_028517312.1, XP_020914891.2	XP_048576640.1, XP_032223642.2		
N2.HOG0000350	OG0000267	n0	XP_028517559.1	XP_048576488.1, XP_048586730.1, XP_048577118.1, XP_048589791.1, XP_048588957.1, XP_048579056.1, XP_048588398.1, XP_048578759.1, XP_048582039.1, XP_048585582.1, XP_048575584.1, XP_048590137.1, XP_048579652.1, XP_048584051.1, XP_048579747.1, XP_048585760.1, XP_032226143.1, XP_048577058.1, XP_048577705.1, XP_048576946.1, XP_048576254.1		
N2.HOG0000351	OG0000268	n0		XP_032231044.2, XP_048578645.1		
N2.HOG0000352	OG0000273	n0	XP_020915224.1, XP_028515631.1, XP_020910819.1, XP_020914458.1, XP_028516987.1, XP_020891857.1	XP_032226592.2, XP_032234851.1, XP_048588389.1, XP_048589481.1, XP_048583930.1, XP_048583960.1, XP_032235740.2, XP_048588870.1		
N2.HOG0000353	OG0000274	n4	XP_020899437.1, XP_020899440.1, XP_020904640.1, XP_020899438.1			
