Orthogroup	spis_longest_isoform_marker	nvec_longest_isoform
OG0000331	XP_022792854.1, XP_022792873.1	XP_001627263.3
OG0000333	XP_022806345.1, XP_022809892.1	XP_048589478.1, XP_048582277.1, XP_048582097.1
OG0000334	XP_022777834.1	XP_032229372.1, XP_032237746.2
OG0000334	XP_022778989.1, XP_022782963.1	XP_048579741.1, XP_032220860.2, XP_032225117.2
OG0000334	XP_022783335.1	XP_048583275.1, XP_032223965.1, XP_032227460.2, XP_048576222.1
OG0000336	XP_022791091.1	XP_048577070.1, XP_048589973.1, XP_048587126.1
OG0000337	XP_022810111.1, XP_022798042.1	XP_048578517.1
OG0000338	XP_022806407.1	XP_048586049.1, XP_048581120.1
OG0000342	XP_022799186.1	XP_032219265.2
OG0000342	XP_022800184.1, XP_022796142.1, XP_022796134.1, XP_022778233.1, XP_022798553.1, XP_022804248.1, XP_022797885.1, XP_022809957.1, XP_022797906.1, XP_022808507.1	XP_032234514.1, XP_032236014.2, XP_032219263.2, XP_032228859.1
OG0000346	XP_022794233.1	XP_048583792.1, XP_048587020.1, XP_048578771.1, XP_048587440.1, XP_048586728.1, XP_048576072.1, XP_048576807.1, XP_048587900.1, XP_048587898.1, XP_048583801.1, XP_048583793.1, XP_048583813.1, XP_048579024.1, XP_048583851.1, XP_048578712.1, XP_048586867.1, XP_048579139.1, XP_048582532.1
OG0000347	XP_022786846.1, XP_022786847.1, XP_022781842.1	XP_048586610.1
OG0000355	XP_022804665.1, XP_022800902.1, XP_022800896.1	XP_001637285.1
OG0000355	XP_022804661.1, XP_022806102.1, XP_022807623.1	XP_048582195.1, XP_001624324.2
OG0000356	XP_022805680.1	XP_032220154.2
OG0000356	XP_022806962.1, XP_022806966.1, XP_022806210.1, XP_022806888.1, XP_022806223.1, XP_022805532.1	XP_032220152.2, XP_048576827.1
OG0000357	XP_022797850.1, XP_022797853.1, XP_022809791.1, XP_022797848.1, XP_022797846.1, XP_022797832.1, XP_022797854.1, XP_022797830.1, XP_022797831.1, XP_022797855.1	XP_048588781.1, XP_048588775.1
OG0000359	XP_022791826.1	XP_001635714.1
OG0000359	XP_022788712.1, XP_022788717.1, XP_022788719.1	XP_001635843.2, XP_032222905.1, XP_048579994.1, XP_001641628.2
OG0000361	XP_022806307.1	XP_032226345.1
OG0000361	XP_022800937.1, XP_022788907.1, XP_022788905.1	XP_032229832.2, XP_032231189.2, XP_048584412.1, XP_001634201.2
OG0000362	XP_022793682.1	XP_048584915.1, XP_048582196.1
OG0000363	XP_022783252.1, XP_022777803.1	XP_048578687.1
OG0000364	XP_022803999.1, XP_022808281.1, XP_022803982.1, XP_022805165.1, XP_022803986.1, XP_022808280.1, XP_022803980.1, XP_022808282.1, XP_022803985.1, XP_022778219.1, XP_022803979.1, XP_022808285.1	XP_048575931.1, XP_048575934.1, XP_048587313.1
OG0000365	XP_022799203.1	XP_048581205.1, XP_048581750.1, XP_001629146.2, XP_048581558.1
OG0000365	XP_022797688.1, XP_022797695.1	XP_001631687.2, XP_001634484.3
OG0000366	XP_022783413.1, XP_022783430.1, XP_022810386.1, XP_022788795.1, XP_022788796.1, XP_022788809.1	XP_048581788.1
OG0000370	XP_022799343.1, XP_022799351.1, XP_022798802.1, XP_022791600.1, XP_022798811.1, XP_022810603.1, XP_022777689.1, XP_022791623.1, XP_022810194.1, XP_022810191.1	XP_048577088.1, XP_048576061.1, XP_048576054.1, XP_048575961.1
OG0000372	XP_022790398.1, XP_022797741.1, XP_022797711.1, XP_022797734.1, XP_022802236.1, XP_022797736.1, XP_022793661.1	XP_048581792.1
OG0000373	XP_022796230.1, XP_022794724.1, XP_022808767.1, XP_022777924.1, XP_022797840.1	XP_048586737.1, XP_048586617.1, XP_048586883.1, XP_048589690.1, XP_048581904.1
OG0000374	XP_022784642.1, XP_022786288.1, XP_022782254.1	XP_048583328.1
OG0000374	XP_022801267.1, XP_022778996.1, XP_022786635.1, XP_022780703.1	XP_048578237.1, XP_048583372.1, XP_048576867.1, XP_032219177.2, XP_048578932.1, XP_032225287.2, XP_048589280.1
OG0000375	XP_022786717.1	XP_032220191.1
OG0000376	XP_022803464.1	XP_001632576.3
OG0000379	XP_022777786.1, XP_022787675.1, XP_022787772.1, XP_022777702.1, XP_022777455.1, XP_022800616.1, XP_022786639.1, XP_022785411.1, XP_022810398.1	XP_048587788.1
OG0000379	XP_022799301.1, XP_022777867.1	XP_048586236.1, XP_048586684.1
OG0000380	XP_022804959.1, XP_022784885.1, XP_022789073.1, XP_022808840.1, XP_022782215.1, XP_022782214.1, XP_022785616.1, XP_022807866.1, XP_022807872.1, XP_022784884.1, XP_022784879.1	XP_048581323.1
OG0000381	XP_022786797.1	XP_048582081.1
OG0000402	XP_022777480.1, XP_022787826.1, XP_022806262.1	XP_032238181.2, XP_032238182.1, XP_032237689.1, XP_032237708.1
OG0000403	XP_022786554.1, XP_022784674.1	XP_048580360.1
OG0000403	XP_022787446.1	XP_001641114.3
OG0000404	XP_022809261.1, XP_022809263.1, XP_022809262.1, XP_022800965.1	XP_048587119.1, XP_048587122.1, XP_032234873.2, XP_032227163.2
OG0000404	XP_022805428.1, XP_022799580.1	XP_032233729.2, XP_032239024.2
OG0000405	XP_022806809.1, XP_022786598.1, XP_022789000.1, XP_022806982.1	XP_032221472.1
OG0000406	XP_022795242.1, XP_022795231.1, XP_022795239.1, XP_022795240.1, XP_022798880.1	XP_001635973.1
OG0000407	XP_022808309.1, XP_022808318.1	XP_032237938.2
OG0000407	XP_022782162.1, XP_022782161.1, XP_022790562.1	XP_032221735.2
OG0000408	XP_022802507.1, XP_022802501.1, XP_022802508.1	XP_032221271.1
OG0000413	XP_022782667.1, XP_022782650.1, XP_022782715.1, XP_022782666.1, XP_022782665.1	XP_032241822.2
OG0000414	XP_022779513.1	XP_032230570.1
OG0000417	XP_022780073.1, XP_022808365.1, XP_022777674.1, XP_022800625.1, XP_022808693.1, XP_022796582.1, XP_022791505.1	XP_048586612.1
OG0000417	XP_022796428.1	XP_048582054.1, XP_048587796.1, XP_001622922.3
OG0000418	XP_022794818.1, XP_022794582.1, XP_022786449.1	XP_032240904.2
OG0000420	XP_022779610.1, XP_022783097.1, XP_022807910.1, XP_022794434.1, XP_022794505.1, XP_022795117.1, XP_022792778.1, XP_022796957.1	XP_032235577.2
OG0000421	XP_022794604.1	XP_032229509.1
OG0000421	XP_022794603.1	XP_001626047.2
OG0000421	XP_022794616.1	XP_032218270.2
OG0000422	XP_022786520.1, XP_022786719.1, XP_022787887.1, XP_022786730.1, XP_022786534.1	XP_032225281.2, XP_048584707.1, XP_048584703.1, XP_048584705.1, XP_048584708.1, XP_048584700.1
OG0000424	XP_022785311.1, XP_022785312.1	XP_032234935.2, XP_048586840.1
OG0000425	XP_022798296.1, XP_022808639.1, XP_022797439.1, XP_022809977.1, XP_022797972.1, XP_022783680.1, XP_022780998.1, XP_022805760.1	XP_048585322.1
OG0000425	XP_022810599.1, XP_022796096.1, XP_022810598.1, XP_022807329.1	XP_048576860.1
OG0000426	XP_022777866.1	XP_048588886.1
OG0000426	XP_022810006.1	XP_048578039.1, XP_048579045.1, XP_048584925.1, XP_048586198.1, XP_048579007.1
OG0000426	XP_022794454.1	XP_048590485.1, XP_048575396.1, XP_048580445.1, XP_048583277.1, XP_048583680.1, XP_032237538.2, XP_048590429.1
OG0000429	XP_022808387.1, XP_022805858.1, XP_022777476.1, XP_022810508.1, XP_022797662.1, XP_022797649.1, XP_022797647.1, XP_022797979.1, XP_022804887.1, XP_022803740.1, XP_022777698.1, XP_022777870.1, XP_022777466.1, XP_022808512.1, XP_022809642.1, XP_022808513.1	XP_032236622.1
OG0000446	XP_022795420.1	XP_032227334.2, XP_001641744.1
OG0000446	XP_022797813.1	XP_001633988.3, XP_032237761.2, XP_032226788.2
OG0000448	XP_022785556.1	XP_048577623.1
OG0000449	XP_022792661.1, XP_022791989.1, XP_022810617.1, XP_022791502.1, XP_022809097.1, XP_022785706.1, XP_022797521.1, XP_022783433.1	XP_048582528.1
OG0000450	XP_022796495.1, XP_022789462.1, XP_022796494.1, XP_022796489.1, XP_022789473.1	XP_048583840.1, XP_032220948.2, XP_048584358.1, XP_001627227.1
OG0000451	XP_022796107.1, XP_022805865.1	XP_001639304.3, XP_032220036.1, XP_032227472.2, XP_032219782.1, XP_001624333.3
OG0000452	XP_022791874.1	XP_032222581.1
OG0000452	XP_022791950.1, XP_022791942.1	XP_032222583.2
OG0000452	XP_022791924.1	XP_032220684.2, XP_001639782.2, XP_032240130.2
OG0000453	XP_022797627.1, XP_022778920.1	XP_048590430.1, XP_048584710.1, XP_048589649.1, XP_048588467.1
OG0000453	XP_022790391.1, XP_022794551.1	XP_001636692.2, XP_048590541.1, XP_032237681.1, XP_048588791.1
OG0000454	XP_022785055.1, XP_022802517.1	XP_032221306.1
OG0000454	XP_022808515.1, XP_022798767.1	XP_001639039.2, XP_048590003.1, XP_048582372.1
OG0000455	XP_022809454.1, XP_022808115.1, XP_022808124.1, XP_022809456.1, XP_022808110.1, XP_022806159.1, XP_022808113.1, XP_022809455.1, XP_022800417.1, XP_022808116.1, XP_022787414.1, XP_022787409.1, XP_022787428.1, XP_022808111.1	XP_048577641.1
OG0000457	XP_022799827.1	XP_032231344.1, XP_032232303.1, XP_048577995.1
OG0000457	XP_022803258.1	XP_048578500.1, XP_032223610.2, XP_032234801.1
OG0000461	XP_022779459.1, XP_022797516.1, XP_022797515.1, XP_022805842.1, XP_022797539.1, XP_022799460.1	XP_032221127.1
OG0000462	XP_022786186.1, XP_022790827.1	XP_032221512.2, XP_048575810.1, XP_001640076.2, XP_048575859.1, XP_032221430.2
OG0000463	XP_022790056.1	XP_001639332.2
OG0000464	XP_022794125.1	XP_001630508.1
OG0000464	XP_022798803.1, XP_022798813.1	XP_001627254.1, XP_032230835.1, XP_032230840.1, XP_048580757.1, XP_032227647.2
OG0000465	XP_022784703.1, XP_022780695.1, XP_022784635.1, XP_022784640.1, XP_022784673.1, XP_022784639.1, XP_022784636.1, XP_022784664.1, XP_022784637.1	XP_001627385.2
OG0000467	XP_022788073.1, XP_022788074.1, XP_022788067.1	XP_048580873.1, XP_048580905.1, XP_001631457.1, XP_001625511.1, XP_001625522.3
OG0000468	XP_022792657.1	XP_032236377.2
OG0000469	XP_022809982.1	XP_048588889.1, XP_048585997.1, XP_048579157.1, XP_048590358.1, XP_048583669.1, XP_048588026.1, XP_048589591.1, XP_048590448.1, XP_048589585.1, XP_048586644.1, XP_048583900.1, XP_032229951.2
OG0000470	XP_022790318.1, XP_022796469.1, XP_022797032.1, XP_022809651.1, XP_022779919.1, XP_022809304.1, XP_022797518.1	XP_032223551.2
OG0000470	XP_022784883.1, XP_022793931.1	XP_032222562.1
OG0000471	XP_022795247.1, XP_022795235.1, XP_022795257.1	XP_048590605.1, XP_048590607.1, XP_048590606.1, XP_048590604.1, XP_048590599.1
OG0000471	XP_022807925.1, XP_022807924.1, XP_022805936.1, XP_022785607.1, XP_022805928.1, XP_022805925.1	XP_048590655.1
OG0000472	XP_022799427.1, XP_022798875.1	XP_001630129.1, XP_001630130.1
OG0000472	XP_022791661.1, XP_022798873.1, XP_022798876.1, XP_022798484.1, XP_022798712.1	XP_001636866.1
OG0000473	XP_022786858.1	XP_032229163.2, XP_048582553.1, XP_048580126.1, XP_032237032.2, XP_048582612.1, XP_048582614.1, XP_032231780.2, XP_048586937.1, XP_048587466.1
OG0000474	XP_022805361.1	XP_032227119.2, XP_048588808.1
OG0000474	XP_022798395.1	XP_001631491.1
OG0000474	XP_022798398.1	XP_032227124.2
OG0000475	XP_022795979.1, XP_022795978.1, XP_022796995.1, XP_022800109.1	XP_048577084.1, XP_048576424.1, XP_048576425.1, XP_048577121.1, XP_048577116.1, XP_032238935.2, XP_032225907.2, XP_032220503.2
OG0000476	XP_022803984.1	XP_032236514.2
OG0000476	XP_022780475.1, XP_022808085.1, XP_022778110.1	XP_032238854.2
OG0000478	XP_022794015.1, XP_022804068.1	XP_001628735.1, XP_048579831.1
OG0000478	XP_022787793.1, XP_022787537.1, XP_022787501.1, XP_022785403.1, XP_022805695.1, XP_022804773.1, XP_022792243.1, XP_022787859.1, XP_022800104.1, XP_022800079.1	XP_032228206.2
OG0000479	XP_022786451.1	XP_048587568.1
OG0000479	XP_022786480.1, XP_022786399.1, XP_022786398.1	XP_048587086.1, XP_048587084.1, XP_001635389.2, XP_048587755.1
OG0000481	XP_022798522.1	XP_048579179.1
OG0000481	XP_022779254.1, XP_022779253.1	XP_048579562.1
OG0000481	XP_022779251.1, XP_022779256.1	XP_048580254.1
OG0000481	XP_022803549.1	XP_032239535.2
OG0000483	XP_022800671.1	XP_032242112.1, XP_032238287.2, XP_032223262.1, XP_032232580.1, XP_048580661.1, XP_032242777.2, XP_032237096.1, XP_032229018.2, XP_032240309.2, XP_048578665.1, XP_032217741.1, XP_048585522.1, XP_032242888.2
OG0000484	XP_022809605.1, XP_022807969.1, XP_022807964.1, XP_022807968.1, XP_022809604.1, XP_022806568.1, XP_022810271.1, XP_022807965.1, XP_022807962.1, XP_022807966.1, XP_022805900.1, XP_022809603.1, XP_022778344.1, XP_022807960.1	XP_001626505.3, XP_048583837.1
OG0000485	XP_022782284.1, XP_022792364.1, XP_022792355.1, XP_022788349.1, XP_022778218.1, XP_022778394.1, XP_022810039.1, XP_022792330.1, XP_022788375.1, XP_022790171.1, XP_022799778.1, XP_022778266.1, XP_022783596.1, XP_022777626.1	XP_032232149.2
OG0000500	XP_022792328.1	XP_001637557.2, XP_048588210.1, XP_032238853.2, XP_048586669.1, XP_048582902.1, XP_048577093.1, XP_048589293.1
OG0000502	XP_022795608.1	XP_048586060.1, XP_032229176.2, XP_048576496.1, XP_048579360.1, XP_048580431.1, XP_032233374.1, XP_032228580.2, XP_032233373.1, XP_032240284.2, XP_048580358.1, XP_032233372.1
OG0000503	XP_022806411.1	XP_001625356.3
OG0000503	XP_022789474.1	XP_032228671.1
OG0000503	XP_022779789.1	XP_032235759.2
OG0000505	XP_022792985.1	XP_048584839.1
OG0000505	XP_022792970.1	XP_048585590.1
OG0000505	XP_022792926.1	XP_048585076.1, XP_048584805.1, XP_048584728.1
OG0000507	XP_022810118.1	XP_032236843.2
OG0000508	XP_022796531.1	XP_032218790.1
OG0000510	XP_022806581.1	XP_032234900.2
OG0000510	XP_022796166.1	XP_001638012.3, XP_032230961.2
OG0000514	XP_022801803.1, XP_022807288.1, XP_022807287.1, XP_022804652.1, XP_022801811.1, XP_022796968.1	XP_048584321.1
OG0000515	XP_022777596.1	XP_048576444.1, XP_032219637.2, XP_032227138.2, XP_048578806.1, XP_048586951.1, XP_001638918.2, XP_032227634.1, XP_048578994.1, XP_001625606.2, XP_048579875.1
OG0000516	XP_022804791.1	XP_001630048.2, XP_001630047.3
OG0000517	XP_022801431.1	XP_032230483.2
OG0000517	XP_022798720.1	XP_032228503.2
OG0000517	XP_022801433.1	XP_001626962.2
OG0000518	XP_022806573.1	XP_032235662.2, XP_001641690.2
OG0000518	XP_022794057.1	XP_001641806.3
OG0000519	XP_022809380.1	XP_032222184.1, XP_001628133.2
OG0000520	XP_022792504.1	XP_032238652.2
OG0000520	XP_022792466.1, XP_022792481.1	XP_048580710.1
OG0000520	XP_022783003.1	XP_048578555.1
OG0000520	XP_022782946.1	XP_032238870.2
OG0000521	XP_022780778.1	XP_048578974.1
OG0000522	XP_022806151.1, XP_022799680.1, XP_022789269.1, XP_022777504.1	XP_032224841.2, XP_048587509.1, XP_032225312.2, XP_032238827.2, XP_048575717.1
OG0000522	XP_022789170.1	XP_032227553.1
OG0000523	XP_022803242.1	XP_001633119.3
OG0000525	XP_022797593.1, XP_022802840.1, XP_022777523.1, XP_022777825.1, XP_022797598.1, XP_022777778.1, XP_022797604.1, XP_022809127.1, XP_022777524.1, XP_022797606.1	XP_048576662.1
OG0000526	XP_022798355.1	XP_048588583.1
OG0000526	XP_022797787.1	XP_048589019.1, XP_048588215.1, XP_032232433.1, XP_048588218.1, XP_048588788.1
OG0000526	XP_022792554.1	XP_032243179.2
OG0000527	XP_022797619.1, XP_022794555.1, XP_022807323.1, XP_022807324.1, XP_022785129.1, XP_022785183.1, XP_022785130.1, XP_022809975.1, XP_022794554.1, XP_022794573.1, XP_022794586.1, XP_022794588.1, XP_022794593.1	XP_032237424.2
OG0000528	XP_022783821.1, XP_022783818.1	XP_048586968.1, XP_048587814.1, XP_048587813.1, XP_048587614.1
OG0000529	XP_022783007.1, XP_022782973.1, XP_022806491.1, XP_022782995.1	XP_048578766.1, XP_048578577.1
OG0000532	XP_022798311.1	XP_048577744.1
OG0000532	XP_022799894.1	XP_048586613.1
OG0000533	XP_022779701.1, XP_022802123.1, XP_022805644.1, XP_022802120.1, XP_022798755.1, XP_022805811.1, XP_022801575.1, XP_022805815.1, XP_022779684.1, XP_022805976.1, XP_022801873.1, XP_022802106.1, XP_022808102.1, XP_022779668.1	XP_032235503.2
OG0000557	XP_022783051.1, XP_022783050.1, XP_022806257.1, XP_022783049.1	XP_048580419.1, XP_048576340.1, XP_032240506.2, XP_001629046.2, XP_048576031.1
OG0000558	XP_022779040.1	XP_032221860.1
OG0000558	XP_022789673.1	XP_048579054.1
OG0000558	XP_022801412.1	XP_001642079.3
OG0000559	XP_022804892.1, XP_022808162.1, XP_022797969.1, XP_022777886.1, XP_022809641.1	XP_048581380.1, XP_048587476.1, XP_032234755.1, XP_032230168.2, XP_032226233.2, XP_001636292.3
OG0000560	XP_022798092.1	XP_048581416.1, XP_048584790.1, XP_048584599.1, XP_048581072.1, XP_048588156.1, XP_048583678.1, XP_048586086.1, XP_048581980.1, XP_048582232.1, XP_032232018.2
OG0000561	XP_022791585.1	XP_001622423.1
OG0000561	XP_022794176.1	XP_001629343.2
OG0000562	XP_022801329.1	XP_032235994.2, XP_048589498.1
OG0000562	XP_022809618.1, XP_022788168.1, XP_022804088.1	XP_032230717.1, XP_032218797.1
OG0000562	XP_022802638.1, XP_022807812.1	XP_048583524.1
OG0000563	XP_022798004.1	XP_048588434.1
OG0000563	XP_022784744.1	XP_048583704.1
OG0000563	XP_022800061.1	XP_048582661.1, XP_048590726.1, XP_048576982.1, XP_048581665.1
OG0000564	XP_022805932.1	XP_032231262.2, XP_001635404.1, XP_032237494.2, XP_032218534.1, XP_048590650.1
OG0000565	XP_022807943.1	XP_032221034.2
OG0000565	XP_022801014.1	XP_001628201.2, XP_032225883.2, XP_032238515.1, XP_032236757.2, XP_032220454.2, XP_048582019.1
OG0000566	XP_022783539.1	XP_032242907.1
OG0000566	XP_022783584.1	XP_032232391.1
OG0000568	XP_022806511.1, XP_022806508.1, XP_022806507.1, XP_022809690.1, XP_022791290.1, XP_022807078.1, XP_022807080.1, XP_022807081.1	XP_032241688.2, XP_001635335.2, XP_001635377.2, XP_032236883.2, XP_032237040.2
OG0000569	XP_022808342.1, XP_022793347.1, XP_022793348.1	XP_048580304.1, XP_032221847.2
OG0000570	XP_022779427.1	XP_032240583.1
OG0000570	XP_022792921.1	XP_032243176.2
OG0000571	XP_022785378.1	XP_001624649.1
OG0000572	XP_022778947.1	XP_001627061.3
OG0000573	XP_022807764.1	XP_048586635.1, XP_048582207.1, XP_048586230.1
OG0000575	XP_022805609.1	XP_001636704.1, XP_032240501.2, XP_048585073.1, XP_032223077.2, XP_032228087.2
OG0000576	XP_022805479.1	XP_048580773.1
OG0000577	XP_022780035.1	XP_048585332.1
OG0000577	XP_022780021.1, XP_022780023.1	XP_032240595.1
OG0000577	XP_022805395.1, XP_022792414.1, XP_022805392.1, XP_022805388.1	XP_048586172.1
OG0000578	XP_022793767.1, XP_022793818.1, XP_022793815.1, XP_022793819.1, XP_022793779.1	XP_048585250.1, XP_048585133.1, XP_001625364.2, XP_001641331.1
OG0000580	XP_022787940.1, XP_022789822.1, XP_022788448.1, XP_022788755.1, XP_022810258.1, XP_022809601.1	XP_048575377.1
OG0000581	XP_022805253.1, XP_022805250.1, XP_022805251.1	XP_001637390.1, XP_001639531.2, XP_001637222.2, XP_048589883.1
OG0000582	XP_022803048.1, XP_022803045.1, XP_022809682.1, XP_022803047.1, XP_022809684.1, XP_022798577.1	XP_032220758.2, XP_032220575.2, XP_048584316.1
OG0000583	XP_022793425.1, XP_022793419.1	XP_001633435.2
OG0000583	XP_022782565.1, XP_022782563.1	XP_001634238.1
OG0000584	XP_022795323.1, XP_022780933.1, XP_022780922.1	XP_048587309.1, XP_001627905.3
OG0000585	XP_022797634.1	XP_048587513.1
OG0000586	XP_022797321.1	XP_048588739.1
OG0000586	XP_022797333.1	XP_048588715.1
OG0000586	XP_022797338.1	XP_032232575.2, XP_048588136.1
OG0000586	XP_022797332.1, XP_022797327.1	XP_032218633.1
OG0000587	XP_022790413.1, XP_022785678.1, XP_022805884.1, XP_022807766.1	XP_048584084.1, XP_048583811.1
OG0000588	XP_022785859.1	XP_048583064.1
OG0000588	XP_022792089.1, XP_022792133.1, XP_022792131.1	XP_048582405.1, XP_001629497.1, XP_048577127.1, XP_032236522.2, XP_032236500.1
OG0000589	XP_022807308.1, XP_022802835.1, XP_022796583.1, XP_022777877.1, XP_022792296.1	XP_048588872.1, XP_048584683.1, XP_032226309.2, XP_048590584.1
OG0000590	XP_022782672.1, XP_022790178.1, XP_022790165.1, XP_022790159.1, XP_022790163.1	XP_048587710.1, XP_048587247.1, XP_048575562.1, XP_048575548.1, XP_048575556.1, XP_032227271.2
OG0000591	XP_022787677.1	XP_032238340.2, XP_001636850.3
OG0000593	XP_022781561.1	XP_032220419.1
OG0000594	XP_022790373.1	XP_001638993.2, XP_001629311.1, XP_001629310.1
OG0000594	XP_022803605.1	XP_001635507.1
OG0000594	XP_022801924.1, XP_022782144.1	XP_048586020.1
OG0000595	XP_022809283.1, XP_022802594.1, XP_022786069.1, XP_022782127.1	XP_032230760.2
OG0000595	XP_022779731.1	XP_048587724.1, XP_048587689.1, XP_032220954.2
OG0000596	XP_022808725.1, XP_022808378.1, XP_022798583.1, XP_022793401.1, XP_022778999.1, XP_022794066.1	XP_048585525.1, XP_048575303.1
OG0000597	XP_022802260.1	XP_048587478.1, XP_048580041.1, XP_032242465.2, XP_048579103.1
OG0000597	XP_022784431.1, XP_022784037.1, XP_022798037.1	XP_048576414.1
OG0000600	XP_022798166.1	XP_032239859.2
OG0000601	XP_022780470.1	XP_048588899.1
OG0000601	XP_022784018.1, XP_022807587.1, XP_022791546.1, XP_022809859.1, XP_022783768.1, XP_022806949.1, XP_022802753.1, XP_022808898.1, XP_022794367.1, XP_022804211.1	XP_032240655.2
OG0000603	XP_022806436.1, XP_022806427.1, XP_022806426.1, XP_022787157.1, XP_022777964.1, XP_022787303.1	XP_001622945.2
OG0000603	XP_022782229.1, XP_022782230.1, XP_022782227.1, XP_022787158.1, XP_022778154.1	XP_032225773.2
OG0000604	XP_022799252.1, XP_022799791.1, XP_022782935.1, XP_022799780.1, XP_022799718.1	XP_001639835.3
OG0000604	XP_022783966.1, XP_022783948.1, XP_022807241.1, XP_022807239.1, XP_022799731.1, XP_022805276.1, XP_022807242.1	XP_048584385.1
OG0000607	XP_022777605.1, XP_022808676.1, XP_022808562.1, XP_022808715.1, XP_022787588.1, XP_022787577.1, XP_022787618.1, XP_022787616.1, XP_022805061.1, XP_022778456.1, XP_022786849.1	XP_048577335.1, XP_032227054.2, XP_032227070.1
