Orthogroup	spis_longest_isoform_marker	xenia_longest_isoforms
OG0000059	XP_022807306.1, XP_022796950.1, XP_022807293.1, XP_022807292.1, XP_022807290.1, XP_022807295.1, XP_022810572.1, XP_022807286.1, XP_022807291.1, XP_022803772.1, XP_022805530.1, XP_022805529.1, XP_022807303.1, XP_022805535.1, XP_022810571.1, XP_022805531.1, XP_022778171.1, XP_022778657.1, XP_022810377.1, XP_022810514.1, XP_022784938.1, XP_022798043.1, XP_022801934.1, XP_022793839.1, XP_022793842.1, XP_022787516.1, XP_022801935.1, XP_022777642.1, XP_022793843.1, XP_022793840.1, XP_022793841.1, XP_022793860.1, XP_022793836.1, XP_022777643.1, XP_022793862.1, XP_022795922.1, XP_022801950.1, XP_022801941.1, XP_022793837.1, XP_022801955.1, XP_022801940.1	Xe_009344-T1
OG0000064	XP_022793587.1, XP_022805515.1, XP_022795995.1, XP_022796000.1, XP_022779001.1	Xe_018287-T1, Xe_018289-T1, Xe_009458-T1, Xe_009454-T1, Xe_009551-T1, Xe_009466-T1, Xe_009450-T1, Xe_009451-T1, Xe_009552-T1, Xe_009447-T1, Xe_009467-T1, Xe_009470-T2, Xe_009470-T1, Xe_009460-T1, Xe_009464-T1
OG0000064	XP_022790271.1	Xe_009547-T1, Xe_009545-T1, Xe_009469-T1
OG0000069	XP_022797149.1	Xe_024590-T1, Xe_024197-T1, Xe_025533-T1, Xe_003984-T1, Xe_001937-T1, Xe_004121-T1, Xe_004114-T1
OG0000069	XP_022808192.1, XP_022809478.1, XP_022785957.1	Xe_024347-T1, Xe_009573-T1
OG0000072	XP_022778808.1, XP_022805254.1, XP_022809655.1, XP_022808270.1, XP_022777554.1, XP_022777538.1, XP_022809654.1, XP_022810163.1, XP_022809755.1, XP_022808269.1, XP_022791044.1, XP_022791056.1, XP_022809237.1, XP_022777891.1, XP_022809236.1, XP_022777552.1, XP_022803942.1, XP_022803806.1, XP_022791054.1, XP_022809754.1, XP_022791051.1, XP_022787961.1, XP_022809653.1, XP_022806849.1, XP_022778061.1, XP_022777726.1, XP_022791851.1	Xe_023267-T1, Xe_023661-T1, Xe_023452-T1, Xe_023662-T1
OG0000073	XP_022790818.1	Xe_016621-T1, Xe_028200-T1, Xe_022589-T1, Xe_022562-T1, Xe_028352-T1, Xe_028178-T1, Xe_028199-T1, Xe_010375-T1, Xe_028128-T1, Xe_022587-T1, Xe_022591-T1, Xe_010359-T1, Xe_016651-T1, Xe_010370-T1, Xe_028126-T1, Xe_028353-T1, Xe_010360-T1, Xe_028157-T1, Xe_028206-T1, Xe_028169-T1, Xe_028198-T1, Xe_028148-T1, Xe_028213-T1, Xe_028190-T1, Xe_028140-T1, Xe_010378-T1, Xe_028346-T1, Xe_028217-T1, Xe_028127-T1, Xe_022557-T1, Xe_028137-T1, Xe_028207-T1, Xe_028158-T1, Xe_028220-T1
OG0000074	XP_022785710.1	Xe_025329-T1, Xe_009068-T1, Xe_002733-T1, Xe_029115-T1, Xe_021105-T1, Xe_010232-T1, Xe_007232-T1, Xe_022648-T1, Xe_011206-T1, Xe_027526-T1, Xe_020164-T1, Xe_018143-T1, Xe_027086-T1, Xe_022819-T1, Xe_017454-T1, Xe_026377-T1, Xe_026790-T1, Xe_022781-T1, Xe_022778-T1, Xe_023656-T1, Xe_001102-T1, Xe_018857-T1, Xe_020198-T1, Xe_006662-T1, Xe_019246-T1, Xe_020165-T1, Xe_027085-T1, Xe_023751-T1, Xe_017044-T1, Xe_017525-T1, Xe_020115-T1, Xe_007233-T1, Xe_027793-T1, Xe_027786-T1, Xe_019245-T1, Xe_026378-T1, Xe_020985-T1
OG0000079	XP_022791285.1, XP_022792247.1, XP_022794000.1, XP_022810600.1, XP_022810034.1, XP_022808851.1	Xe_017724-T1
OG0000080	XP_022782075.1	Xe_001264-T1
OG0000081	XP_022805473.1, XP_022780723.1	Xe_008902-T1, Xe_008910-T1, Xe_009030-T1, Xe_008922-T1, Xe_008935-T1, Xe_008937-T1, Xe_008931-T1, Xe_008914-T1, Xe_008896-T1, Xe_009038-T1, Xe_008911-T1, Xe_008903-T1, Xe_008950-T1, Xe_008923-T1, Xe_008938-T1, Xe_008932-T1, Xe_008918-T1, Xe_008897-T1, Xe_008906-T1, Xe_009035-T1, Xe_008898-T1, Xe_024388-T1, Xe_008928-T1, Xe_022010-T1, Xe_027847-T1, Xe_008916-T1, Xe_009833-T1, Xe_008917-T1, Xe_006653-T1, Xe_008913-T1, Xe_008590-T1, Xe_009025-T1, Xe_007256-T1, Xe_006637-T1
OG0000082	XP_022798052.1, XP_022809491.1, XP_022808321.1, XP_022810420.1, XP_022801366.1, XP_022788759.1, XP_022791841.1, XP_022809530.1, XP_022807801.1, XP_022803832.1, XP_022794660.1, XP_022792963.1, XP_022800665.1, XP_022795924.1	Xe_026901-T1, Xe_014186-T1
OG0000082	XP_022809204.1, XP_022808386.1, XP_022780656.1, XP_022799951.1, XP_022792808.1, XP_022784124.1, XP_022792807.1, XP_022800968.1, XP_022780657.1, XP_022783509.1	Xe_025360-T1, Xe_006246-T1, Xe_008001-T1
OG0000082	XP_022801992.1	Xe_008002-T1, Xe_018053-T1
OG0000085	XP_022794467.1, XP_022794466.1	Xe_009864-T1
OG0000085	XP_022788721.1, XP_022798161.1, XP_022780698.1, XP_022788486.1, XP_022806989.1, XP_022806994.1	Xe_009863-T1
OG0000085	XP_022801858.1	Xe_009867-T1
OG0000088	XP_022809557.1	Xe_017406-T1
OG0000088	XP_022806470.1, XP_022806473.1, XP_022806474.1, XP_022806471.1, XP_022777572.1, XP_022805104.1, XP_022781166.1, XP_022805659.1, XP_022805663.1	Xe_017402-T1, Xe_017447-T1, Xe_017398-T1, Xe_017399-T1, Xe_017401-T1, Xe_017400-T1, Xe_017488-T1, Xe_017469-T1, Xe_027980-T1
OG0000089	XP_022795472.1	Xe_003102-T1
OG0000089	XP_022792400.1, XP_022808491.1	Xe_014274-T1, Xe_013895-T1
OG0000090	XP_022799893.1, XP_022806147.1, XP_022807361.1, XP_022779371.1, XP_022798386.1, XP_022787930.1, XP_022777519.1, XP_022810589.1	Xe_001792-T1
OG0000094	XP_022810196.1, XP_022803444.1, XP_022806735.1, XP_022785410.1, XP_022787043.1, XP_022777679.1, XP_022777432.1, XP_022808859.1, XP_022796427.1, XP_022782897.1, XP_022789755.1, XP_022800310.1, XP_022786263.1, XP_022789301.1, XP_022795149.1	Xe_003703-T1, Xe_026504-T1, Xe_026120-T1, Xe_022992-T1
OG0000095	XP_022779006.1, XP_022796432.1, XP_022810133.1, XP_022779457.1, XP_022778282.1, XP_022788133.1, XP_022777857.1, XP_022784619.1, XP_022797621.1	Xe_026450-T1
OG0000095	XP_022807277.1	Xe_024958-T1
OG0000095	XP_022809213.1, XP_022790233.1	Xe_025166-T1
OG0000097	XP_022799903.1, XP_022780421.1, XP_022804845.1, XP_022794722.1, XP_022793068.1, XP_022803318.1, XP_022793076.1, XP_022799904.1, XP_022777513.1, XP_022788737.1, XP_022784319.1, XP_022809877.1, XP_022808934.1, XP_022787476.1	Xe_027773-T1
OG0000102	XP_022801281.1, XP_022792397.1, XP_022792396.1	Xe_003885-T1, Xe_004668-T1
OG0000104	XP_022810321.1, XP_022793268.1, XP_022808975.1	Xe_023342-T1, Xe_026617-T1, Xe_006399-T1, Xe_018355-T1, Xe_023965-T1, Xe_026618-T1, Xe_023341-T1, Xe_025226-T1, Xe_025954-T1, Xe_025312-T1, Xe_023340-T1, Xe_024495-T1, Xe_018903-T1, Xe_024351-T1, Xe_026616-T1, Xe_023963-T1, Xe_025953-T1, Xe_018354-T1, Xe_023344-T1, Xe_023836-T1, Xe_025227-T1, Xe_028720-T1, Xe_017903-T1, Xe_019316-T1, Xe_018356-T1, Xe_023343-T1, Xe_023835-T1, Xe_023964-T1, Xe_019317-T1
OG0000105	XP_022810061.1, XP_022797205.1, XP_022798333.1, XP_022810063.1, XP_022806600.1, XP_022805450.1, XP_022796263.1, XP_022796271.1, XP_022796282.1, XP_022796287.1, XP_022797401.1, XP_022806596.1, XP_022797424.1, XP_022797412.1, XP_022806594.1, XP_022778515.1, XP_022797797.1, XP_022797186.1, XP_022797833.1, XP_022797534.1, XP_022806593.1, XP_022797822.1, XP_022798177.1, XP_022805451.1, XP_022796280.1, XP_022801982.1, XP_022796272.1, XP_022796274.1, XP_022796288.1, XP_022796270.1, XP_022796267.1	Xe_004759-T1, Xe_004763-T1, Xe_004768-T1
OG0000114	XP_022779802.1, XP_022804400.1, XP_022793026.1, XP_022809645.1, XP_022804680.1, XP_022779679.1	Xe_000928-T1
OG0000115	XP_022804565.1, XP_022792284.1, XP_022809221.1, XP_022778904.1, XP_022809869.1, XP_022790071.1, XP_022790073.1, XP_022790076.1, XP_022800777.1, XP_022804567.1, XP_022804561.1, XP_022777648.1, XP_022804560.1, XP_022804569.1, XP_022804559.1	Xe_006330-T1
OG0000127	XP_022777903.1, XP_022777599.1, XP_022777514.1, XP_022800883.1, XP_022784275.1, XP_022795035.1, XP_022799901.1, XP_022809457.1, XP_022777882.1, XP_022802285.1, XP_022808012.1, XP_022807622.1, XP_022794378.1, XP_022777982.1, XP_022783261.1, XP_022800154.1, XP_022810632.1, XP_022798021.1, XP_022799891.1, XP_022795526.1, XP_022784021.1, XP_022809736.1, XP_022777425.1, XP_022789515.1, XP_022809570.1, XP_022784290.1	Xe_029046-T1, Xe_028089-T1
OG0000139	XP_022788975.1, XP_022791393.1, XP_022788989.1, XP_022810189.1, XP_022791368.1, XP_022789007.1, XP_022797791.1, XP_022810188.1, XP_022788991.1, XP_022797794.1, XP_022793974.1, XP_022791409.1, XP_022793972.1, XP_022793985.1	Xe_022742-T1, Xe_022739-T1, Xe_012587-T1
OG0000139	XP_022791402.1, XP_022788965.1, XP_022793984.1, XP_022793978.1, XP_022788962.1, XP_022791407.1, XP_022797827.1, XP_022789003.1, XP_022791410.1, XP_022788972.1, XP_022791390.1	Xe_012590-T1
OG0000140	XP_022795883.1	Xe_016402-T1, Xe_016395-T1, Xe_016391-T1, Xe_016403-T1, Xe_016387-T1, Xe_016397-T1, Xe_016394-T1, Xe_016404-T1, Xe_016393-T1, Xe_010643-T1, Xe_010641-T1, Xe_010638-T1, Xe_010640-T1, Xe_010631-T1
OG0000140	XP_022804219.1	Xe_017549-T1
OG0000141	XP_022805961.1	Xe_017814-T1, Xe_017840-T1, Xe_017898-T1, Xe_017815-T1, Xe_017812-T1, Xe_017825-T1, Xe_017881-T1, Xe_017829-T1, Xe_017889-T1, Xe_017831-T1, Xe_017821-T1, Xe_017817-T1, Xe_017824-T1, Xe_017811-T1, Xe_017830-T1, Xe_017851-T1, Xe_017902-T1, Xe_017910-T1, Xe_017838-T1, Xe_026080-T1, Xe_017823-T1, Xe_017832-T1, Xe_017890-T1, Xe_017828-T1, Xe_017888-T1, Xe_017849-T1, Xe_017850-T1, Xe_017899-T1
OG0000150	XP_022807316.1, XP_022785191.1, XP_022778296.1, XP_022779083.1, XP_022779170.1, XP_022800381.1, XP_022798827.1	Xe_019844-T1, Xe_019846-T1
OG0000151	XP_022777949.1, XP_022797659.1, XP_022796394.1, XP_022784202.1, XP_022806300.1, XP_022784351.1, XP_022794578.1, XP_022809427.1, XP_022796750.1, XP_022779421.1, XP_022809672.1, XP_022800738.1, XP_022790581.1, XP_022805480.1, XP_022779005.1, XP_022777600.1, XP_022808600.1, XP_022784420.1, XP_022791103.1, XP_022783236.1, XP_022804745.1, XP_022805763.1, XP_022796720.1, XP_022796433.1	Xe_026086-T1
OG0000151	XP_022806311.1	Xe_023762-T1
OG0000152	XP_022805962.1, XP_022805958.1, XP_022797344.1, XP_022785461.1	Xe_009380-T1, Xe_009407-T1, Xe_009389-T1, Xe_009401-T1, Xe_009385-T1, Xe_009376-T1, Xe_009400-T1, Xe_009397-T1, Xe_023852-T1, Xe_009398-T1, Xe_009394-T1, Xe_009379-T1, Xe_009383-T1, Xe_009377-T1, Xe_009390-T1, Xe_009393-T1, Xe_009399-T1, Xe_009375-T1
OG0000155	XP_022797921.1, XP_022797920.1, XP_022797939.1, XP_022788209.1	Xe_022020-T1, Xe_022017-T1, Xe_022023-T1, Xe_021412-T1, Xe_021409-T1, Xe_021411-T1
OG0000155	XP_022788241.1	Xe_021333-T1, Xe_021336-T1, Xe_021338-T1, Xe_021339-T1, Xe_021329-T1, Xe_021337-T1, Xe_021334-T1, Xe_021328-T1, Xe_021290-T1, Xe_021354-T1, Xe_021355-T1, Xe_021352-T1, Xe_021408-T1, Xe_021413-T1, Xe_021341-T1, Xe_021973-T1
OG0000162	XP_022807642.1, XP_022777495.1, XP_022804288.1, XP_022777496.1, XP_022808027.1, XP_022804700.1, XP_022804701.1	Xe_001129-T1, Xe_001136-T1, Xe_001133-T1, Xe_001131-T1, Xe_001138-T1, Xe_001139-T1, Xe_001132-T1, Xe_001130-T1, Xe_001145-T1, Xe_001144-T1, Xe_001142-T1, Xe_004730-T1
OG0000163	XP_022792261.1, XP_022800549.1, XP_022787375.1, XP_022787683.1, XP_022806390.1, XP_022798127.1, XP_022787228.1, XP_022787235.1, XP_022802271.1, XP_022805913.1	Xe_015814-T1
OG0000164	XP_022779081.1	Xe_002081-T1
OG0000164	XP_022781487.1, XP_022802074.1	Xe_020411-T1
OG0000164	XP_022780400.1, XP_022780423.1, XP_022780354.1	Xe_019771-T1, Xe_019772-T1, Xe_019774-T1, Xe_020756-T1
OG0000165	XP_022798325.1	Xe_013630-T1
OG0000165	XP_022786570.1, XP_022807096.1, XP_022807095.1, XP_022807101.1, XP_022804303.1, XP_022804319.1, XP_022807100.1, XP_022807103.1	Xe_015363-T1
OG0000166	XP_022788901.1	Xe_010416-T1, Xe_010434-T1, Xe_010491-T1, Xe_010456-T1, Xe_010417-T1, Xe_028259-T1, Xe_028446-T1, Xe_028427-T1, Xe_010502-T1, Xe_010442-T1, Xe_010419-T1, Xe_010496-T1, Xe_025909-T1, Xe_010428-T1, Xe_010432-T1, Xe_010468-T1, Xe_010424-T1, Xe_028397-T1, Xe_010480-T1, Xe_028419-T1, Xe_010452-T1, Xe_028330-T1, Xe_028315-T1, Xe_010465-T1, Xe_028312-T1, Xe_028302-T1
OG0000167	XP_022810602.1, XP_022805493.1, XP_022778859.1, XP_022805494.1, XP_022777958.1, XP_022800150.1, XP_022810022.1	Xe_015085-T1, Xe_003690-T1, Xe_015082-T1, Xe_015079-T1, Xe_015083-T1, Xe_026780-T1, Xe_015081-T1, Xe_015078-T1, Xe_005563-T1, Xe_015086-T1
OG0000168	XP_022782106.1, XP_022809222.1, XP_022810128.1, XP_022809609.1, XP_022809610.1, XP_022809540.1, XP_022804616.1, XP_022809617.1, XP_022809538.1, XP_022777539.1, XP_022783275.1, XP_022784580.1, XP_022804888.1, XP_022788397.1, XP_022805606.1, XP_022808993.1, XP_022809220.1, XP_022783370.1, XP_022800898.1, XP_022786415.1, XP_022798039.1, XP_022798040.1, XP_022778776.1	Xe_009196-T1
OG0000169	XP_022784025.1	Xe_006794-T1, Xe_028580-T1, Xe_019410-T1, Xe_025837-T1, Xe_006668-T1, Xe_006660-T1, Xe_006553-T1, Xe_006495-T1, Xe_008699-T1, Xe_027114-T1, Xe_006522-T1, Xe_026175-T1, Xe_028618-T1, Xe_019725-T1, Xe_023989-T1, Xe_017377-T1, Xe_026174-T1, Xe_025206-T1, Xe_025207-T1, Xe_013257-T1, Xe_004060-T1, Xe_024059-T1, Xe_026844-T1, Xe_026674-T1
OG0000170	XP_022781982.1, XP_022786114.1, XP_022789830.1, XP_022801488.1, XP_022802884.1, XP_022809296.1, XP_022808686.1, XP_022809290.1, XP_022787698.1, XP_022787697.1, XP_022802879.1, XP_022809289.1, XP_022810556.1, XP_022802878.1, XP_022809295.1, XP_022810558.1, XP_022802890.1, XP_022806074.1, XP_022783916.1, XP_022783946.1, XP_022793438.1, XP_022805629.1, XP_022793468.1	Xe_008530-T1
OG0000174	XP_022797984.1, XP_022808177.1, XP_022803789.1, XP_022804265.1, XP_022795686.1, XP_022789245.1, XP_022797183.1, XP_022794460.1, XP_022794443.1, XP_022784079.1, XP_022802712.1	Xe_029133-T1
OG0000178	XP_022802597.1	Xe_011558-T1, Xe_009297-T1, Xe_011540-T1, Xe_011537-T1, Xe_011547-T1, Xe_011552-T1, Xe_011539-T1, Xe_011557-T1, Xe_011589-T1, Xe_011566-T1, Xe_011586-T1, Xe_011526-T1, Xe_011581-T1, Xe_011533-T1, Xe_011543-T1, Xe_011571-T1, Xe_011551-T1, Xe_011538-T1, Xe_011556-T1, Xe_006836-T1, Xe_006843-T1, Xe_027778-T1, Xe_011598-T1, Xe_011575-T1, Xe_011601-T1, Xe_011576-T1
OG0000181	XP_022786586.1, XP_022786608.1, XP_022786602.1, XP_022804399.1, XP_022786603.1, XP_022798188.1	Xe_025654-T1
OG0000182	XP_022782843.1, XP_022780837.1, XP_022782841.1, XP_022782757.1, XP_022785496.1, XP_022805553.1, XP_022805547.1, XP_022805546.1, XP_022786417.1, XP_022805540.1, XP_022790532.1, XP_022805538.1, XP_022789751.1	Xe_008166-T1
OG0000183	XP_022787760.1, XP_022807478.1, XP_022791099.1, XP_022810260.1, XP_022797601.1, XP_022797609.1, XP_022797607.1, XP_022797596.1, XP_022780308.1, XP_022802838.1, XP_022796855.1, XP_022809129.1, XP_022809128.1, XP_022797594.1, XP_022790983.1, XP_022802852.1, XP_022790982.1, XP_022796818.1, XP_022796841.1, XP_022796816.1	Xe_010574-T1
OG0000184	XP_022806977.1	Xe_017784-T1
OG0000185	XP_022796378.1, XP_022779598.1, XP_022808726.1, XP_022808447.1, XP_022804383.1, XP_022804379.1, XP_022798314.1, XP_022806790.1, XP_022778053.1, XP_022806777.1, XP_022808724.1, XP_022806948.1, XP_022806801.1, XP_022806811.1, XP_022794344.1, XP_022808728.1, XP_022806199.1, XP_022785405.1	Xe_024916-T1
OG0000190	XP_022805169.1	Xe_003634-T1, Xe_003551-T1, Xe_017394-T1, Xe_017397-T1, Xe_017393-T1, Xe_017391-T1, Xe_017386-T1, Xe_017387-T1, Xe_003636-T1, Xe_003533-T1, Xe_003635-T1, Xe_017384-T1, Xe_003525-T1, Xe_003632-T1, Xe_003541-T1, Xe_003538-T1, Xe_003545-T1, Xe_003531-T1, Xe_003528-T1, Xe_003542-T1, Xe_003535-T1, Xe_003522-T1, Xe_003547-T1, Xe_003550-T1, Xe_003633-T1
OG0000196	XP_022786703.1, XP_022786704.1, XP_022786705.1, XP_022786707.1, XP_022786700.1	Xe_027463-T1, Xe_027472-T1, Xe_027459-T1, Xe_022693-T1, Xe_027460-T1, Xe_022691-T1, Xe_022692-T1, Xe_027469-T1
OG0000196	XP_022800953.1, XP_022800944.1	Xe_023585-T1, Xe_023593-T1, Xe_023586-T1, Xe_023576-T1, Xe_023569-T1, Xe_023592-T1, Xe_023589-T1, Xe_023594-T1
OG0000198	XP_022778663.1	Xe_018211-T1
OG0000198	XP_022809094.1	Xe_018161-T1, Xe_022619-T1, Xe_017940-T1, Xe_024444-T1, Xe_019538-T1, Xe_022620-T1, Xe_017939-T1, Xe_006188-T1, Xe_006493-T1, Xe_020433-T1, Xe_006183-T1, Xe_001652-T1, Xe_026549-T1, Xe_025483-T1, Xe_020434-T1, Xe_006187-T1, Xe_022621-T1, Xe_017938-T1, Xe_006492-T1, Xe_024443-T1
OG0000199	XP_022799240.1	Xe_022831-T1, Xe_023222-T1, Xe_022910-T1, Xe_023180-T1, Xe_023198-T1, Xe_023185-T1, Xe_023098-T1, Xe_022957-T1, Xe_023208-T1, Xe_022965-T1, Xe_023007-T1, Xe_023022-T1, Xe_022981-T1, Xe_022842-T1, Xe_022971-T1, Xe_022954-T1, Xe_022863-T1, Xe_023139-T1, Xe_023234-T1, Xe_023223-T1, Xe_023220-T1, Xe_023084-T1
OG0000202	XP_022808995.1, XP_022777479.1, XP_022793023.1, XP_022808925.1, XP_022777477.1, XP_022808998.1, XP_022778006.1, XP_022799677.1, XP_022808926.1, XP_022810276.1, XP_022808994.1, XP_022808892.1, XP_022777435.1, XP_022777427.1, XP_022799693.1, XP_022777691.1, XP_022808928.1, XP_022808997.1, XP_022777508.1, XP_022808785.1	Xe_006106-T1, Xe_026782-T1
OG0000204	XP_022810532.1, XP_022804864.1, XP_022804882.1, XP_022808331.1, XP_022808332.1, XP_022804883.1, XP_022798487.1, XP_022796409.1, XP_022808542.1, XP_022796410.1, XP_022796399.1, XP_022778230.1, XP_022808330.1, XP_022789524.1, XP_022789506.1, XP_022804880.1, XP_022778231.1, XP_022804876.1, XP_022777458.1, XP_022810533.1, XP_022809865.1, XP_022805074.1, XP_022778029.1, XP_022809215.1	Xe_015847-T1
OG0000215	XP_022809224.1, XP_022809223.1	Xe_026345-T1
OG0000215	XP_022778786.1	Xe_003650-T1, Xe_026063-T1
OG0000216	XP_022796953.1, XP_022791802.1, XP_022810103.1	Xe_026386-T1, Xe_001530-T1
OG0000216	XP_022810263.1, XP_022794615.1, XP_022800783.1, XP_022803109.1, XP_022777752.1	Xe_024461-T1
OG0000217	XP_022782755.1	Xe_025968-T1, Xe_025294-T1, Xe_017641-T1, Xe_018276-T1, Xe_025938-T1
OG0000217	XP_022806073.1	Xe_017914-T1
OG0000217	XP_022784549.1	Xe_018275-T1
OG0000219	XP_022784029.1	Xe_020308-T1, Xe_020222-T1, Xe_020154-T1, Xe_027479-T1, Xe_020299-T1, Xe_020255-T1, Xe_020264-T1, Xe_020168-T1, Xe_020209-T1, Xe_020818-T1, Xe_020804-T1, Xe_020246-T1, Xe_020183-T1, Xe_020223-T1, Xe_020304-T1, Xe_020208-T1, Xe_020208-T2, Xe_020181-T1, Xe_020287-T1, Xe_022675-T1, Xe_020205-T1
OG0000222	XP_022807904.1, XP_022790914.1	Xe_009214-T1
OG0000222	XP_022790904.1, XP_022810078.1, XP_022810079.1, XP_022810080.1, XP_022807906.1, XP_022790898.1, XP_022784741.1, XP_022808225.1, XP_022805346.1	Xe_009218-T1, Xe_009233-T1, Xe_009213-T1, Xe_009237-T1
OG0000222	XP_022807036.1	Xe_009216-T1
OG0000224	XP_022793969.1, XP_022808251.1, XP_022794080.1, XP_022794049.1, XP_022793899.1	Xe_007895-T1, Xe_007894-T1
OG0000225	XP_022802973.1	Xe_024037-T1, Xe_024034-T1, Xe_018813-T1, Xe_018799-T1, Xe_018809-T1, Xe_018825-T1, Xe_018846-T1, Xe_018835-T1, Xe_018797-T1, Xe_018795-T1, Xe_018801-T1, Xe_018826-T1, Xe_018807-T1, Xe_018804-T1, Xe_018836-T1, Xe_018847-T1, Xe_018831-T1, Xe_018841-T1, Xe_018798-T1, Xe_018827-T1, Xe_018810-T1
OG0000226	XP_022793769.1	Xe_023191-T1, Xe_023042-T1, Xe_022897-T1, Xe_023082-T1, Xe_022979-T1, Xe_023044-T1, Xe_022882-T1, Xe_022935-T1, Xe_023013-T1, Xe_022847-T1, Xe_023195-T1, Xe_022885-T1, Xe_023000-T1, Xe_022835-T1, Xe_022980-T1, Xe_023026-T1, Xe_022969-T1, Xe_022820-T1, Xe_022930-T1, Xe_022833-T1, Xe_023183-T1
OG0000234	XP_022779369.1, XP_022801634.1, XP_022777931.1, XP_022801629.1, XP_022779425.1, XP_022801632.1, XP_022800806.1, XP_022810205.1, XP_022803205.1, XP_022809823.1, XP_022805810.1, XP_022809822.1, XP_022803208.1, XP_022803207.1, XP_022804961.1, XP_022810357.1, XP_022803213.1	Xe_015322-T1
OG0000235	XP_022794450.1, XP_022800054.1, XP_022800037.1, XP_022801467.1, XP_022800049.1, XP_022784612.1, XP_022790813.1	Xe_012141-T1
OG0000236	XP_022781108.1, XP_022797473.1, XP_022797495.1, XP_022797486.1, XP_022797491.1, XP_022797489.1, XP_022797466.1, XP_022797484.1, XP_022783965.1, XP_022783943.1	Xe_014312-T1
OG0000238	XP_022800754.1, XP_022806469.1	Xe_006111-T1, Xe_027015-T1, Xe_012882-T1, Xe_026471-T1, Xe_019843-T1, Xe_023896-T1, Xe_019606-T1, Xe_017485-T1
OG0000239	XP_022789324.1	Xe_011643-T1, Xe_026156-T1
OG0000241	XP_022804811.1, XP_022791126.1, XP_022779000.1, XP_022779443.1, XP_022804447.1, XP_022809935.1, XP_022809685.1, XP_022781218.1, XP_022777784.1	Xe_029029-T1
OG0000241	XP_022793402.1, XP_022781217.1, XP_022808889.1, XP_022777761.1, XP_022789290.1, XP_022778095.1, XP_022779012.1	Xe_019589-T1, Xe_009801-T1
OG0000242	XP_022781355.1	Xe_022450-T1, Xe_022456-T1, Xe_022464-T1, Xe_028736-T1, Xe_022467-T1, Xe_028674-T1, Xe_022454-T1, Xe_022457-T1, Xe_022466-T1, Xe_022469-T1, Xe_023922-T1, Xe_022462-T1, Xe_007068-T1, Xe_001335-T1, Xe_001563-T1, Xe_023924-T1, Xe_028672-T1, Xe_028638-T1, Xe_028586-T1
OG0000244	XP_022800753.1, XP_022806743.1	Xe_026147-T1, Xe_006304-T1, Xe_011672-T1, Xe_008739-T1, Xe_011671-T1, Xe_006268-T1, Xe_024515-T1, Xe_026163-T1, Xe_026502-T1, Xe_006267-T1, Xe_018044-T1, Xe_018045-T1, Xe_026005-T1, Xe_003473-T1, Xe_018015-T1, Xe_000664-T1, Xe_015193-T1, Xe_014563-T1
OG0000245	XP_022789006.1	Xe_006233-T1, Xe_003662-T1, Xe_024758-T1, Xe_006253-T1, Xe_008999-T1, Xe_003661-T1, Xe_025840-T1, Xe_024756-T1, Xe_019137-T1, Xe_026353-T1, Xe_021058-T1, Xe_026432-T1, Xe_023204-T1, Xe_017755-T1, Xe_023916-T1, Xe_011066-T1, Xe_000319-T1
OG0000245	XP_022807755.1	Xe_023769-T1, Xe_015236-T1
OG0000248	XP_022784271.1, XP_022777549.1, XP_022784291.1, XP_022808575.1, XP_022778746.1, XP_022782291.1, XP_022808578.1, XP_022782293.1, XP_022808577.1, XP_022782292.1, XP_022796638.1, XP_022796597.1, XP_022796596.1, XP_022782768.1, XP_022782840.1, XP_022782825.1, XP_022782828.1, XP_022779091.1, XP_022779205.1, XP_022806951.1, XP_022807265.1, XP_022787503.1	Xe_002875-T1
OG0000250	XP_022789309.1	Xe_009225-T3, Xe_022777-T1, Xe_026791-T1, Xe_017043-T1, Xe_026436-T1, Xe_011207-T1, Xe_001101-T1, Xe_006445-T1, Xe_020166-T1, Xe_001098-T1, Xe_018144-T1, Xe_003775-T1, Xe_023752-T1, Xe_007234-T1, Xe_018858-T1, Xe_006456-T1, Xe_026379-T1, Xe_028642-T1, Xe_026364-T1, Xe_027483-T1, Xe_027465-T1, Xe_027084-T1
OG0000256	XP_022783890.1, XP_022783952.1, XP_022783907.1, XP_022783886.1, XP_022783889.1, XP_022803837.1	Xe_012705-T1
OG0000257	XP_022804273.1	Xe_021910-T1
OG0000260	XP_022779875.1, XP_022810567.1, XP_022794188.1, XP_022784683.1	Xe_022810-T1, Xe_008663-T1, Xe_013576-T1, Xe_013575-T1, Xe_013574-T1, Xe_022809-T1, Xe_008664-T1, Xe_008662-T1, Xe_022811-T1
OG0000261	XP_022779497.1, XP_022779499.1, XP_022779498.1, XP_022801783.1	Xe_005619-T1
OG0000261	XP_022779496.1, XP_022793293.1	Xe_005621-T1
OG0000261	XP_022801030.1	Xe_021868-T1
OG0000262	XP_022807310.1, XP_022777562.1, XP_022778358.1, XP_022810445.1, XP_022777564.1, XP_022810442.1, XP_022778817.1, XP_022777578.1, XP_022810160.1, XP_022810443.1, XP_022806845.1, XP_022806846.1, XP_022786226.1, XP_022778522.1, XP_022778106.1	Xe_012448-T1
OG0000263	XP_022809346.1	Xe_002569-T1
