Orthogroup	spis_longest_isoform_marker	aip_longest_isoforms
OG0000225	XP_022802973.1	XP_020913159.1
OG0000226	XP_022793769.1	XP_028513812.1
OG0000234	XP_022779369.1, XP_022801634.1, XP_022777931.1, XP_022801629.1, XP_022779425.1, XP_022801632.1, XP_022800806.1	XP_020915241.1, XP_020915371.2, XP_028514098.1
OG0000234	XP_022810205.1, XP_022803205.1, XP_022809823.1, XP_022805810.1, XP_022809822.1, XP_022803208.1, XP_022803207.1	XP_020893670.2
OG0000234	XP_022804961.1, XP_022810357.1, XP_022803213.1	XP_020892433.1
OG0000235	XP_022794450.1	XP_020893155.1
OG0000235	XP_022800054.1, XP_022800037.1, XP_022801467.1, XP_022800049.1, XP_022784612.1	XP_020905336.1
OG0000235	XP_022790813.1	XP_020898998.1, XP_020898955.1, XP_028514622.1, XP_020914753.1, XP_028514621.1, XP_028519641.1, XP_028514629.1, XP_020899578.1, XP_020892651.1, XP_020899579.1
OG0000236	XP_022797473.1, XP_022797495.1	XP_020907135.1
OG0000236	XP_022797466.1	XP_020892673.1
OG0000236	XP_022797484.1	XP_020907122.1
OG0000236	XP_022783965.1, XP_022783943.1	XP_020907271.1, XP_020898010.1
OG0000239	XP_022804747.1	XP_020915197.1
OG0000239	XP_022791967.1, XP_022779920.1, XP_022780830.1	XP_020901510.1, XP_020911411.2, XP_020913306.1
OG0000239	XP_022789324.1	XP_020910827.1, XP_028513986.1, XP_028515742.1
OG0000240	XP_022803019.1	XP_020912095.1
OG0000240	XP_022785184.1, XP_022806155.1	XP_028517645.1, XP_020912094.1
OG0000240	XP_022792206.1, XP_022785751.1	XP_020907946.1
OG0000241	XP_022804811.1, XP_022791126.1, XP_022779000.1, XP_022779443.1, XP_022804447.1, XP_022809935.1, XP_022809685.1, XP_022781218.1, XP_022777784.1, XP_022793402.1, XP_022781217.1, XP_022808889.1, XP_022777761.1, XP_022789290.1, XP_022778095.1, XP_022779012.1	XP_020909539.1
OG0000242	XP_022781355.1	XP_020914198.1, XP_028515220.1
OG0000244	XP_022800753.1, XP_022806743.1	XP_028514202.1, XP_028517625.1
OG0000245	XP_022789006.1	XP_028516339.1, XP_028515388.1
OG0000256	XP_022783890.1, XP_022783952.1	XP_020912518.1, XP_020892199.1
OG0000256	XP_022783889.1	XP_020916687.1
OG0000256	XP_022803837.1	XP_020898085.1, XP_020894795.2, XP_020897186.1
OG0000257	XP_022804273.1	XP_020913118.1, XP_020896923.1, XP_020896799.1, XP_020896924.1, XP_020917666.1, XP_020899546.1, XP_020916527.1, XP_020893577.1, XP_020906583.1, XP_020894113.1
OG0000258	XP_022793451.1	XP_028519305.1, XP_020909688.1, XP_020911794.1, XP_028518182.1, XP_020899217.1, XP_020914904.1, XP_020908624.2, XP_020902282.1, XP_020902266.1, XP_020894738.1, XP_020907928.1, XP_020904539.1, XP_020917078.1, XP_020908392.1, XP_020908391.1, XP_020904547.1, XP_028516002.1, XP_020908387.2, XP_020893592.1, XP_020909697.1, XP_020909606.1
OG0000259	XP_022789485.1, XP_022789480.1, XP_022789508.1, XP_022792237.1, XP_022792221.1, XP_022805036.1, XP_022803158.1, XP_022792235.1, XP_022789481.1, XP_022803157.1, XP_022789484.1	XP_020910116.1, XP_020912148.1, XP_020905371.1, XP_020896434.2, XP_020900852.1, XP_028517639.1, XP_020896426.1, XP_020912849.1, XP_028516192.1
OG0000260	XP_022810567.1, XP_022794188.1	XP_020912368.1, XP_020913286.1, XP_020913269.1, XP_020904113.1
OG0000260	XP_022784683.1	XP_020898215.1, XP_020904963.1, XP_020913831.2
OG0000261	XP_022779497.1, XP_022779499.1, XP_022779498.1	XP_020899851.1
OG0000261	XP_022801783.1	XP_020913509.1
OG0000261	XP_022779496.1	XP_020899850.1
OG0000261	XP_022793293.1	XP_028512470.1
OG0000262	XP_022786226.1, XP_022778522.1	XP_020900197.1, XP_028514797.1
OG0000262	XP_022778106.1	XP_020909245.1
OG0000263	XP_022809346.1	XP_020901597.1
OG0000263	XP_022794374.1	XP_020906120.2, XP_020901587.1
OG0000264	XP_022781608.1	XP_020912011.1
OG0000264	XP_022808392.1, XP_022777822.1, XP_022797407.1, XP_022808553.1	XP_020909001.1
OG0000265	XP_022808154.1	XP_020917365.1
OG0000265	XP_022799392.1, XP_022800134.1	XP_020911950.1
OG0000265	XP_022798564.1	XP_020911955.1
OG0000265	XP_022810282.1, XP_022796921.1, XP_022810283.1	XP_028516626.1
OG0000266	XP_022785358.1, XP_022782308.1, XP_022782410.1	XP_028518941.1, XP_020916296.2, XP_028517312.1, XP_020914891.2
OG0000273	XP_022797793.1, XP_022807362.1, XP_022777518.1, XP_022807809.1, XP_022780490.1, XP_022786247.1	XP_020915224.1, XP_028515631.1, XP_020910819.1, XP_020914458.1, XP_028516987.1, XP_020891857.1
OG0000274	XP_022807107.1	XP_020908218.1
OG0000274	XP_022783723.1	XP_020892100.1
OG0000274	XP_022798349.1, XP_022798350.1, XP_022800254.1	XP_020916456.1, XP_020902435.1, XP_020902439.1, XP_020902438.1
OG0000275	XP_022778409.1, XP_022778036.1, XP_022780451.1, XP_022780450.1, XP_022807034.1, XP_022805572.1, XP_022791163.1, XP_022791151.1, XP_022809349.1, XP_022804040.1, XP_022809351.1, XP_022805212.1, XP_022791180.1, XP_022791165.1, XP_022809345.1, XP_022808651.1, XP_022809954.1, XP_022809348.1, XP_022797616.1, XP_022793198.1	XP_020893131.1
OG0000276	XP_022796349.1	XP_020894131.1, XP_020894133.1
OG0000276	XP_022796356.1	XP_020897759.1
OG0000276	XP_022804074.1	XP_020910935.1, XP_028517879.1
OG0000277	XP_022804921.1	XP_020896207.1, XP_020910673.1, XP_020896209.2, XP_028513679.1, XP_028516792.1, XP_028513681.1, XP_020896223.1, XP_028513698.1
OG0000277	XP_022804923.1, XP_022805919.1, XP_022805927.1, XP_022805930.1	XP_020896208.1, XP_020901913.1
OG0000278	XP_022786418.1, XP_022788128.1, XP_022783273.1, XP_022806486.1, XP_022808778.1, XP_022797622.1, XP_022792658.1, XP_022802839.1, XP_022808367.1, XP_022808640.1, XP_022807326.1, XP_022803016.1, XP_022809728.1, XP_022797033.1, XP_022801588.1	XP_020898528.1
OG0000279	XP_022802349.1, XP_022802335.1, XP_022802347.1, XP_022802341.1, XP_022808138.1, XP_022802337.1, XP_022808139.1, XP_022802348.1, XP_022802338.1, XP_022808133.1, XP_022808131.1, XP_022808130.1, XP_022782520.1	XP_020900177.2
OG0000280	XP_022804765.1, XP_022801248.1, XP_022779469.1	XP_020901263.1
OG0000280	XP_022805148.1, XP_022780505.1, XP_022803018.1, XP_022790440.1	XP_028519119.1
OG0000281	XP_022787432.1	XP_020902909.1, XP_020914804.1
OG0000282	XP_022781541.1	XP_028516911.1
OG0000294	XP_022794420.1	XP_020893059.1
OG0000294	XP_022780033.1	XP_020916498.1
OG0000294	XP_022777933.1, XP_022795459.1	XP_020905102.1, XP_020905101.1
OG0000297	XP_022808571.1, XP_022806710.1, XP_022807345.1	XP_028513105.1
OG0000297	XP_022808535.1	XP_028512797.1, XP_028512796.1, XP_028517166.1, XP_020893982.1, XP_028513104.1, XP_028514216.1, XP_028517165.1, XP_028518298.1, XP_020916276.1, XP_028514912.1, XP_020900659.1, XP_020908695.1, XP_028514914.1
OG0000297	XP_022807342.1	XP_020894100.1
OG0000298	XP_022801546.1	XP_028512672.1, XP_020895111.1
OG0000298	XP_022779250.1	XP_028512668.1
OG0000298	XP_022780209.1	XP_028515910.1
OG0000298	XP_022799542.1, XP_022809143.1, XP_022785409.1	XP_020917186.2, XP_020912114.1
OG0000299	XP_022800752.1, XP_022804977.1	XP_020908960.1
OG0000299	XP_022784519.1	XP_028515362.1
OG0000299	XP_022780164.1	XP_020896327.1, XP_028518759.1
OG0000300	XP_022808406.1	XP_028514198.1, XP_028514401.1, XP_020900847.1, XP_028516495.1
OG0000301	XP_022777516.1	XP_020898946.1, XP_020905484.1, XP_020898924.1
OG0000301	XP_022784086.1, XP_022784001.1, XP_022784013.1	XP_020903587.2
OG0000302	XP_022802399.1, XP_022803920.1	XP_020903065.1
OG0000303	XP_022791880.1	XP_028516101.1, XP_020905018.1, XP_020905020.1
OG0000303	XP_022798144.1, XP_022798142.1	XP_020911082.1, XP_020917853.1
OG0000303	XP_022791917.1	XP_020914044.1, XP_020905246.1, XP_028519737.1, XP_020917536.1
OG0000304	XP_022784553.1, XP_022784539.1	XP_028518565.1, XP_020913949.1, XP_028515658.1, XP_020908939.2
OG0000305	XP_022797123.1	XP_020905544.1
OG0000305	XP_022808301.1, XP_022777457.1, XP_022777889.1, XP_022802122.1, XP_022799077.1, XP_022777888.1, XP_022801898.1, XP_022799057.1, XP_022777456.1, XP_022802982.1, XP_022805686.1, XP_022777890.1	XP_020908663.1, XP_020908139.1
OG0000306	XP_022807955.1, XP_022778077.1, XP_022807956.1, XP_022799325.1, XP_022807952.1, XP_022810399.1, XP_022794383.1, XP_022777722.1, XP_022794411.1, XP_022794382.1, XP_022777721.1	XP_020908844.2, XP_028517226.1, XP_028517199.1
OG0000307	XP_022780497.1, XP_022780111.1, XP_022806612.1	XP_028516514.1, XP_028515094.1, XP_028514212.1
OG0000308	XP_022785821.1, XP_022786125.1, XP_022806645.1, XP_022806643.1, XP_022810370.1, XP_022809589.1, XP_022807379.1, XP_022808713.1, XP_022809587.1, XP_022806648.1, XP_022809496.1, XP_022777706.1, XP_022777565.1, XP_022806644.1, XP_022806647.1, XP_022809492.1, XP_022804812.1, XP_022810167.1, XP_022804810.1	XP_028514213.1
OG0000325	XP_022790231.1	XP_028517939.1
OG0000325	XP_022782167.1	XP_020912957.1, XP_028513902.1, XP_020911501.1, XP_020896157.1, XP_020900627.2, XP_028515126.1, XP_028512939.1
OG0000326	XP_022787775.1, XP_022791110.1, XP_022807473.1, XP_022807468.1, XP_022791119.1, XP_022787724.1	XP_020895610.1, XP_020892972.1, XP_020893918.1
OG0000327	XP_022799304.1	XP_020907955.1, XP_028519651.1, XP_028515165.1, XP_020893393.1, XP_020914503.1
OG0000327	XP_022801200.1	XP_028517699.1, XP_028518442.1, XP_028519374.1
OG0000329	XP_022803609.1	XP_020913709.1, XP_020897393.1, XP_020915392.1, XP_020900846.1, XP_020915313.1
OG0000329	XP_022778081.1	XP_020894515.1
OG0000331	XP_022805183.1	XP_020898266.1
OG0000331	XP_022785353.1	XP_020907428.1
OG0000331	XP_022792854.1, XP_022792873.1	XP_020916497.1, XP_020916455.1
OG0000333	XP_022806345.1, XP_022809892.1	XP_020907808.1, XP_020911926.1, XP_020905078.2, XP_020898822.1, XP_020904105.1
OG0000333	XP_022785983.1	XP_028519373.1
OG0000334	XP_022778989.1, XP_022782963.1	XP_020917371.1, XP_020899146.1
OG0000334	XP_022783335.1	XP_028517558.1
OG0000335	XP_022802843.1	XP_020899156.2
OG0000335	XP_022803006.1	XP_020909039.1, XP_020904336.1
OG0000335	XP_022795730.1	XP_020908717.2
OG0000335	XP_022785233.1	XP_028517552.1
OG0000336	XP_022791091.1	XP_028515571.1, XP_028516207.1, XP_028515587.1, XP_028515391.1, XP_020904000.1, XP_020899790.1, XP_020909058.2, XP_028517912.1, XP_020907579.1, XP_020900089.1, XP_020905892.1, XP_020916964.1, XP_028513303.1, XP_028516456.1
OG0000337	XP_022810111.1, XP_022798042.1	XP_020910122.1
OG0000337	XP_022807035.1, XP_022803590.1, XP_022804151.1, XP_022805960.1, XP_022795395.1, XP_022809322.1, XP_022809058.1, XP_022782315.1, XP_022801566.1	XP_020903531.1
OG0000338	XP_022806407.1	XP_020902227.1, XP_028515392.1, XP_020913963.1, XP_020913962.1, XP_020914546.1, XP_028518927.1, XP_028518928.1, XP_028518728.1, XP_028518915.1, XP_020913791.1, XP_028518926.1, XP_028518730.1, XP_028518733.1, XP_028518770.1, XP_028518085.1, XP_028515396.1
OG0000341	XP_022778974.1, XP_022782965.1	XP_020912690.1, XP_020912704.1, XP_020912672.1, XP_020912673.1, XP_020912693.1, XP_020912717.1, XP_020912715.1, XP_028518398.1, XP_020912677.2, XP_020912659.1, XP_020912658.2, XP_020912657.1, XP_020912661.1, XP_028518397.1, XP_028518405.1, XP_028518406.1
OG0000342	XP_022800184.1, XP_022796142.1, XP_022796134.1, XP_022778233.1, XP_022798553.1, XP_022804248.1, XP_022797885.1, XP_022809957.1, XP_022797906.1, XP_022808507.1	XP_020917673.1, XP_020916494.1
OG0000343	XP_022786841.1	XP_028515214.1
OG0000355	XP_022804665.1, XP_022800902.1, XP_022800896.1	XP_020903612.1
OG0000355	XP_022804661.1, XP_022806102.1, XP_022807623.1	XP_028512817.1, XP_020912745.1, XP_020912754.1, XP_020892831.2, XP_020912733.1
OG0000356	XP_022805680.1	XP_028514784.1, XP_020900060.1, XP_020900061.1, XP_020900141.1
OG0000356	XP_022806962.1, XP_022806966.1, XP_022806210.1, XP_022806888.1, XP_022806223.1, XP_022805532.1	XP_020892989.1, XP_020893005.1
OG0000357	XP_022797850.1, XP_022797853.1, XP_022809791.1, XP_022797848.1, XP_022797846.1, XP_022797832.1, XP_022797854.1, XP_022797830.1, XP_022797831.1, XP_022797855.1	XP_020895178.1
OG0000358	XP_022779066.1, XP_022779049.1, XP_022779067.1, XP_022778992.1, XP_022778973.1, XP_022778969.1	XP_020897006.1, XP_020896884.1, XP_020896802.1, XP_020896839.1, XP_028513928.1, XP_020897007.1, XP_028513891.1, XP_020896885.1, XP_020897003.1, XP_028513877.1, XP_020897004.2
OG0000359	XP_022791826.1	XP_020896853.1
OG0000359	XP_022788712.1, XP_022788717.1, XP_022788719.1	XP_028513787.1, XP_020913826.1, XP_028513788.1, XP_020897463.1, XP_028513779.1
OG0000361	XP_022806307.1	XP_020898205.1, XP_028514256.1, XP_028516699.1, XP_028516324.1, XP_020898204.2
OG0000362	XP_022793682.1	XP_020907081.1, XP_020915719.1, XP_020915448.1, XP_028514406.1, XP_028514294.1
OG0000362	XP_022803805.1, XP_022803004.1, XP_022801280.1, XP_022778747.1	XP_020900708.1
OG0000362	XP_022806526.1, XP_022806409.1	XP_020907953.1
OG0000363	XP_022783252.1, XP_022777803.1	XP_028515339.1
OG0000363	XP_022786699.1, XP_022806509.1, XP_022808193.1	XP_020910414.1
OG0000363	XP_022806305.1	XP_028515656.1
OG0000363	XP_022785982.1, XP_022793761.1, XP_022785984.1, XP_022791694.1, XP_022779002.1	XP_020898823.1
OG0000364	XP_022803999.1, XP_022808281.1, XP_022803982.1, XP_022805165.1, XP_022803986.1, XP_022808280.1, XP_022803980.1, XP_022808282.1, XP_022803985.1, XP_022778219.1, XP_022803979.1, XP_022808285.1	XP_020898921.1, XP_020917079.2
OG0000365	XP_022795803.1, XP_022784042.1	XP_020915677.1
OG0000365	XP_022799203.1	XP_028515132.1
OG0000365	XP_022797688.1, XP_022797695.1	XP_020901472.1, XP_020901144.2
OG0000366	XP_022783413.1, XP_022783430.1, XP_022810386.1	XP_028517561.1, XP_028515693.1, XP_020903356.1, XP_028515696.1
OG0000366	XP_022788795.1	XP_020903357.2
OG0000366	XP_022788796.1	XP_028517562.1
OG0000366	XP_022788809.1	XP_028517563.1, XP_020909932.2
OG0000367	XP_022784017.1, XP_022777783.1, XP_022803256.1, XP_022807497.1, XP_022798019.1, XP_022807511.1, XP_022784268.1, XP_022806268.1, XP_022803734.1, XP_022788919.1, XP_022802247.1	XP_020911664.1
OG0000370	XP_022799343.1, XP_022799351.1, XP_022798802.1, XP_022791600.1, XP_022798811.1, XP_022810603.1, XP_022777689.1, XP_022791623.1, XP_022810194.1, XP_022810191.1	XP_028515981.1, XP_020906773.1, XP_020912870.1
OG0000371	XP_022807967.1	XP_020908386.1, XP_020911524.1, XP_020911525.1, XP_028518894.1
OG0000371	XP_022797444.1, XP_022806577.1, XP_022809602.1, XP_022809606.1	XP_020908396.2, XP_028517070.1, XP_028515657.1, XP_028515653.1, XP_020909115.1, XP_028516444.1, XP_028516448.1
OG0000372	XP_022790398.1, XP_022797741.1, XP_022797711.1, XP_022797734.1, XP_022802236.1, XP_022797736.1, XP_022793661.1	XP_020908892.1, XP_020908702.1, XP_020909631.2
OG0000373	XP_022796230.1, XP_022794724.1, XP_022808767.1, XP_022777924.1, XP_022797840.1	XP_020911113.2
OG0000374	XP_022784642.1, XP_022786288.1, XP_022782254.1	XP_020911919.1, XP_028518334.1
OG0000374	XP_022801267.1, XP_022778996.1, XP_022786635.1, XP_022780703.1	XP_028519093.1
OG0000375	XP_022809406.1	XP_020914579.2
OG0000375	XP_022786717.1	XP_020913511.1
OG0000376	XP_022803464.1	XP_020915560.1
OG0000377	XP_022802339.1, XP_022778586.1, XP_022777972.1, XP_022784312.1, XP_022784365.1, XP_022810662.1, XP_022784324.1, XP_022783366.1, XP_022783330.1, XP_022784371.1, XP_022784360.1, XP_022784358.1, XP_022784308.1, XP_022784374.1, XP_022784367.1, XP_022777973.1, XP_022777424.1	XP_028512963.1
OG0000379	XP_022777786.1, XP_022787675.1, XP_022787772.1, XP_022777702.1, XP_022777455.1, XP_022800616.1, XP_022786639.1, XP_022785411.1, XP_022810398.1	XP_028514704.1
OG0000379	XP_022799301.1, XP_022777867.1	XP_028519195.1
OG0000380	XP_022803943.1	XP_028515415.1, XP_028515413.1
OG0000381	XP_022786797.1	XP_028518991.1
OG0000402	XP_022777480.1, XP_022787826.1, XP_022806262.1	XP_020892040.1, XP_020892049.1, XP_020892050.1, XP_020892066.1, XP_028512537.1, XP_020892047.1
OG0000403	XP_022786554.1	XP_020892901.1, XP_020893525.1
OG0000403	XP_022784674.1	XP_020912676.1
OG0000403	XP_022787446.1	XP_028514445.1
OG0000403	XP_022781201.1, XP_022804409.1	XP_020917526.1
OG0000404	XP_022805428.1, XP_022799580.1	XP_020914520.2
OG0000405	XP_022806809.1, XP_022786598.1, XP_022789000.1, XP_022806982.1	XP_028516932.1, XP_020910323.1, XP_020917221.1, XP_020894445.1, XP_020917220.1, XP_020907171.1, XP_020900833.1, XP_020905017.1, XP_020893521.1, XP_020906396.1, XP_028519644.1, XP_020912548.1
OG0000406	XP_022795242.1, XP_022795231.1, XP_022795239.1, XP_022795240.1, XP_022798880.1	XP_028515609.1, XP_028515602.1, XP_028515601.1, XP_028515603.1, XP_028515606.1, XP_028515608.1, XP_020902989.1, XP_020902993.1, XP_020893727.1, XP_020903001.1, XP_028515607.1
OG0000407	XP_022781613.1	XP_020899929.1
OG0000407	XP_022808309.1, XP_022808318.1	XP_028518188.1
OG0000407	XP_022782147.1	XP_020894735.1
OG0000407	XP_022782162.1, XP_022782161.1, XP_022790562.1	XP_020905118.1
OG0000408	XP_022802507.1, XP_022802501.1, XP_022802508.1	XP_020895889.2, XP_028513422.1
OG0000409	XP_022804858.1, XP_022802259.1, XP_022789239.1, XP_022791336.1	XP_020896455.1
OG0000409	XP_022793345.1	XP_020909081.1
OG0000409	XP_022804685.1	XP_028519377.1
OG0000412	XP_022798289.1, XP_022809961.1, XP_022809643.1, XP_022809648.1, XP_022791981.1, XP_022798295.1, XP_022810132.1, XP_022788827.1, XP_022807173.1, XP_022788886.1, XP_022807110.1, XP_022798299.1, XP_022777460.1, XP_022810405.1, XP_022777631.1, XP_022809959.1	XP_020898610.1
OG0000413	XP_022782667.1, XP_022782650.1, XP_022782715.1, XP_022782666.1, XP_022782665.1	XP_028514575.1, XP_028514572.1, XP_028514573.1, XP_028514570.1, XP_020899279.2, XP_028514566.1, XP_028519703.1, XP_020907961.1, XP_020917057.2, XP_020906425.2
OG0000414	XP_022779513.1	XP_020900049.1
OG0000417	XP_022780073.1, XP_022808365.1, XP_022777674.1	XP_028516306.1, XP_028516134.1
OG0000417	XP_022800625.1	XP_020903893.1
OG0000417	XP_022808693.1	XP_028518604.1
OG0000417	XP_022796428.1	XP_028515119.1
OG0000418	XP_022794818.1, XP_022794582.1, XP_022786449.1	XP_020904012.1, XP_028515866.1, XP_020912938.1, XP_020904013.1, XP_020904014.1, XP_028515865.1
OG0000419	XP_022804110.1, XP_022783953.1, XP_022783949.1, XP_022783970.1, XP_022807643.1, XP_022784238.1, XP_022781315.1, XP_022809572.1, XP_022783968.1, XP_022804774.1, XP_022790878.1, XP_022804758.1, XP_022782975.1	XP_020906159.2, XP_020913500.1, XP_020906169.2, XP_020904549.1
OG0000420	XP_022779610.1, XP_022783097.1, XP_022807910.1, XP_022794434.1, XP_022794505.1, XP_022795117.1, XP_022792778.1, XP_022796957.1	XP_020906161.1
OG0000421	XP_022794604.1	XP_020906888.1
OG0000421	XP_022794603.1	XP_020906884.1
OG0000421	XP_022794616.1	XP_020906892.2
OG0000422	XP_022786520.1, XP_022786719.1, XP_022787887.1, XP_022786730.1, XP_022786534.1	XP_028518118.1, XP_020911769.1, XP_028518119.1, XP_020911768.1
OG0000424	XP_022785311.1, XP_022785312.1	XP_028514398.1
OG0000425	XP_022798296.1, XP_022808639.1, XP_022797439.1, XP_022809977.1, XP_022797972.1, XP_022783680.1, XP_022780998.1, XP_022805760.1	XP_028518878.1
OG0000425	XP_022810599.1, XP_022796096.1, XP_022810598.1, XP_022807329.1	XP_028516931.1, XP_028517187.1
OG0000426	XP_022777866.1, XP_022810006.1, XP_022794454.1	XP_028519057.1
OG0000445	XP_022798869.1	XP_028516186.1, XP_028517194.1, XP_020905337.1, XP_020892161.1, XP_020892245.2, XP_028516182.1, XP_020892160.1, XP_028516179.1, XP_020905338.1
OG0000446	XP_022795420.1	XP_020897969.1, XP_020903150.1
OG0000446	XP_022797813.1	XP_020893137.1, XP_028512887.1
OG0000446	XP_022788020.1	XP_020892295.1
OG0000447	XP_022803867.1, XP_022789846.1	XP_028514961.1, XP_028513316.1
OG0000447	XP_022797155.1, XP_022784168.1	XP_028517039.1
OG0000448	XP_022785556.1	XP_028516240.1
OG0000448	XP_022785559.1	XP_020910574.1
OG0000449	XP_022792661.1, XP_022791989.1, XP_022810617.1, XP_022791502.1, XP_022809097.1, XP_022785706.1, XP_022797521.1, XP_022783433.1	XP_028516472.1, XP_020894105.1, XP_020894077.2
OG0000450	XP_022796886.1	XP_020894475.1, XP_020910460.1, XP_020898967.1
OG0000450	XP_022796495.1, XP_022789462.1, XP_022796494.1, XP_022796489.1, XP_022789473.1	XP_020898737.1, XP_020898960.1, XP_020901544.1
OG0000451	XP_022796107.1, XP_022805865.1	XP_020905035.1, XP_020906701.2, XP_020906756.1, XP_020906755.1, XP_020906758.1, XP_020906703.1, XP_020897543.1, XP_028516560.1, XP_020895404.1
OG0000452	XP_022791874.1	XP_020895588.1
OG0000452	XP_022791950.1, XP_022791942.1	XP_020895557.1
OG0000452	XP_022791924.1	XP_020897108.1, XP_028518657.1, XP_020897114.1
OG0000453	XP_022797627.1, XP_022778920.1	XP_020896005.1
OG0000453	XP_022800884.1	XP_028514200.1
OG0000453	XP_022790391.1, XP_022794551.1	XP_020910752.1
OG0000454	XP_022785055.1, XP_022802517.1	XP_020896619.1
OG0000454	XP_022808515.1, XP_022798767.1	XP_020914775.1, XP_020898820.2, XP_020900962.1, XP_020898514.1
OG0000455	XP_022809454.1, XP_022808115.1, XP_022808124.1, XP_022809456.1, XP_022808110.1, XP_022806159.1, XP_022808113.1, XP_022809455.1, XP_022800417.1, XP_022808116.1, XP_022787414.1, XP_022787409.1, XP_022787428.1, XP_022808111.1	XP_020896693.1
