gene.ID	PFAM	gene_name	total.UMIs	X..UMIs	median.fc	tf	cell_type
Spis_XP_022791115_1	Lamp/	lysosomal_associated_membrane_protein_2	40	3.69	2.02	no	Immune_1
Spis_XP_022794112_1	Creatinase_N/Creatinase_N_2/Peptidase_M24_C/	X_prolyl_aminopeptidase_1	32	11.72	2.02	no	Immune_1
Spis23800_1	TPR_8/TPR_12/TPR_12/		29	27.1	2.01	no	Immune_1
Spis_XP_022780101_1		BAH_domain_and_coiled_coil_containing_1	144	1.9	2.01	no	Immune_1
Spis_XP_022789683_1	Ion_trans/	ion-NaKCa.HG28.0:NA	29	7.18	2.01	no	Immune_1
Spis_XP_022793902_1		uncharacterized protein LOC111332743 isoform X3	27	29.67	2.01	no	Immune_1
Spis_XP_022801064_1		uncharacterized protein LOC111338799	1898	80.05	37.43	no	Immune_2
Spis_XP_022795842_1		uncharacterized protein LOC111334385	1528	83.45	22.22	no	Immune_2
Spis_XP_022779205_1	Endonuclease_NS/	uncharacterized protein LOC111320773	569	84.05	16.63	no	Immune_2
Spis_XP_022801045_1		uncharacterized protein LOC111338782 isoform X2	812	83.63	16.01	no	Immune_2
Spis_XP_022795855_1		uncharacterized protein LOC111334401	914	80.88	15.72	no	Immune_2
Spis_XP_022799073_1	Lectin_C/	Lectin_C.HG8.0:NA	519	79	11.28	no	Immune_2
Spis_XP_022801053_1		uncharacterized protein LOC111338789	312	82.98	9.16	no	Immune_2
Spis_XP_022802946_1	IRF/	IRF.IRF1/IRF2	152	60.8	7.68	yes	Immune_2
Spis21300_1			149	45.85	6.79	no	Immune_2
Spis_XP_022806885_1	Peptidase_C14/	uncharacterized protein LOC111343949 isoform X1	140	28.81	5.97	no	Immune_2
Spis_XP_022783044_1	ApeC/CUB/	uncharacterized protein LOC111323869	126	28.25	5.71	no	Immune_2
Spis_XP_022783628_1		uncharacterized protein LOC111324347	90	30	5.59	no	Immune_2
Spis_XP_022782222_1	HSP20/HSP20/HSP20/HSP20/	crystallin_alpha_B	258	5.82	5.58	no	Immune_2
Spis_XP_022804824_1	BAG/	BAG_cochaperone_5	184	47.06	5.53	no	Immune_2
Spis23808_1			107	68.59	5.52	no	Immune_2
Spis_XP_022794272_1	Vault_2/Vault/Vault/Vault/Vault_2/Vault/Vault_4/Vault_3/MVP_shoulder/	major_vault_protein	164	10.24	5.45	no	Immune_2
Spis_XP_022786266_1		transmembrane_protein_272	181	52.01	5.31	no	Immune_2
Spis_XP_022801965_1		uncharacterized protein LOC111339551	111	18.2	5.31	no	Immune_2
Spis_XP_022793052_1	UQ_con/	ubiquitin_conjugating_enzyme_E2_W	188	43.02	5.19	no	Immune_2
Spis_XP_022802904_1	Vault_2/Vault/Vault/Vault/Vault_2/Vault/Vault_4/Vault_3/MVP_shoulder/	major_vault_protein	79	26.87	5.03	no	Immune_2
Spis_XP_022779048_1	HSP70/	heat_shock_protein_family_A_Hsp70_member_8	71	39.44	4.64	no	Immune_2
Spis_XP_022807348_1		uncharacterized protein LOC111344388	80	43.01	4.38	no	Immune_2
Spis_XP_022788614_1	NACHT/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/	NLR_family_pyrin_domain_containing_12	100	5.65	4.21	no	Immune_2
Spis_XP_022782478_1	Transglut_core/PAW/PAW/	N_glycanase_1	131	29.91	4.07	no	Immune_2
Spis_XP_022809874_1		uncharacterized protein LOC111346877	55	45.45	3.9	no	Immune_2
Spis_XP_022808070_1	Peptidase_C14/	caspase_3	179	66.54	3.81	no	Immune_2
Spis_XP_022780407_1	La/SUZ-C/	La.HG1.3:LARP6	148	6.24	3.76	no	Immune_2
Spis_XP_022791426_1	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT/	tetratricopeptide_repeat_domain_28	48	50	3.75	no	Immune_2
Spis_XP_022790844_1		uncharacterized protein LOC111330277	84	25	3.72	no	Immune_2
Spis9858_1			75	53.57	3.7	no	Immune_2
Spis_XP_022782433_1		uncharacterized protein LOC111323372	63	42.57	3.68	no	Immune_2
Spis_XP_022795687_1	BRCT/PARP_reg/PARP/VIT/VWA_3/	poly_ADP_ribose_polymerase_family_member_4	80	9.71	3.65	no	Immune_2
Spis_XP_022779143_1		probable E3 ubiquitin-protein ligase RNF144A-B	230	78.77	3.6	no	Immune_2
Spis_XP_022800688_1	Frag1/	DNA_damage_regulated_autophagy_modulator_1	74	25.61	3.56	no	Immune_2
Spis6626_1			49	15.56	3.51	no	Immune_2
Spis_XP_022810474_1	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT/	tetratricopeptide_repeat_domain_28	51	44.35	3.51	no	Immune_2
Spis_XP_022782434_1		uncharacterized protein LOC111323373	43	28.48	3.24	no	Immune_2
Spis_XP_022801471_1	Phytochelatin/	glutathione gamma-glutamylcysteinyltransferase 1-like	54	57.45	3.24	no	Immune_2
Spis_XP_022795880_1	RHD_DNA_bind/RHD_dimer/	RHD_Rel.NFAT5/NFATC1/NFATC2/NFATC3/NFATC4	101	2.63	3.22	yes	Immune_2
Spis_XP_022785683_1		tetratricopeptide_repeat_domain_4	47	20.7	3.18	no	Immune_2
Spis_XP_022801441_1	Homeodomain/	Homeodomains.NA	55	5.75	3.17	yes	Immune_2
Spis_XP_022803680_1	RRM_1/RRM_1/	RRM.HG1.20:HNRNPAB/HNRNPD/HNRNPDL	92	2.13	3.11	no	Immune_2
Spis_XP_022783527_1		uncharacterized protein LOC111324274	36	29.75	3.1	no	Immune_2
Spis_XP_022785667_1	PRAS/	uncharacterized protein LOC111326006	85	10.37	3.09	no	Immune_2
Spis_XP_022809496_1	Lectin_C/	Lectin_C.HG7.4:NA	62	9.51	3.07	no	Immune_2
Spis_XP_022810471_1	NACHT/LRR_6/	NLR_family_pyrin_domain_containing_12	57	5.88	3.05	no	Immune_2
Spis_XP_022792601_1	PTR2/	solute_carrier_family_15_member_4	39	21.2	2.98	no	Immune_2
Spis_XP_022791466_1		tetratricopeptide_repeat_domain_4	37	28.03	2.97	no	Immune_2
Spis_XP_022778158_1		uncharacterized protein LOC111319680	38	77.55	2.96	no	Immune_2
Spis_XP_022800931_1	GTP_EFTU/GTP_EFTU_D2/IF-2/	eukaryotic_translation_initiation_factor_5B	110	2.81	2.91	no	Immune_2
Spis_XP_022802730_1	HEPN_DZIP3/Filamin/DUF5128/	DAZ_interacting_zinc_finger_protein_3	33	33	2.89	no	Immune_2
Spis_XP_022809869_1	GBP_C/	guanylate_binding_protein_7	34	44.74	2.87	no	Immune_2
Spis_XP_022800289_1	DEAD/Helicase_C/HA2/OB_NTP_bind/	DEAD.HG2.7:DHX40	26	16.35	2.78	no	Immune_2
Spis_XP_022804823_1	DnaJ/DnaJ_C/	DnaJ_heat_shock_protein_family_Hsp40_member_B4	55	12.88	2.78	no	Immune_2
Spis_XP_022795430_1	CC2-LZ/	TNFAIP3-interacting protein 3-like isoform X2	84	3.45	2.77	no	Immune_2
Spis_XP_022782731_1	TPR_12/TPR_7/TPR_12/TPR_12/TPR_12/	tetratricopeptide_repeat_domain_4	28	13.27	2.69	no	Immune_2
Spis_XP_022803268_1		uncharacterized protein LOC111340654, partial	31	21.83	2.69	no	Immune_2
Spis_XP_022792639_1	bZIP_1/	bZIP.ATF3/JDP2	34	26.56	2.63	yes	Immune_2
Spis_XP_022788633_1	ig/I-set/Ig_3/Ig_3/Ig_3/fn3/	fibronectin.HG29.1:IGSF9	57	2.38	2.62	no	Immune_2
Spis_XP_022787195_1	HEXIM/	protein HEXIM-like isoform X2	64	5.88	2.61	no	Immune_2
Spis_XP_022802268_1	Tyrosinase/Tyrosinase/	tyrosinase	40	16.6	2.6	no	Immune_2
Spis_XP_022810470_1		uncharacterized protein LOC111347496	31	18.24	2.6	no	Immune_2
Spis_XP_022804709_1	Pkinase/	Pkinase.HG51.1:MAPK4/MAPK6	58	2.42	2.58	no	Immune_2
Spis_XP_022787469_1	TPR_7/TPR_12/TPR_12/TPR_12/CHAT/	tetratricopeptide_repeat_domain_28	25	19.23	2.57	no	Immune_2
Spis_XP_022800233_1	Ifi-6-16/	interferon alpha-inducible protein 27-like protein 1	60	2.06	2.55	no	Immune_2
Spis_XP_022777711_1		uncharacterized protein LOC111319151	26	13.4	2.54	no	Immune_2
Spis_XP_022788594_1		uncharacterized protein LOC111328431, partial	92	2.42	2.54	no	Immune_2
Spis_XP_022793165_1	Drf_GBD/Drf_FH3/Drf_FH1/FH2/	inverted_formin_FH2_and_WH2_domain_containing	44	3.03	2.54	no	Immune_2
Spis_XP_022782257_1	Pkinase/Pkinase_C/Pkinase/	Pkinase.HG120.0:RPS6KA4/RPS6KA5	42	5.26	2.47	no	Immune_2
Spis_XP_022784520_1	Ets/	Ets.like:AC020909/EHF/ELF1/ELF2/ELF3/ELF4/ELF5/ETV6/ETV7/SPDEF/SPI1/SPIB/SPIC	35	1.91	2.47	yes	Immune_2
Spis_XP_022787976_1	HipN/STI1/	ST13_Hsp70_interacting_protein	35	3.4	2.44	no	Immune_2
Spis_XP_022794079_1	Atg8/	GABA_type_A_receptor_associated_protein_like_2	59	2.62	2.41	no	Immune_2
Spis_XP_022798701_1		uncharacterized protein LOC111336806	35	2.24	2.37	no	Immune_2
Spis_XP_022795536_1	zf-RING_UBOX/zf-TRAF/	TNF_receptor_associated_factor_3	30	4.76	2.35	no	Immune_2
Spis_XP_022810504_1		uncharacterized protein LOC111347537	29	74.36	2.34	no	Immune_2
Spis_XP_022807892_1	eIF_4EBP/	eukaryotic_translation_initiation_factor_4E_binding_protein_2	49	2.25	2.3	no	Immune_2
Spis_XP_022794390_1		uncharacterized protein LOC111333136	28	11.62	2.29	no	Immune_2
Spis_XP_022810240_1		DnaJ_heat_shock_protein_family_Hsp40_member_C7	35	3.01	2.28	no	Immune_2
Spis_XP_022793436_1	Thioredoxin_8/Thioredoxin_8/	nucleoredoxin	49	2.93	2.26	no	Immune_2
Spis_XP_022805476_1	ANF_receptor/NCD3G/7tm_3/	GPCR-glutamate.HG1.39:like:GPRC5A/GPRC5B/GPRC5C/GPRC5D/GRM1/GRM2/GRM3/GRM4/GRM5/GRM6/GRM7/GRM8:likeclu:33	30	9.84	2.26	no	Immune_2
Spis_XP_022796517_1	Ras/	RAB43_member_RAS_oncogene_family	25	11.16	2.25	no	Immune_2
Spis_XP_022793161_1	zf-RING_2/	tetratricopeptide_repeat_domain_3	114	2.16	2.24	no	Immune_2
Spis_XP_022804381_1	ApeC/	uncharacterized protein LOC111341669	19	13.67	2.24	no	Immune_2
Spis_XP_022809109_1	CHAT/	tetratricopeptide_repeat_domain_28	19	24.05	2.24	no	Immune_2
Spis_XP_022796529_1	malic/Malic_M/	malic_enzyme_3	28	6.41	2.23	no	Immune_2
Spis_XP_022786466_1	AKAP7_NLS/	A_kinase_anchoring_protein_7	26	6.72	2.21	no	Immune_2
Spis_XP_022786491_1	BH4/Bcl-2/	BCL2_like_2	43	2.33	2.2	no	Immune_2
Spis_XP_022806069_1	IRF/	IRF.IRF1/IRF2	30	5.18	2.2	yes	Immune_2
Spis_XP_022807074_1	Inhibitor_I29/Peptidase_C1/	cathepsin_L	42	12.1	2.2	no	Immune_2
Spis_XP_022777895_1	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/	G-protein-signaling modulator 2-like	21	65.62	2.19	no	Immune_2
Spis_XP_022801337_1	TPR_12/TPR_12/TPR_12/TPR_8/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_10/CHAT/	tetratricopeptide_repeat_domain_28	18	18	2.19	no	Immune_2
Spis_XP_022797885_1		uncharacterized protein LOC111336116	29	1.94	2.16	no	Immune_2
Spis_XP_022807111_1	MACPF/	macrophage_expressed_1	40	1.97	2.16	no	Immune_2
Spis_XP_022801954_1	Ank_2/Laminin_G_3/Laminin_G_3/Fibrinogen_C/Pentaxin/TLD/F5_F8_type_C/F5_F8_type_C/Laminin_G_3/MAM/TLD/Laminin_G_3/TLD/Laminin_G_3/fn3/fn3/fn3/	Laminin.HG4.31:NA	20	10.99	2.15	no	Immune_2
Spis_XP_022808595_1	Collagen/I-set/Ig_3/Ig_3/Fibrinogen_C/	Collagen.HG1.5:like:COLEC10/COLEC11/FCN1/FCN2/GLDN/MARCO/MBL2/MSR1/SCARA5/SFTPD:likeclu:2/7/9/12/13/15	27	3.33	2.15	no	Immune_2
Spis13299_1	TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/TPR_12/CHAT/	tetratricopeptide_repeat_domain_28	18	23.38	2.14	no	Immune_2
Spis_XP_022788797_1	NACHT/LRR_6/LRR_6/LRR_6/LRR_6/	NLR_family_pyrin_domain_containing_12	23	5.46	2.12	no	Immune_2
Spis_XP_022804433_1	BTG/	transducer_of_ERBB2_2	67	3.01	2.12	no	Immune_2
Spis_XP_022805692_1	Chromo/CBX7_C/	Chromo.HG1.26:like:CBX2/CBX4/CBX6/CBX7/CBX8:likeclu:28	26	2.62	2.11	no	Immune_2
Spis_XP_022789828_1	SH2/SH2/Y_phosphatase/	Y_phosphatase.HG4.0:PTPN11/PTPN12/PTPN18/PTPN22/PTPN6	33	2.39	2.06	no	Immune_2
Spis_XP_022788586_1	DNA_pol_B/zf-DNA_Pol/	DNA_polymerase_alpha_1_catalytic_subunit	41	2.51	2.05	no	Immune_2
Spis22646_1	TPR_12/TPR_12/TPR_12/TPR_7/	tetratricopeptide_repeat_domain_4	16	10.53	2.04	no	Immune_2
Spis_XP_022786958_1	UQ_con/	ubiquitin_conjugating_enzyme_E2_A	20	3.47	2.04	no	Immune_2
Spis_XP_022779015_1	CutC/	cutC_copper_transporter	25	2.58	2.03	no	Immune_2
Spis_XP_022806140_1		dentin sialophosphoprotein-like	22	7.41	2.03	no	Immune_2
Spis_XP_022799427_1	Tubulin/Tubulin_C/	tubulin_alpha_1a	1284	74.01	125.43	no	germline_sperm
Spis_XP_022801783_1	Tubulin/Tubulin_C/	tubulin_beta_4B_class_IVb	232	27.17	27.11	no	germline_sperm
Spis_XP_022806608_1	Amnionless/	cysteine_rich_transmembrane_BMP_regulator_1	194	51.32	26.24	no	germline_sperm
Spis_XP_022803401_1	Linker_histone/	LinkerHistone.HG1.13:like:HP1BP3/SHPRH:likeclu:12/15	215	72.64	23.04	no	germline_sperm
Spis_XP_022781901_1		skeletal aspartic acid-rich protein 1-like	151	70.23	19.82	no	germline_sperm
Spis_XP_022789587_1	CSD/	CSD.YBX1/YBX2/YBX3	157	6.78	14.73	yes	germline_sperm
Spis_XP_022798226_1	Histone/Histone_H2A_C/	Histone.HG3.1:like:SOS1/SOS2:likeclu:0	127	10.17	14.41	no	germline_sperm
Spis_XP_022793819_1	Ammonium_transp/	putative ammonium transporter 1	105	52.5	13.38	no	germline_sperm
Spis_XP_022779498_1	Tubulin/Tubulin_C/	tubulin_beta_4B_class_IVb	52	12.62	10.84	no	germline_sperm
Spis_XP_022785770_1	Stathmin/Stathmin/Stathmin/Stathmin/	stathmin_4	58	81.69	10.57	no	germline_sperm
Spis_XP_022786435_1	Cytochrom_C/	cytochrome_c_somatic	113	3.12	10.23	no	germline_sperm
Spis_XP_022802565_1	EGF_CA/EGF_CA/	fibulin_5	82	52.23	9.13	no	germline_sperm
Spis_XP_022802314_1	Tubulin/Tubulin_C/	tubulin_alpha_1a	70	4.33	8.25	no	germline_sperm
Spis_XP_022792016_1	CH/CH/CH/CH/	plastin_3	50	28.41	8.11	no	germline_sperm
Spis_XP_022795211_1	CKS/	CDC28_protein_kinase_regulatory_subunit_1B	50	44.25	7.24	no	germline_sperm
Spis_XP_022801025_1	bZIP_2/	bZIP.Unclassified	34	94.44	6.82	yes	germline_sperm
Spis_XP_022800123_1	Cation_ATPase_N/E1-E2_ATPase/Cation_ATPase/Hydrolase/Cation_ATPase_C/	PMCA.HG1.2:AC010616/ATP12A/ATP1A1/ATP1A2/ATP1A3/ATP1A4/ATP4A	60	3.59	6.72	no	germline_sperm
Spis3407_1			41	47.13	6.58	no	germline_sperm
Spis_XP_022780033_1	Actin/	actin_beta	32	18.71	6.38	no	germline_sperm
Spis_XP_022792307_1	HSF_DNA-bind/	HSF.like:HSF5	30	40.54	6.23	yes	germline_sperm
Spis_XP_022795166_1	CENP-F_N/	centromere_protein_F	43	33.86	6.05	no	germline_sperm
Spis_XP_022793224_1		spindle pole body component 110-like	45	54.22	5.8	no	germline_sperm
Spis_XP_022796077_1	ANF_receptor/Pkinase_Tyr/HNOBA/Guanylate_cyc/	ANF_receptor.HG3.10:like:GUCY2D/GUCY2F/NPR1/NPR2/NPR3:likeclu:1/7	27	18	5.66	no	germline_sperm
Spis_XP_022788912_1	DHC_N1/DHC_N2/AAA_6/Dynein_AAA_lid/AAA_7/AAA_lid_1/AAA_8/MT/AAA_9/Dynein_heavy/AAA_lid_11/Dynein_C/	dynein_axonemal_heavy_chain_8	25	11.52	5.6	no	germline_sperm
Spis_XP_022803513_1		uncharacterized protein LOC111340862 isoform X1	31	59.62	5.58	no	germline_sperm
Spis_XP_022787402_1	LBR_tudor/ERG4_ERG24/	sterol_reductase.HG1.2:DHCR7/LBR/TM7SF2	33	22.15	5.56	no	germline_sperm
Spis_XP_022781023_1	TPX2_importin/TPX2/	TPX2_microtubule_nucleation_factor	38	15.77	5.55	no	germline_sperm
Spis_XP_022788664_1	MORN/MORN/MORN/MORN/MORN/MORN/MORN/	radial_spoke_head_component_1	25	42.37	5.54	no	germline_sperm
Spis_XP_022791075_1	KIAA1430/	CFAP97_domain_containing_1	26	5.75	5.49	no	germline_sperm
Spis_XP_022780162_1	UbiA/	UbiA_prenyltransferase_domain_containing_1	43	5.36	5.47	no	germline_sperm
Spis_XP_022803369_1		glutamic acid-rich protein-like	33	13.64	5.45	no	germline_sperm
Spis_XP_022804280_1	RRM_1/RRM_1/RRM_1/RRM_1/PABP/	RRM.HG4.13:PABPC1/PABPC1L/PABPC1L2A/PABPC1L2B/PABPC3/PABPC4/PABPC4L/PABPC5	126	1.27	5.43	no	germline_sperm
Spis_XP_022792524_1	Profilin/	profilin-2-like	29	85.29	5.35	no	germline_sperm
Spis_XP_022795834_1	HATPase_c/DNA_gyraseB/Toprim/TOPRIM_C/DNA_topoisoIV/	DNA_topoisomerase_II_alpha	38	5.82	5.33	no	germline_sperm
Spis_XP_022786017_1	HLH/	HLH.like:CCDC169/SOHLH1/SOHLH2	27	10.15	5.32	yes	germline_sperm
Spis_XP_022781599_1		uncharacterized protein LOC111322706	28	59.57	5.24	no	germline_sperm
Spis_XP_022791903_1	Na_Ca_ex/Na_Ca_ex/	ion-exch-NaCa.HG1.4:like:SLC24A1/SLC24A2/SLC24A3/SLC24A4/SLC24A5:likeclu:0/2/5	28	4.64	5.22	no	germline_sperm
Spis_XP_022790497_1	UCR_hinge/	ubiquinol_cytochrome_c_reductase_hinge_protein	23	7.17	5.2	no	germline_sperm
Spis_XP_022792786_1	HAP2-GCS1/	hapless 2-like	27	58.7	5.19	no	germline_sperm
Spis_XP_022798479_1	Pkinase/	Pkinase.HG54.2:like:CDK2/CDK3:likeclu:6	33	30.84	5.16	no	germline_sperm
Spis_XP_022803408_1	zf-UBP/UCH/	ubiquitin_specific_peptidase_3	24	5.19	4.87	no	germline_sperm
Spis_XP_022805514_1	UCH/Ank_2/	ubiquitin_specific_peptidase_15	24	9.64	4.85	no	germline_sperm
Spis_XP_022801819_1		beta-taxilin-like	23	15.54	4.75	no	germline_sperm
Spis_XP_022797563_1	EGF_CA/EGF_CA/	cysteine_rich_with_EGF_like_domains_2	24	14.72	4.7	no	germline_sperm
Spis_XP_022780268_1	Meiosis_expr/	meiosis_spermiogenesis_associated_1	25	3.92	4.53	no	germline_sperm
Spis_XP_022779481_1		uncharacterized protein LOC111320992	21	45.65	4.49	no	germline_sperm
Spis_XP_022792534_1	ATP-synt_G/	ATP_synthase_membrane_subunit_g	23	3.4	4.48	no	germline_sperm
Spis_XP_022785402_1	EF-hand_7/EF-hand_7/EF-hand_7/EF-hand_7/	calmodulin_3	30	1.32	4.45	no	germline_sperm
Spis_XP_022805603_1	SOCS_box/	LOW QUALITY PROTEIN: uncharacterized protein LOC111342755, partial	21	9.91	4.38	no	germline_sperm
Spis_XP_022800027_1	Ribonuclease_T2/	ribonuclease_T2	34	2.76	4.36	no	germline_sperm
Spis_XP_022800894_1		uncharacterized protein LOC111338639	26	2.22	4.35	no	germline_sperm
Spis_XP_022785351_1		pituitary tumor-transforming gene 1 protein-interacting protein-like isoform X1	21	21.43	4.33	no	germline_sperm
Spis_XP_022779909_1	fn3/F5_F8_type_C/REJ/GPS/PLAT/PKD_channel/	fibronectin.HG24.1:NA	20	8.81	4.3	no	germline_sperm
Spis_XP_022790243_1		uncharacterized protein LOC111329744 isoform X2	19	8.56	4.28	no	germline_sperm
Spis_XP_022810485_1	Ubiq-Cytc-red_N/UCR_TM/Rieske/	Rieske.HG3.1:UQCRFS1	23	3.42	4.25	no	germline_sperm
Spis_XP_022791212_1		uncharacterized protein LOC111330597	23	19.01	4.2	no	germline_sperm
Spis_XP_022782636_1	ATP-synt_C/	ATP_synthase_membrane_subunit_c_locus_2	24	1.76	4.19	no	germline_sperm
Spis_XP_022788208_1		uncharacterized protein LOC111328099	25	83.33	4.17	no	germline_sperm
Spis_XP_022789425_1		polo_like_kinase_4	19	79.17	4.17	no	germline_sperm
Spis_XP_022791435_1	AAA/	IQ_motif_containing_with_AAA_domain_1	27	2.05	4.13	no	germline_sperm
Spis_XP_022801281_1	Histone/	H2B_clustered_histone_18	17	80.95	4.08	no	germline_sperm
Spis_XP_022787316_1		uncharacterized protein LOC111327408 isoform X2	19	22.89	4.07	no	germline_sperm
Spis_XP_022782075_1	CENP-T_C/	H4_clustered_histone_1	23	7.01	3.99	no	germline_sperm
Spis_XP_022802092_1	COX5B/	cytochrome_c_oxidase_subunit_5B	21	2.27	3.99	no	germline_sperm
Spis_XP_022780522_1	PAZ/Piwi/	Piwi.HG2.2:PIWIL1/PIWIL3/PIWIL4	30	2.24	3.98	no	germline_sperm
Spis_XP_022785627_1	ATP-synt_ab_N/ATP-synt_ab/	ATP_synthase_F1_subunit_beta	41	1.5	3.98	no	germline_sperm
Spis_XP_022788313_1	Myb_DNA-binding/	Myb.like:NCOR1/NCOR2	23	19.49	3.96	yes	germline_sperm
Spis_XP_022792220_1	INCENP_ARK-bind/	inner_centromere_protein	18	8.74	3.93	no	germline_sperm
Spis_XP_022798859_1	Tektin/	tektin_2	18	5.92	3.93	no	germline_sperm
Spis_XP_022803823_1	Ribosomal_S13_N/Ribosomal_S15/	ribosomal_protein_S13	37	0.84	3.93	no	germline_sperm
Spis_XP_022782350_1	Exo70/	exocyst_complex_component_7	19	3.61	3.87	no	germline_sperm
Spis6782_1	Dynein_light/	dynein_light_chain_LC8_type_2	19	4.45	3.86	no	germline_sperm
Spis_XP_022792747_1	NOG1_N/NOG1/NOGCT/	GTP_binding_protein_4	25	1.52	3.78	no	germline_sperm
Spis_XP_022796439_1		uncharacterized protein LOC111334888	22	29.33	3.78	no	germline_sperm
Spis_XP_022799046_1	HH_signal/Hint/	HH_signal.HG1.2:DHH/IHH/SHH	15	4.9	3.78	no	germline_sperm
Spis_XP_022801449_1	Homeodomain/	Homeodomains.unclass	19	45.24	3.78	yes	germline_sperm
Spis_XP_022803007_1	Robl_LC7/	dynein_light_chain_roadblock_type_2	17	3.79	3.77	no	germline_sperm
Spis_XP_022808498_1	SH3_1/	NCK_interacting_protein_with_SH3_domain	14	5.38	3.77	no	germline_sperm
Spis_XP_022786765_1		uncharacterized protein LOC111326947	16	9.3	3.75	no	germline_sperm
Spis_XP_022792131_1		uncharacterized protein LOC111331311	17	34.69	3.75	no	germline_sperm
Spis_XP_022792538_1	Ion_trans/	ion-NaKCa.HG6.1:CATSPER3	16	10.53	3.69	no	germline_sperm
Spis_XP_022795622_1	NUSAP/	nucleolar_and_spindle_associated_protein_1	22	16.92	3.69	no	germline_sperm
Spis_XP_022797896_1	COX7C/	cytochrome_c_oxidase_subunit_7C	18	1.87	3.69	no	germline_sperm
Spis_XP_022804233_1	LRR_8/	slit_guidance_ligand_2	16	41.03	3.69	no	germline_sperm
Spis_XP_022807988_1	DUF4698/	coiled_coil_domain_containing_60	17	10.97	3.68	no	germline_sperm
Spis_XP_022784643_1		centrosomal_protein_83	19	2.68	3.65	no	germline_sperm
Spis_XP_022786621_1	Pkinase/POLO_box/POLO_box/	Pkinase.HG62.4:like:PLK1:likeclu:5	19	23.75	3.65	no	germline_sperm
Spis_XP_022788272_1	Pkinase/	Pkinase.HG183.2:NEK2	21	44.68	3.64	no	germline_sperm
Spis_XP_022794566_1	COX6B/	cytochrome_c_oxidase_subunit_6B1	22	1.65	3.63	no	germline_sperm
Spis_XP_022802683_1	DUF4505/	chromosome_8_open_reading_frame_82	15	13.64	3.62	no	germline_sperm
Spis_XP_022798375_1	BTB/BACK/TLD/	BTB.HG4.14:like:BTBD19:likeclu:15	19	1.91	3.61	no	germline_sperm
Spis_XP_022804573_1	Ax_dynein_light/	dynein_axonemal_light_intermediate_chain_1	18	4.49	3.6	no	germline_sperm
Spis_XP_022786770_1	Mito_fiss_reg/	mitochondrial_fission_regulator_2	19	46.34	3.58	no	germline_sperm
Spis_XP_022803342_1	Shugoshin_C/	shugoshin_1	15	9.68	3.55	no	germline_sperm
Spis_XP_022807051_1	HEPN_DZIP3/NACHT/LRR_6/LRR_6/LRR_6/LRR_6/LRR_6/	NLR_family_pyrin_domain_containing_12	27	1.16	3.55	no	germline_sperm
Spis_XP_022802991_1	fn3_4/	activating_transcription_factor_7_interacting_protein	15	5.79	3.53	no	germline_sperm
Spis_XP_022785290_1	Sec61_beta/	SEC61_translocon_subunit_beta	23	1.19	3.52	no	germline_sperm
Spis_XP_022794466_1	Usp/	uncharacterized protein LOC111333195	23	1.09	3.52	no	germline_sperm
Spis_XP_022797784_1	FHA/PP1_bind/	marker_of_proliferation_Ki_67	17	7	3.51	no	germline_sperm
Spis_XP_022789429_1	Pkinase/	Pkinase.HG38.0:like:AL355916/PRKCD/PRKCE/PRKCH/PRKCQ:likeclu:1/2	13	30.95	3.49	no	germline_sperm
Spis_XP_022777838_1	Cofilin_ADF/	cofilin_2	16	29.09	3.47	no	germline_sperm
Spis_XP_022797764_1		proliferation marker protein Ki-67-like	18	8.49	3.47	no	germline_sperm
Spis_XP_022800301_1		uncharacterized protein LOC111338136	19	35.85	3.43	no	germline_sperm
Spis_XP_022802585_1	Ion_trans/	ion-NaKCa.HG6.6:CATSPER2	15	16.85	3.43	no	germline_sperm
Spis_XP_022796528_1	NDUFA12/	NADH_ubiquinone_oxidoreductase_subunit_A12	13	4.59	3.42	no	germline_sperm
Spis_XP_022786149_1		uncharacterized protein LOC111326418	15	5.84	3.38	no	germline_sperm
Spis_XP_022806803_1	EF-hand_7/EF-hand_7/	centrin_3	15	7.77	3.38	no	germline_sperm
Spis_XP_022783794_1	TROVE/TROVE/	TROVE.HG1.1:NA	16	3.08	3.36	no	germline_sperm
Spis_XP_022787150_1	CSN8_PSD8_EIF3K/	proteasome_26S_subunit_non_ATPase_8	14	2.43	3.33	no	germline_sperm
Spis_XP_022782870_1	cNMP_binding/Ion_trans/cNMP_binding/Ion_trans/cNMP_binding/	ion-NaKCa.HG11.4:like:CNGA1/CNGA2/CNGA3/CNGA4:likeclu:5	14	9.4	3.32	no	germline_sperm
Spis_XP_022797560_1	Linker_histone/	LinkerHistone.HG1.0:like:HP1BP3/SHPRH:likeclu:12/15	43	63.24	3.32	no	germline_sperm
Spis_XP_022790385_1		cilia_and_flagella_associated_protein_126	14	3.33	3.31	no	germline_sperm
Spis_XP_022783408_1	Cyt-b5/	cytochrome_b5_domain_containing_1	11	8.03	3.28	no	germline_sperm
