aip_LOC	aip_cluster	nvec	nvec_cluster	spis	spis_cell_type	xenia	xenia_cluster
LOC110232551	NA	XP_001626682.2	NA	XP_022789861.1	NA	Xe_002784	NA
LOC110232554	NA	XP_048590392.1	NA	XP_022806208.1	NA	Xe_002871	NA
LOC110232559	NA	XP_032230187.1	NA	XP_022789899.1	NA	Xe_002785	NA
LOC110232577	NA	XP_048579603.1	NA	XP_022793304.1	NA	Xe_001148	NA
LOC110232581	NA	XP_048584372.1	NA	XP_022798560.1	NA	Xe_000687	16
LOC110232586	NA	XP_032232033.2	NA	XP_022803192.1	NA	Xe_000777	NA
LOC110232591	NA	XP_032232094.2	NA	XP_022792430.1	germline_sperm	Xe_010164	NA
LOC110232592	NA	XP_048584158.1	NA	XP_022779723.1	NA	Xe_000619	NA
LOC110232593	NA	XP_001631122.2	NA	XP_022779724.1	germline_sperm	Xe_000930	NA
LOC110232595	NA	XP_048585070.1	NA	XP_022785243.1	germline_sperm	Xe_009711	NA
LOC110232596	NA	XP_048584199.1	NA	XP_022785206.1	NA	Xe_000496	NA
LOC110232604	NA	XP_001623659.1	NA	XP_022790650.1	NA	Xe_004927	NA
LOC110232611	NA	XP_001623403.2	NA	XP_022783396.1	NA	Xe_025181	NA
LOC110232612	NA	XP_032226625.2	NA	XP_022798744.1	NA	Xe_004928	NA
LOC110232614	NA	XP_048582043.1	NA	XP_022793095.1	NA	Xe_002485	NA
LOC110232617	NA	XP_001639480.3	NA	XP_022787648.1	germline_sperm, neuron_13	Xe_000174	NA
LOC110232618	NA	XP_032236832.2	NA	XP_022780547.1	NA	Xe_004401	NA
LOC110232640	NA	XP_001622394.2	NA	XP_022782089.1	NA	Xe_011213	NA
LOC110232653	NA	XP_032232924.1	NA	XP_022798421.1	NA	Xe_012511	10
LOC110232655	NA	XP_001638849.1	NA	XP_022783302.1	NA	Xe_011872	NA
LOC110232658	NA	XP_001636166.2	NA	XP_022783279.1	NA	Xe_011783	15
LOC110232660	NA	XP_048586338.1	NA	XP_022777986.1	NA	Xe_011752	NA
LOC110232662	NA	XP_032232640.1	NA	XP_022805687.1	NA	Xe_012093	NA
LOC110232682	NA	XP_048586174.1	NA	XP_022787388.1	NA	Xe_012059	NA
LOC110232683	NA	XP_048586333.1	NA	XP_022787168.1	NA	Xe_011943	NA
LOC110232695	7	XP_032234966.1	NA	XP_022806767.1	NA	Xe_002486	NA
LOC110232701	NA	XP_001627929.2	NA	XP_022787591.1	NA	Xe_004502	NA
LOC110232710	NA	XP_001639587.1	NA	XP_022798027.1	neuron_12, neuron_13	Xe_020588	NA
LOC110232738	NA	XP_001625699.2	NA	XP_022801409.1	neuron_13	Xe_004829	7
LOC110232739	NA	XP_001623432.2	NA	XP_022790694.1	NA	Xe_000245	1, 4
LOC110232740	NA	XP_048581837.1	NA	XP_022790625.1	neuron_1	Xe_004739	NA
LOC110232748	NA	XP_048583180.1	NA	XP_022780927.1	NA	Xe_004618	NA
LOC110232750	NA	XP_001623422.3	NA	XP_022798444.1	NA	Xe_004869	NA
LOC110232754	NA	XP_001636676.1	NA	XP_022798439.1	NA	Xe_004867	NA
LOC110232775	NA	XP_032220572.2	NA	XP_022781991.1	NA	Xe_009928	NA
LOC110232776	NA	XP_048585439.1	NA	XP_022784992.1	NA	Xe_027959	4, 7
LOC110232779	NA	XP_001628003.3	NA	XP_022793773.1	NA	Xe_009862	10
LOC110232781	NA	XP_001627982.3	NA	XP_022793775.1	NA	Xe_026009	NA
LOC110232788	NA	XP_032220587.2	NA	XP_022780638.1	NA	Xe_024222	16
LOC110232773	NA	XP_032239910.2	NA	XP_022784531.1	NA	Xe_003916	NA
LOC110232821	NA	XP_001638200.2	NA	XP_022797046.1	NA	Xe_000348	NA
LOC110232824	NA	XP_048584326.1	NA	XP_022792437.1	NA	Xe_010163	NA
LOC110232827	NA	XP_048585703.1	NA	XP_022798170.1	germline_sperm	Xe_000845	NA
LOC110232829	NA	XP_001628137.3	NA	XP_022797052.1	NA	Xe_001205	8
LOC110232836	NA	XP_032218751.2	NA	XP_022797042.1	NA	Xe_001256	NA
LOC110232840	NA	XP_032218763.1	NA	XP_022797056.1	NA	Xe_001215	NA
LOC110232845	NA	XP_048584675.1	NA	XP_022783111.1	NA	Xe_000366	NA
LOC110232859	NA	XP_048581821.1	NA	XP_022799829.1	NA	Xe_019265	5, 9
LOC110232865	NA	XP_001631947.3	NA	XP_022798449.1	NA	Xe_000309	NA
LOC110232884	NA	XP_001634154.2	NA	XP_022802433.1	NA	Xe_008134	NA
LOC110232893	NA	XP_001636266.1	NA	XP_022798128.1	NA	Xe_000238	NA
LOC110232897	NA	XP_032239431.2	NA	XP_022798677.1	NA	Xe_020602	NA
LOC110232898	NA	XP_001634184.1	NA	XP_022802434.1	NA	Xe_004468	8, 11
LOC110232899	NA	XP_032220338.2	NA	XP_022799848.1	NA	Xe_020607	NA
LOC114574211	NA	XP_001620303.3	NA	XP_022798456.1	NA	Xe_019259	NA
LOC110232904	NA	XP_048582548.1	NA	XP_022798393.1	NA	Xe_004537	NA
LOC110232906	NA	XP_032231281.2	NA	XP_022797071.1	NA	Xe_004926	NA
LOC110232909	NA	XP_001633235.2	NA	XP_022798687.1	NA	Xe_000295	NA
LOC110232910	NA	XP_001639539.3	NA	XP_022799852.1	mitotic_host_cells	Xe_020599	NA
LOC110232919	NA	XP_001631477.1	NA	XP_022785804.1	NA	Xe_020606	NA
LOC110232916	NA	XP_032220784.2	NA	XP_022798010.1	NA	Xe_021637	NA
LOC110232922	NA	XP_001624893.1	NA	XP_022798451.1	NA	Xe_019870	16
LOC110232924	NA	XP_048582518.1	NA	XP_022785834.1	NA	Xe_000247	15
LOC110232925	NA	XP_001631450.1	NA	XP_022785770.1	germline_sperm	Xe_021659	7
LOC110232926	15	XP_048582403.1	NA	XP_022785835.1	neuron_10	Xe_000306	1, 4, 7
LOC110232930	NA	XP_001631386.3	NA	XP_022786831.1	NA	Xe_000292	NA
LOC110232933	NA	XP_032236204.1	NA	XP_022785808.1	NA	Xe_019334	NA
LOC110232944	NA	XP_001633199.1	NA	XP_022786829.1	NA	Xe_000310	NA
LOC110232945	NA	XP_048582707.1	NA	XP_022807430.1	NA	Xe_021272	NA
LOC110232954	NA	XP_032231750.1	NA	XP_022785827.1	NA	Xe_004856	NA
LOC110232956	NA	XP_032241813.2	NA	XP_022798392.1	neuron_13	Xe_004475	NA
LOC110232969	NA	XP_048578488.1	NA	XP_022780716.1	NA	Xe_008882	NA
LOC110232970	NA	XP_048578757.1	NA	XP_022780792.1	NA	Xe_008604	NA
LOC110232971	NA	XP_001630461.2	NA	XP_022782982.1	NA	Xe_008773	NA
LOC110232972	NA	XP_032223359.2	NA	XP_022780797.1	NA	Xe_014517	NA
LOC110232977	NA	XP_001631784.1	NA	XP_022780719.1	germline_sperm, neuron_10	Xe_008772	1, 4, 7
LOC110232980	NA	XP_048578977.1	NA	XP_022786576.1	NA	Xe_011432	16
LOC110232978	NA	XP_032234216.1	NA	XP_022799184.1	NA	Xe_022337	10
LOC110232981	NA	XP_001633256.2	NA	XP_022780743.1	germline_sperm	Xe_008110	10
LOC110232984	NA	XP_032235930.1	NA	XP_022786519.1	NA	Xe_008513	NA
LOC110232986	NA	XP_001631264.1	NA	XP_022786566.1	germline_sperm	Xe_008478	NA
LOC110232990	NA	XP_001631260.2	NA	XP_022786552.1	NA	Xe_008374	NA
LOC110233012	NA	XP_032220234.1	NA	XP_022790003.1	NA	Xe_006273	NA
LOC110233032	NA	XP_032236847.1	NA	XP_022780528.1	NA	Xe_004477	NA
LOC110233041	NA	XP_001639559.1	NA	XP_022780556.1	NA	Xe_004427	14
LOC110233046	NA	XP_001632928.2	NA	XP_022797995.1	NA	Xe_021785	NA
LOC110233049	NA	XP_048581847.1	NA	XP_022806386.1	NA	Xe_004742	NA
LOC110233050	NA	XP_048578458.1	NA	XP_022786536.1	NA	Xe_008457	NA
LOC110233051	NA	XP_048578557.1	NA	XP_022786551.1	NA	Xe_008373	NA
LOC110233052	NA	XP_001620621.1	NA	XP_022786533.1	NA	Xe_008378	NA
LOC110233055	NA	XP_032232958.1	NA	XP_022786499.1	NA	Xe_008371	NA
LOC110233059	NA	XP_032230640.2	NA	XP_022780714.1	NA	Xe_008380	15
LOC110233061	NA	XP_001631409.1	NA	XP_022780718.1	NA	Xe_005424	10
LOC110233065	NA	XP_001628870.2	NA	XP_022786540.1	NA	Xe_008375	2, 10, 12
LOC110233066	NA	XP_032238303.1	NA	XP_022780756.1	NA	Xe_008558	NA
LOC110233083	NA	XP_032242270.1	NA	XP_022807822.1	NA	Xe_004784	NA
LOC110233082	NA	XP_001638608.1	NA	XP_022797990.1	NA	Xe_021654	NA
LOC110233085	NA	XP_048590224.1	NA	XP_022802931.1	NA	Xe_002658	9
LOC110233087	NA	XP_032233339.1	NA	XP_022802933.1	NA	Xe_002659	NA
LOC110233089	NA	XP_032236642.1	NA	XP_022801214.1	NA	Xe_002547	11
LOC110233086	9	XP_048580981.1	NA	XP_022800765.1	germline_sperm	Xe_021664	NA
LOC110233099	NA	XP_032235183.2	NA	XP_022787723.1	NA	Xe_002425	NA
LOC110233110	NA	XP_048590366.1	NA	XP_022804053.1	NA	Xe_002802	15
LOC110233124	NA	XP_048589940.1	NA	XP_022802923.1	NA	Xe_002660	NA
LOC110233128	NA	XP_032236438.1	NA	XP_022790082.1	NA	Xe_021775	NA
LOC110233143	NA	XP_032229623.2	NA	XP_022785478.1	NA	Xe_012618	NA
LOC110233151	NA	XP_048580392.1	NA	XP_022797456.1	NA	Xe_012906	NA
LOC110233161	NA	XP_001640198.2	NA	XP_022803825.1	NA	Xe_012722	NA
LOC110233173	NA	XP_001627746.1	NA	XP_022791048.1	NA	Xe_015508	NA
LOC110233171	NA	XP_032228441.1	NA	XP_022788494.1	NA	Xe_009848	3
LOC110233177	NA	XP_001641549.1	NA	XP_022795840.1	NA	Xe_021986	NA
LOC110233178	NA	XP_032225955.2	NA	XP_022796845.1	NA	Xe_005319	NA
LOC110233179	NA	XP_001638044.2	NA	XP_022785670.1	NA	Xe_005501	10
LOC110233180	NA	XP_001623019.2	NA	XP_022796836.1	NA	Xe_007171	NA
LOC110233183	NA	XP_032220243.2	NA	XP_022796360.1	NA	Xe_005500	NA
LOC110233184	NA	XP_001639396.2	NA	XP_022806670.1	NA	Xe_005606	NA
LOC110233193	NA	XP_001624561.2	NA	XP_022786661.1	NA	Xe_007186	NA
LOC110233195	NA	XP_032231409.1	NA	XP_022798044.1	NA	Xe_007170	NA
LOC110233196	NA	XP_032231060.1	NA	XP_022786713.1	NA	Xe_007184	NA
LOC110233201	NA	XP_048576533.1	NA	XP_022806653.1	NA	Xe_006988	12
LOC110233202	NA	XP_032230119.1	NA	XP_022808663.1	NA	Xe_005358	NA
LOC110233204	NA	XP_001637983.2	NA	XP_022796347.1	NA	Xe_005502	NA
LOC110233210	NA	XP_001625874.2	NA	XP_022804510.1	NA	Xe_002441	NA
LOC110233226	NA	XP_001637094.2	NA	XP_022800756.1	NA	Xe_021663	5, 15
LOC110233243	NA	XP_001625919.2	NA	XP_022809063.1	NA	Xe_005704	NA
LOC110233247	15	XP_048576722.1	NA	XP_022793809.1	neuron_13	Xe_005231	NA
LOC110233249	NA	XP_001631308.3	NA	XP_022806659.1	neuron_10	Xe_005359	14
LOC110233260	NA	XP_032242580.2	NA	XP_022785280.1	NA	Xe_021856	2, 14, 16
LOC110233263	NA	XP_032220925.2	NA	XP_022798009.1	NA	Xe_021618	15
LOC110233268	NA	XP_001634577.2	NA	XP_022795851.1	NA	Xe_022234	NA
LOC110233270	NA	XP_001636798.2	NA	XP_022798378.1	NA	Xe_021517	NA
LOC110233271	NA	XP_032239771.1	NA	XP_022795850.1	NA	Xe_022168	NA
LOC110233274	12	XP_032241174.2	NA	XP_022799022.1	neuron_6, neuron_9	Xe_009626	NA
LOC110233277	NA	XP_032218353.2	NA	XP_022782700.1	NA	Xe_001091	NA
LOC110233282	NA	XP_001629479.2	NA	XP_022791857.1	NA	Xe_001310	NA
LOC110233286	NA	XP_032218240.1	NA	XP_022777506.1	NA	Xe_000741	13
LOC110233287	8	XP_048579612.1	NA	XP_022800488.1	NA	Xe_009997	NA
LOC110233288	11	XP_032222903.1	cnidocyte.mature, neuronal	XP_022800472.1	neuron_8, neuron_9	Xe_009995	5, 8, 12
LOC110233290	NA	XP_001641640.2	NA	XP_022795837.1	NA	Xe_021982	NA
LOC110233293	NA	XP_048580157.1	NA	XP_022785310.1	NA	Xe_002995	NA
LOC110233294	NA	XP_001625173.2	NA	XP_022785322.1	NA	Xe_021379	NA
LOC110233296	NA	XP_001641448.2	NA	XP_022800485.1	NA	Xe_009994	NA
LOC110233306	NA	XP_048579769.1	NA	XP_022785345.1	NA	Xe_021583	NA
LOC110233315	NA	XP_001629491.2	NA	XP_022798366.1	NA	Xe_022160	NA
LOC110233316	NA	XP_001629465.1	NA	XP_022798361.1	NA	Xe_022161	NA
LOC110233331	15	XP_032238380.2	NA	XP_022790929.1	NA	Xe_011705	3, 4, 13
LOC110233332	NA	XP_048586184.1	NA	XP_022791335.1	NA	Xe_011847	NA
LOC110233335	NA	XP_001632291.2	NA	XP_022790948.1	germline_sperm	Xe_011787	NA
LOC110233337	NA	XP_001628103.3	NA	XP_022790940.1	NA	Xe_012439	NA
LOC110233340	NA	XP_032238381.2	NA	XP_022790931.1	NA	Xe_011802	NA
LOC110233341	NA	XP_032238382.2	NA	XP_022790932.1	NA	Xe_008224	NA
LOC110233342	NA	XP_001633289.3	NA	XP_022791011.1	NA	Xe_012490	NA
LOC110233344	NA	XP_001632290.2	NA	XP_022790942.1	NA	Xe_012138	10
LOC110233346	NA	XP_032219619.2	NA	XP_022800221.1	NA	Xe_005332	NA
LOC110233347	NA	XP_048586315.1	NA	XP_022783296.1	NA	Xe_012444	NA
LOC110233362	NA	XP_001635105.3	NA	XP_022788009.1	NA	Xe_012127	14
LOC110233368	NA	XP_048586141.1	NA	XP_022790955.1	NA	Xe_011757	NA
LOC110233373	NA	XP_032219620.2	NA	XP_022782242.1	NA	Xe_011758	NA
LOC110233376	NA	XP_048586135.1	NA	XP_022788023.1	NA	Xe_012194	NA
LOC110233377	NA	XP_032237226.2	NA	XP_022790967.1	germline_sperm	Xe_011789	NA
LOC110233378	NA	XP_032226598.2	NA	XP_022800823.1	NA	Xe_011827	NA
LOC110233382	NA	XP_032241645.2	NA	XP_022808260.1	NA	Xe_012199	NA
LOC110233383	NA	XP_048586503.1	NA	XP_022783301.1	NA	Xe_011929	NA
LOC110233384	NA	XP_048586501.1	NA	XP_022791012.1	NA	Xe_011927	NA
LOC110233385	15	XP_001638867.3	NA	XP_022803783.1	NA	Xe_011743	15
LOC110233396	13	XP_048585916.1	NA	XP_022800816.1	NA	Xe_011828	NA
LOC110233411	NA	XP_048576820.1	NA	XP_022781054.1	NA	Xe_006980	NA
LOC110233417	NA	XP_048576538.1	NA	XP_022794078.1	NA	Xe_006991	NA
LOC110233418	NA	XP_032218420.2	NA	XP_022794101.1	NA	Xe_006986	NA
LOC110233419	NA	XP_001637977.2	NA	XP_022794093.1	NA	Xe_006985	NA
LOC110233421	NA	XP_001637976.1	NA	XP_022794079.1	Immune_2	Xe_006825	NA
LOC110233422	NA	XP_032218455.2	NA	XP_022794076.1	neuron_13	Xe_005528	NA
LOC110233441	NA	XP_048576866.1	NA	XP_022802306.1	NA	Xe_005996	NA
LOC110233446	NA	XP_048576547.1	NA	XP_022781034.1	neuron_13	Xe_006336	NA
LOC110233447	NA	XP_001638035.3	NA	XP_022794077.1	NA	Xe_005599	NA
LOC110233449	NA	XP_001628774.2	NA	XP_022802849.1	NA	Xe_005236	NA
LOC110233459	NA	XP_001637979.3	NA	XP_022781080.1	NA	Xe_006335	NA
LOC110233464	NA	XP_032225192.1	NA	XP_022795973.1	NA	Xe_005521	NA
LOC110233466	NA	XP_048576389.1	NA	XP_022792968.1	NA	Xe_005498	NA
LOC110233472	8	XP_048576583.1	NA	XP_022789990.1	NA	Xe_005582	NA
LOC110233477	NA	XP_001628674.3	NA	XP_022781035.1	NA	Xe_005269	NA
LOC110233481	NA	XP_048577105.1	NA	XP_022786678.1	NA	Xe_005228	10
LOC110233483	NA	XP_032218434.1	NA	XP_022803938.1	NA	Xe_005516	NA
LOC110233499	NA	XP_048581780.1	NA	XP_022803203.1	NA	Xe_011479	NA
LOC110233503	NA	XP_032227152.2	NA	XP_022798685.1	NA	Xe_022341	NA
LOC110233505	NA	XP_048580917.1	NA	XP_022792276.1	NA	Xe_016142	NA
LOC110233511	NA	XP_032220904.1	NA	XP_022789715.1	NA	Xe_021780	NA
LOC110233524	NA	XP_001632967.1	NA	XP_022799537.1	NA	Xe_021645	NA
LOC110233495	NA	XP_001634651.2	NA	XP_022784590.1	NA	Xe_003917	NA
LOC110233527	NA	XP_001638671.2	NA	XP_022807915.1	NA	Xe_022281	NA
LOC110233569	NA	XP_032239153.2	NA	XP_022794264.1	NA	Xe_004497	2, 10, 12
LOC110233570	NA	XP_048582026.1	NA	XP_022780910.1	NA	Xe_005043	14
LOC110233575	NA	XP_048583111.1	NA	XP_022790624.1	NA	Xe_020763	NA
LOC110233579	NA	XP_001624127.1	NA	XP_022790641.1	NA	Xe_004712	NA
LOC110233581	NA	XP_001631942.2	NA	XP_022780870.1	NA	Xe_005017	11
LOC110233583	NA	XP_001639467.1	ectoderm.embryonic	XP_022781536.1	NA	Xe_004970	NA
LOC110233584	NA	XP_032225545.2	NA	XP_022798666.1	NA	Xe_015974	NA
LOC110233588	NA	XP_032226538.2	NA	XP_022783880.1	NA	Xe_005079	NA
LOC110233592	NA	XP_032238496.2	NA	XP_022789158.1	NA	Xe_000300	NA
LOC110233598	NA	XP_032234155.2	NA	XP_022796219.1	neuron_10	Xe_020772	NA
LOC110233599	NA	XP_032234117.2	NA	XP_022793454.1	NA	Xe_004948	NA
LOC110233600	NA	XP_001631481.3	NA	XP_022806393.1	NA	Xe_004479	NA
LOC110233601	NA	XP_001629750.2	NA	XP_022780932.1	NA	Xe_004973	NA
LOC110233602	NA	XP_032238328.1	NA	XP_022780887.1	NA	Xe_004974	NA
LOC110233604	NA	XP_001639500.2	NA	XP_022796233.1	NA	Xe_019280	NA
LOC110233607	NA	XP_032234100.2	NA	XP_022790695.1	NA	Xe_004388	NA
LOC110233619	NA	XP_032236162.1	NA	XP_022789773.1	NA	Xe_004378	16
LOC110233622	NA	XP_001631496.1	NA	XP_022807905.1	NA	Xe_004638	NA
LOC110233623	NA	XP_001627928.3	NA	XP_022781466.1	NA	Xe_004864	NA
LOC110233624	NA	XP_001627913.3	NA	XP_022781467.1	NA	Xe_004865	NA
LOC110233594	NA	XP_032243122.2	NA	XP_022805854.1	NA	Xe_003904	NA
LOC110233625	NA	XP_048582476.1	NA	XP_022781468.1	NA	Xe_012866	NA
LOC110233626	NA	XP_001623576.1	NA	XP_022783920.1	NA	Xe_005080	NA
LOC110233631	NA	XP_001639468.1	NA	XP_022781465.1	NA	Xe_004827	NA
LOC110233633	NA	XP_048585711.1	NA	XP_022800459.1	NA	Xe_011724	NA
LOC110233634	NA	XP_001627918.3	NA	XP_022802416.1	NA	Xe_005138	NA
LOC110233635	NA	XP_001628185.2	NA	XP_022785865.1	NA	Xe_004828	NA
LOC110233640	NA	XP_048581898.1	NA	XP_022789771.1	NA	Xe_004377	16
LOC110233642	NA	XP_001633952.2	NA	XP_022808659.1	NA	Xe_004511	NA
LOC110233647	NA	XP_048582682.1	NA	XP_022785806.1	NA	Xe_004835	NA
LOC110233644	NA	XP_001626338.3	NA	XP_022781962.1	NA	Xe_014178	10
LOC110233651	NA	XP_032239140.2	NA	XP_022807542.1	neuron_13	Xe_004513	NA
LOC110233654	NA	XP_032239133.2	NA	XP_022798757.1	NA	Xe_004524	NA
LOC110233656	NA	XP_001631463.2	NA	XP_022794867.1	NA	Xe_004963	15
LOC110233655	NA	XP_048584994.1	NA	XP_022809114.1	NA	Xe_023295	NA
LOC110233663	NA	XP_001628193.3	NA	XP_022798670.1	NA	Xe_000224	14
LOC110233664	NA	XP_032236795.1	NA	XP_022789380.1	NA	Xe_004714	NA
LOC110233687	NA	XP_032234160.2	NA	XP_022790601.1	NA	Xe_004734	NA
LOC110233689	NA	XP_048582473.1	NA	XP_022781464.1	NA	Xe_004866	15
LOC110233691	NA	XP_001633951.3	NA	XP_022808590.1	NA	Xe_004512	NA
LOC110233693	NA	XP_048582126.1	NA	XP_022798864.1	NA	Xe_005025	NA
LOC110233701	NA	XP_048582336.1	NA	XP_022807895.1	NA	Xe_014720	NA
LOC110233702	NA	XP_032228103.1	NA	XP_022789713.1	NA	Xe_010166	NA
LOC110233703	NA	XP_048581793.1	NA	XP_022798856.1	neuron_10	Xe_005027	NA
LOC110233711	NA	XP_032242346.2	cnidocyte.mature	XP_022783893.1	NA	Xe_004861	NA
LOC110233716	NA	XP_032220459.1	NA	XP_022801022.1	NA	Xe_004962	NA
LOC110233717	NA	XP_001636677.1	NA	XP_022790654.1	NA	Xe_004516	16
LOC110233720	NA	XP_001639631.3	NA	XP_022785791.1	NA	Xe_010538	NA
LOC110233721	NA	XP_001636707.2	NA	XP_022785787.1	NA	Xe_021667	NA
LOC110233728	15	XP_001625582.2	NA	XP_022798169.1	NA	Xe_009190	NA
LOC110233725	NA	XP_048584725.1	NA	XP_022793830.1	NA	Xe_026010	14
LOC110233733	NA	XP_001635283.2	NA	XP_022780671.1	NA	Xe_023490	NA
LOC110233734	NA	XP_048584526.1	cnidocyte.mature	XP_022790407.1	NA	Xe_023501	NA
LOC110233735	NA	XP_032240588.1	NA	XP_022790850.1	NA	Xe_000932	NA
LOC110233738	NA	XP_032240732.2	NA	XP_022780628.1	NA	Xe_023244	NA
LOC110233743	NA	XP_032240120.2	NA	XP_022790865.1	NA	Xe_027430	NA
LOC110233744	NA	XP_048585345.1	NA	XP_022790874.1	NA	Xe_015803	NA
LOC110233747	NA	XP_032222635.1	NA	XP_022780632.1	NA	Xe_024224	NA
LOC110233754	NA	XP_001628923.2	NA	XP_022778493.1	NA	Xe_018493	NA
LOC110233758	NA	XP_032220711.2	NA	XP_022790799.1	NA	Xe_012706	NA
LOC110233770	NA	XP_048585587.1	NA	XP_022794499.1	NA	Xe_023650	NA
LOC110233778	NA	XP_032233010.2	NA	XP_022804909.1	NA	Xe_013603	NA
LOC110233785	NA	XP_048586809.1	NA	XP_022793308.1	NA	Xe_001147	NA
LOC110233788	NA	XP_032239900.2	NA	XP_022783095.1	NA	Xe_000793	NA
LOC110233789	NA	XP_001638290.2	NA	XP_022785264.1	NA	Xe_000602	NA
LOC110233790	NA	XP_001637196.1	NA	XP_022779793.1	NA	Xe_001204	NA
LOC110233792	NA	XP_032230594.2	NA	XP_022785245.1	NA	Xe_028814	NA
LOC110233795	NA	XP_048586806.1	NA	XP_022793303.1	NA	Xe_001146	NA
LOC110233816	13	XP_048590340.1	NA	XP_022807128.1	NA	Xe_002604	16
LOC110233818	NA	XP_048590221.1	NA	XP_022807120.1	NA	Xe_002606	NA
LOC110233819	NA	XP_048590670.1	NA	XP_022806338.1	NA	Xe_002706	NA
LOC110233820	NA	XP_048590671.1	NA	XP_022806325.1	NA	Xe_002707	NA
LOC110233822	NA	XP_032229578.1	NA	XP_022807122.1	NA	Xe_002798	NA
LOC110233823	NA	XP_048590561.1	NA	XP_022807123.1	NA	Xe_002607	NA
LOC110233828	NA	XP_032229584.1	NA	XP_022807129.1	NA	Xe_002633	NA
LOC110233830	NA	XP_032219080.1	NA	XP_022804949.1	NA	Xe_002711	NA
LOC110233832	NA	XP_032229592.1	NA	XP_022807507.1	NA	Xe_002712	10
LOC110233839	NA	XP_048590163.1	NA	XP_022808017.1	NA	Xe_002513	NA
LOC110233841	NA	XP_048590164.1	NA	XP_022804592.1	NA	Xe_002548	NA
LOC110233848	NA	XP_001630673.2	NA	XP_022800795.1	NA	Xe_002708	NA
LOC110233845	NA	XP_048584996.1	NA	XP_022809115.1	NA	Xe_025834	14
LOC110233849	NA	XP_001626107.1	NA	XP_022807126.1	neuron_13	Xe_002797	NA
LOC110233851	NA	XP_048590423.1	gland.mucous	XP_022807118.1	NA	Xe_002501	NA
LOC110233859	NA	XP_048590306.1	NA	XP_022789885.1	NA	Xe_002584	NA
LOC110233872	NA	XP_001626109.3	NA	XP_022807509.1	NA	Xe_002739	NA
LOC110233882	NA	XP_048585988.1	NA	XP_022804030.1	NA	Xe_028951	13
LOC110233885	NA	XP_001631204.1	NA	XP_022809337.1	NA	Xe_011704	NA
LOC110233886	NA	XP_048586451.1	NA	XP_022804221.1	NA	Xe_012264	NA
LOC110233887	NA	XP_032222638.1	NA	XP_022790441.1	NA	Xe_023651	NA
LOC110233891	NA	XP_001633343.2	NA	XP_022807686.1	NA	Xe_012183	NA
LOC110233893	NA	XP_048586185.1	NA	XP_022788068.1	NA	Xe_012412	NA
LOC110233894	NA	XP_048586415.1	NA	XP_022788053.1	NA	Xe_012415	NA
LOC110233905	NA	XP_048586340.1	NA	XP_022804039.1	NA	Xe_012327	NA
LOC110233908	NA	XP_048586431.1	NA	XP_022788056.1	neuron_10	Xe_012111	13
LOC110233910	NA	XP_032240462.2	NA	XP_022801749.1	NA	Xe_012377	14
LOC110233911	NA	XP_001635069.1	NA	XP_022801750.1	NA	Xe_012378	NA
LOC110233912	NA	XP_048585878.1	NA	XP_022784334.1	NA	Xe_012220	NA
LOC110233915	NA	XP_001631179.2	NA	XP_022802775.1	NA	Xe_012526	NA
LOC110233918	NA	XP_032235861.2	NA	XP_022802797.1	germline_sperm	Xe_012529	NA
LOC110233922	NA	XP_032241705.2	NA	XP_022783245.1	NA	Xe_028941	NA
LOC110233936	NA	XP_001628618.2	NA	XP_022782213.1	NA	Xe_012060	NA
LOC110233937	NA	XP_032235865.1	NA	XP_022803104.1	NA	Xe_012388	NA
LOC110233938	NA	XP_032235862.2	NA	XP_022803100.1	NA	Xe_012389	NA
LOC110233942	NA	XP_032237172.1	NA	XP_022788059.1	NA	Xe_012108	NA
LOC110233947	NA	XP_032230595.1	NA	XP_022788051.1	NA	Xe_012416	NA
LOC110233951	NA	XP_048586054.1	NA	XP_022807675.1	cnidocyte	Xe_012182	11
LOC110233957	NA	XP_001628609.2	NA	XP_022788033.1	NA	Xe_012411	12
LOC110233958	NA	XP_001627766.2	NA	XP_022788083.1	NA	Xe_012409	10
LOC110233959	NA	XP_001632230.1	NA	XP_022788084.1	NA	Xe_012410	NA
LOC110233966	NA	XP_048586344.1	NA	XP_022807692.1	NA	Xe_012181	NA
LOC110233969	16	XP_001633302.1	NA	XP_022807688.1	NA	Xe_012184	NA
LOC110233971	NA	XP_048585247.1	NA	XP_022809120.1	NA	Xe_025827	NA
LOC110233983	NA	XP_001627502.2	NA	XP_022783324.1	NA	Xe_015862	NA
LOC110233984	NA	XP_001641855.3	NA	XP_022783325.1	NA	Xe_015863	NA
LOC110233985	NA	XP_032223095.2	NA	XP_022800739.1	NA	Xe_029003	NA
LOC110233986	NA	XP_001631068.1	NA	XP_022805144.1	NA	Xe_015757	16
LOC110233993	NA	XP_001641786.2	NA	XP_022783357.1	NA	Xe_014966	NA
LOC110233995	NA	XP_032218186.2	NA	XP_022798265.1	NA	Xe_015869	10
LOC110233967	NA	XP_001640901.1	NA	XP_022801182.1	NA	Xe_004277	NA
LOC110234006	NA	XP_048589177.1	NA	XP_022801690.1	NA	Xe_015487	NA
LOC110234008	NA	XP_032223217.1	NA	XP_022801340.1	NA	Xe_016146	NA
LOC110234014	NA	XP_001641223.1	NA	XP_022780665.1	NA	Xe_024261	NA
LOC110234021	NA	XP_001641871.3	NA	XP_022787211.1	NA	Xe_015048	NA
