Orthogroup	aip_longest_isoforms	nvec_longest_isoform
OG0000405	XP_028516932.1, XP_020910323.1, XP_020917221.1, XP_020894445.1, XP_020917220.1, XP_020907171.1, XP_020900833.1, XP_020905017.1, XP_020893521.1, XP_020906396.1, XP_028519644.1, XP_020912548.1	XP_032221472.1
OG0000406	XP_028515609.1, XP_028515602.1, XP_028515601.1, XP_028515603.1, XP_028515606.1, XP_028515608.1, XP_020902989.1, XP_020902993.1, XP_020893727.1, XP_020903001.1, XP_028515607.1	XP_001635973.1
OG0000407	XP_028518188.1	XP_032237938.2
OG0000407	XP_020905118.1	XP_032221735.2
OG0000408	XP_020910196.2	XP_032242478.2
OG0000408	XP_020895889.2, XP_028513422.1	XP_032221271.1
OG0000410	XP_028514141.1, XP_028518162.1, XP_028517901.1, XP_028519419.1, XP_028518383.1, XP_028518165.1, XP_028518163.1, XP_020904007.1, XP_028514140.1, XP_028518376.1, XP_028518167.1, XP_028518164.1, XP_028517900.1, XP_020897843.1	XP_048579330.1, XP_048579331.1
OG0000413	XP_028514575.1, XP_028514572.1, XP_028514573.1, XP_028514570.1, XP_020899279.2, XP_028514566.1, XP_028519703.1, XP_020907961.1, XP_020917057.2, XP_020906425.2	XP_032241822.2
OG0000414	XP_020900049.1	XP_032230570.1
OG0000416	XP_020908145.1, XP_020908149.1, XP_020903281.1, XP_020903284.1, XP_020903286.1, XP_020913392.2, XP_020913394.2, XP_028518107.1, XP_028514831.1, XP_020903292.1, XP_020903287.1, XP_020903290.1, XP_020903291.2, XP_020903288.1, XP_020903289.1	XP_048580931.1, XP_001633991.3
OG0000417	XP_028516306.1, XP_028516134.1, XP_020903893.1, XP_028518604.1	XP_048586612.1
OG0000417	XP_028515119.1	XP_048582054.1, XP_048587796.1, XP_001622922.3
OG0000418	XP_020904012.1, XP_028515866.1, XP_020912938.1, XP_020904013.1, XP_020904014.1, XP_028515865.1	XP_032240904.2
OG0000420	XP_020906161.1	XP_032235577.2
OG0000421	XP_020906888.1	XP_032229509.1
OG0000421	XP_020906884.1	XP_001626047.2
OG0000421	XP_020906892.2	XP_032218270.2
OG0000422	XP_028518118.1, XP_020911769.1, XP_028518119.1, XP_020911768.1	XP_032225281.2, XP_048584707.1, XP_048584703.1, XP_048584705.1, XP_048584708.1, XP_048584700.1
OG0000423	XP_028512790.1, XP_028519040.1	XP_048587089.1
OG0000423	XP_028512791.1, XP_028518354.1	XP_032232016.2, XP_048582226.1, XP_048581977.1, XP_048581069.1, XP_048584780.1, XP_048584588.1, XP_048577686.1, XP_048577683.1, XP_048586078.1, XP_048588152.1, XP_048583684.1, XP_032231705.2
OG0000424	XP_028514398.1	XP_032234935.2, XP_048586840.1
OG0000425	XP_028518878.1	XP_048585322.1
OG0000425	XP_028516931.1, XP_028517187.1	XP_048576860.1
OG0000426	XP_028519057.1	XP_048588886.1, XP_048578039.1, XP_048579045.1, XP_048584925.1, XP_048586198.1, XP_048579007.1, XP_048590485.1, XP_048575396.1, XP_048580445.1, XP_048583277.1, XP_048583680.1, XP_032237538.2, XP_048590429.1
OG0000446	XP_020897969.1, XP_020903150.1	XP_032227334.2, XP_001641744.1
OG0000446	XP_020893137.1, XP_028512887.1	XP_001633988.3, XP_032237761.2, XP_032226788.2
OG0000447	XP_020900821.1	XP_001633985.2
OG0000448	XP_028517798.1	XP_048578036.1
OG0000448	XP_028516240.1	XP_048577623.1
OG0000449	XP_028516472.1, XP_020894105.1, XP_020894077.2	XP_048582528.1
OG0000450	XP_020898737.1	XP_048583840.1, XP_032220948.2, XP_048584358.1
OG0000450	XP_020898960.1, XP_020901544.1	XP_001627227.1
OG0000451	XP_020905035.1, XP_020906701.2, XP_020906756.1, XP_020906755.1, XP_020906758.1, XP_020906703.1, XP_020897543.1, XP_028516560.1	XP_001639304.3, XP_032220036.1
OG0000451	XP_020895404.1	XP_032227472.2, XP_032219782.1, XP_001624333.3
OG0000452	XP_020895588.1	XP_032222581.1
OG0000452	XP_020895557.1	XP_032222583.2
OG0000452	XP_020897108.1	XP_032220684.2
OG0000452	XP_028518657.1	XP_001639782.2
OG0000452	XP_020897114.1	XP_032240130.2
OG0000453	XP_020896005.1	XP_048590430.1, XP_048584710.1, XP_048589649.1, XP_048588467.1
OG0000453	XP_020910752.1	XP_001636692.2, XP_048590541.1, XP_032237681.1, XP_048588791.1
OG0000454	XP_020896619.1	XP_032221306.1
OG0000454	XP_020898820.2	XP_001639039.2
OG0000454	XP_020900962.1	XP_048590003.1
OG0000454	XP_020898514.1	XP_048582372.1
OG0000455	XP_020896693.1	XP_048577641.1
OG0000457	XP_020901295.1	XP_032231344.1, XP_032232303.1, XP_048577995.1, XP_048578500.1, XP_032223610.2, XP_032234801.1
OG0000458	XP_020902137.1, XP_020902141.1, XP_028515351.1, XP_020898041.1, XP_020902153.1, XP_028515349.1, XP_028515348.1, XP_020902140.1, XP_020902139.1, XP_020902121.1, XP_020902117.2	XP_048585008.1, XP_048585007.1, XP_048585009.1, XP_048587673.1
OG0000460	XP_028516811.1	XP_048582089.1
OG0000461	XP_028519189.1, XP_020915666.1, XP_020899178.1, XP_020907056.1, XP_020907071.1, XP_020907067.1	XP_032221127.1
OG0000462	XP_020908728.1, XP_020899407.1, XP_020908720.1, XP_020900387.1	XP_032221512.2, XP_048575810.1, XP_001640076.2, XP_048575859.1, XP_032221430.2
OG0000463	XP_020905754.1, XP_020900031.1, XP_020901847.2	XP_001637404.1
OG0000463	XP_020915584.1	XP_001639332.2
OG0000464	XP_020900453.1	XP_001630508.1
OG0000464	XP_020907052.2	XP_001627254.1, XP_032230835.1, XP_032230840.1, XP_048580757.1, XP_032227647.2
OG0000465	XP_028515791.1, XP_020903742.1, XP_020903741.1, XP_020907486.1, XP_020907485.1, XP_020903757.1	XP_001627385.2
OG0000467	XP_020905507.1	XP_048580873.1
OG0000467	XP_028516227.1, XP_020912351.1	XP_048580905.1, XP_001631457.1
OG0000467	XP_020912352.1, XP_020914504.1, XP_020912354.1	XP_001625511.1
OG0000467	XP_020912353.2	XP_001625522.3
OG0000468	XP_028516228.1, XP_020905506.2	XP_032236377.2
OG0000469	XP_028519645.1, XP_020905732.1	XP_048588889.1, XP_048585997.1, XP_048579157.1, XP_048590358.1, XP_048583669.1, XP_048588026.1, XP_048589591.1, XP_048590448.1, XP_048589585.1, XP_048586644.1, XP_048583900.1
OG0000469	XP_028518010.1	XP_032229951.2
OG0000470	XP_028518239.1, XP_028516822.1	XP_032223551.2, XP_032222562.1
OG0000471	XP_020906057.2	XP_048590605.1, XP_048590607.1, XP_048590606.1, XP_048590604.1, XP_048590599.1
OG0000472	XP_020907390.1	XP_001630129.1, XP_001630130.1
OG0000472	XP_020906426.1	XP_001636866.1
OG0000473	XP_020906959.1	XP_032229163.2, XP_048582553.1, XP_048580126.1, XP_032237032.2, XP_048582612.1, XP_048582614.1, XP_032231780.2, XP_048586937.1, XP_048587466.1
OG0000474	XP_020907748.1	XP_032227119.2, XP_048588808.1
OG0000474	XP_028513047.1	XP_001631491.1
OG0000474	XP_020907753.1	XP_032227124.2
OG0000475	XP_028517846.1, XP_028517641.1, XP_020910787.1, XP_020913644.1	XP_048577084.1, XP_048576424.1, XP_048576425.1, XP_048577121.1, XP_048577116.1, XP_032238935.2, XP_032225907.2, XP_032220503.2
OG0000476	XP_020912748.1	XP_032236514.2
OG0000476	XP_020911490.1, XP_020915312.1, XP_028514754.1, XP_020915890.1, XP_020912749.1, XP_020911976.1, XP_028519010.1, XP_020912778.1, XP_028516099.1	XP_032238854.2
OG0000478	XP_020914704.1	XP_032228206.2
OG0000479	XP_028518696.1	XP_048587568.1
OG0000479	XP_020914933.1, XP_020914951.1, XP_020914908.1	XP_048587086.1, XP_048587084.1, XP_001635389.2, XP_048587755.1
OG0000480	XP_020914987.1, XP_028517917.1	XP_048589527.1
OG0000481	XP_020917657.1	XP_048579179.1
OG0000481	XP_020917447.2	XP_048580254.1
OG0000481	XP_028514447.1	XP_032239535.2
OG0000483	XP_028517968.1	XP_032242112.1, XP_032238287.2, XP_032223262.1, XP_032232580.1, XP_048580661.1, XP_032242777.2, XP_032237096.1, XP_032229018.2, XP_032240309.2, XP_048578665.1, XP_032217741.1, XP_048585522.1, XP_032242888.2
OG0000500	XP_020896003.1, XP_028519376.1, XP_028516787.1, XP_020892137.1, XP_020907957.1, XP_020893185.1, XP_028517339.1	XP_001637557.2, XP_048588210.1, XP_032238853.2, XP_048586669.1, XP_048582902.1, XP_048577093.1, XP_048589293.1
OG0000501	XP_020900435.1, XP_020900015.1, XP_020904565.1, XP_020900971.1, XP_028512718.1, XP_020915302.1, XP_020892542.2, XP_020892531.1, XP_028519113.1, XP_028519618.1, XP_028519114.1, XP_020892552.2	XP_048586879.1, XP_048586885.1
OG0000502	XP_020911489.1, XP_020894798.1	XP_048586060.1, XP_032229176.2, XP_048576496.1, XP_048579360.1, XP_048580431.1, XP_032233374.1, XP_032228580.2, XP_032233373.1
OG0000502	XP_020895533.2	XP_032240284.2, XP_048580358.1, XP_032233372.1
OG0000503	XP_020894948.2	XP_001625356.3
OG0000503	XP_028513342.1	XP_032228671.1
OG0000503	XP_020903043.2	XP_032235759.2
OG0000504	XP_028514053.1, XP_028514058.1, XP_020912929.2, XP_028514128.1, XP_020896869.1, XP_020896940.1, XP_020895315.1, XP_028517416.1, XP_020897418.1, XP_028514104.1, XP_028514105.1, XP_020897534.1, XP_028514106.1	XP_032223250.2, XP_032223072.2
OG0000505	XP_028513492.1	XP_048584839.1
OG0000505	XP_020906610.2	XP_048585590.1
OG0000505	XP_020908970.1	XP_048585076.1
OG0000505	XP_020895537.1	XP_048584805.1
OG0000505	XP_028513502.1	XP_048584728.1
OG0000507	XP_028513143.1, XP_020896625.1, XP_020896901.1	XP_032236843.2
OG0000507	XP_028518416.1	XP_048576473.1, XP_032231037.1
OG0000508	XP_020896731.1	XP_032218790.1
OG0000510	XP_028519482.1, XP_028519473.1	XP_032234900.2
OG0000510	XP_028514160.1	XP_001638012.3
OG0000510	XP_020899268.1, XP_020900618.1, XP_020897323.2, XP_020907674.1	XP_032230961.2
OG0000512	XP_020905713.1, XP_028515509.1, XP_020905699.2, XP_028516276.1, XP_028516428.1, XP_028515361.1, XP_020902175.1, XP_020915044.1, XP_020898515.1, XP_020915055.1, XP_020906644.1	XP_048587106.1, XP_032241982.1, XP_048584132.1, XP_032231651.1
OG0000514	XP_028517392.1, XP_028517401.1, XP_020909023.1, XP_028517389.1, XP_020903730.1, XP_020899493.1	XP_048584321.1
OG0000515	XP_028515228.1	XP_048578994.1
OG0000515	XP_020911063.1	XP_001625606.2
OG0000515	XP_028519340.1	XP_048579875.1
OG0000516	XP_020903537.1, XP_020915459.1, XP_020908735.1, XP_020911406.1, XP_028516936.1, XP_020903249.2	XP_001630048.2, XP_001630047.3
OG0000517	XP_020904317.1	XP_032230483.2
OG0000517	XP_020901899.1	XP_032228503.2
OG0000517	XP_020903771.1	XP_001626962.2
OG0000518	XP_020909717.1	XP_032235662.2
OG0000518	XP_028515046.1	XP_001641690.2
OG0000518	XP_020902061.1	XP_001641806.3
OG0000519	XP_020902663.1	XP_032222184.1, XP_001628133.2
OG0000520	XP_020904221.1	XP_032238652.2
OG0000520	XP_028516223.1	XP_048580710.1
OG0000520	XP_020902770.1	XP_048578555.1, XP_032238870.2
OG0000521	XP_020902823.1	XP_048578974.1
OG0000522	XP_020909061.1	XP_032224841.2, XP_048587509.1, XP_032225312.2, XP_032238827.2, XP_048575717.1
OG0000522	XP_028513816.1, XP_028515684.1	XP_032227553.1
OG0000523	XP_020904040.1	XP_001633119.3
OG0000524	XP_020904464.1	XP_048583858.1, XP_048583650.1, XP_048584469.1, XP_048583297.1, XP_048583300.1, XP_048586671.1, XP_048578547.1, XP_048583477.1, XP_048579074.1, XP_048575658.1, XP_048589085.1, XP_048580743.1, XP_048578627.1, XP_048590254.1
OG0000525	XP_028516897.1	XP_048576662.1
OG0000526	XP_020908001.1	XP_048588583.1
OG0000526	XP_020908093.1	XP_048589019.1, XP_048588215.1, XP_032232433.1, XP_048588218.1, XP_048588788.1
OG0000526	XP_028515757.1	XP_032243179.2
OG0000527	XP_020909756.1	XP_032237424.2
OG0000528	XP_020912939.1, XP_020912886.1, XP_020912915.2	XP_048586968.1, XP_048587814.1, XP_048587813.1, XP_048587614.1
OG0000529	XP_020916594.1, XP_028519450.1, XP_020916593.1, XP_028519449.1, XP_028519445.1, XP_020916544.1	XP_048578766.1, XP_048578577.1
OG0000557	XP_028512490.1, XP_028512491.1, XP_020891825.1, XP_020891806.2, XP_020891808.1	XP_048580419.1, XP_048576340.1, XP_032240506.2, XP_001629046.2, XP_048576031.1
OG0000558	XP_020891973.1	XP_032221860.1
OG0000558	XP_020896795.1, XP_020911352.1	XP_001642078.3
OG0000558	XP_020911275.1	XP_048579054.1
OG0000558	XP_020902724.1	XP_001642079.3
OG0000559	XP_020892374.1	XP_048581380.1, XP_048587476.1, XP_032234755.1, XP_032230168.2, XP_032226233.2, XP_001636292.3
OG0000560	XP_020892779.1	XP_048581416.1
OG0000560	XP_020892778.1	XP_048584790.1, XP_048584599.1, XP_048581072.1, XP_048588156.1, XP_048583678.1, XP_048586086.1, XP_048581980.1, XP_048582232.1, XP_032232018.2
OG0000561	XP_020893153.1, XP_020909981.1	XP_001636593.2
OG0000561	XP_020917426.1	XP_001622423.1
OG0000562	XP_020893196.1, XP_020906034.1, XP_020905718.1	XP_032230717.1, XP_032218797.1
OG0000563	XP_028513375.1	XP_048588434.1
OG0000563	XP_028518456.1	XP_048583704.1
OG0000563	XP_020914109.1, XP_020893553.1	XP_048582661.1, XP_048590726.1, XP_048576982.1, XP_048581665.1
OG0000564	XP_020899010.1, XP_020902090.1, XP_020893720.1	XP_032231262.2
OG0000564	XP_020898235.1, XP_028515062.1, XP_028512808.1, XP_020902392.1, XP_020900481.1	XP_001635404.1, XP_032237494.2, XP_032218534.1, XP_048590650.1
OG0000565	XP_020901466.1	XP_032221034.2
OG0000565	XP_020900562.1	XP_001628201.2
OG0000565	XP_020893831.1	XP_032225883.2, XP_032238515.1
OG0000565	XP_020909721.1	XP_032236757.2, XP_032220454.2
OG0000565	XP_020909727.1	XP_048582019.1
OG0000566	XP_020901464.1	XP_032242907.1
OG0000566	XP_028513382.1, XP_020895122.1	XP_032232391.1
OG0000568	XP_020895673.1	XP_032241688.2, XP_001635335.2, XP_001635377.2, XP_032236883.2, XP_032237040.2
OG0000569	XP_028514901.1	XP_048580304.1, XP_032221847.2
OG0000570	XP_020897120.1	XP_032240583.1
OG0000570	XP_020896000.1	XP_032243176.2
OG0000571	XP_020897094.1	XP_001624649.1
OG0000572	XP_028513973.1, XP_020897205.1, XP_020904310.1	XP_001627061.3
OG0000573	XP_020897215.1, XP_028513515.1	XP_048586635.1, XP_048582207.1, XP_048586230.1
OG0000574	XP_020898000.1, XP_020912425.2, XP_020907737.1, XP_028516867.1, XP_020907735.1	XP_048577198.1, XP_048577190.1, XP_032237566.2, XP_048589307.1, XP_048589711.1, XP_048587665.1, XP_048579631.1, XP_032232744.2, XP_032231629.1
OG0000575	XP_020914709.1	XP_001636704.1
OG0000575	XP_020898068.1	XP_048585073.1, XP_032223077.2
OG0000575	XP_020907734.1	XP_032228087.2
OG0000576	XP_020898101.1, XP_028513220.1, XP_028515617.1, XP_020903014.1, XP_028515616.1, XP_028515618.1, XP_028515476.1, XP_028517298.1, XP_020902529.2, XP_028515508.1	XP_048580773.1
OG0000577	XP_020899470.1	XP_048585332.1
OG0000577	XP_020899584.1	XP_032240595.1
OG0000577	XP_028517366.1	XP_048586172.1
OG0000578	XP_020900993.1, XP_020901004.1	XP_048585250.1, XP_048585133.1, XP_001625364.2, XP_001641331.1
OG0000580	XP_020901808.1, XP_020909297.1	XP_048575377.1
OG0000581	XP_020901883.1, XP_020910258.1, XP_020901896.1	XP_001637390.1, XP_001639531.2, XP_001637222.2, XP_048589883.1
OG0000582	XP_020903467.2, XP_020903461.2, XP_020903468.1, XP_020903489.1, XP_028515711.1	XP_032220758.2, XP_032220575.2, XP_048584316.1
OG0000583	XP_020903856.1, XP_020903857.1	XP_032240188.1
OG0000583	XP_020916667.1	XP_001633435.2
OG0000583	XP_020903778.1	XP_001634238.1
OG0000584	XP_020905447.1, XP_020905458.1, XP_020910409.1, XP_020905446.2, XP_020905443.1, XP_020905457.1, XP_020905453.1, XP_020905441.1, XP_028513975.1	XP_048587309.1, XP_001627905.3
OG0000585	XP_020906669.1	XP_048587513.1
OG0000586	XP_028515797.1	XP_032232575.2
OG0000586	XP_028515831.1	XP_048588136.1
OG0000586	XP_020907994.1	XP_032218633.1
OG0000587	XP_020908414.1, XP_020916363.1, XP_020916439.1, XP_028519390.1, XP_028519441.1	XP_048584084.1
OG0000587	XP_028518904.1	XP_048583811.1
OG0000588	XP_020917102.1	XP_048583064.1
OG0000588	XP_028517326.1, XP_020909119.1, XP_020909120.1	XP_048582405.1, XP_001629497.1, XP_048577127.1, XP_032236522.2, XP_032236500.1
OG0000589	XP_028515174.1	XP_048588872.1, XP_048584683.1, XP_032226309.2, XP_048590584.1
OG0000590	XP_020910413.2	XP_048587710.1
OG0000590	XP_028517050.1	XP_048587247.1, XP_048575562.1, XP_048575548.1, XP_048575556.1, XP_032227271.2
OG0000591	XP_028519759.1	XP_001641568.1
OG0000591	XP_028519627.1, XP_020917049.1, XP_020917047.1, XP_020917050.1	XP_032238340.2, XP_001636850.3
OG0000593	XP_020913249.2	XP_032220419.1
OG0000594	XP_020913929.1, XP_020913888.1	XP_001635507.1
OG0000595	XP_028514118.1, XP_020913977.1, XP_028515694.1, XP_028513648.1	XP_032230760.2, XP_048587724.1, XP_048587689.1, XP_032220954.2
OG0000596	XP_020915122.1	XP_048585525.1, XP_048575303.1
OG0000597	XP_020915185.1	XP_048587478.1, XP_048580041.1, XP_032242465.2, XP_048579103.1
OG0000597	XP_028518032.1	XP_048576414.1
OG0000600	XP_028518809.1	XP_032239859.2
OG0000601	XP_028519128.1	XP_048588899.1
OG0000636	XP_020910964.2, XP_020904100.2, XP_020910956.2, XP_028517883.1, XP_028517880.1, XP_020910958.1, XP_020896316.1, XP_020901857.1, XP_020900203.1, XP_028514804.1, XP_020891949.1, XP_020900214.1	XP_001630952.2
OG0000639	XP_028514289.1, XP_028516758.1, XP_020898033.1, XP_020893551.1, XP_020914299.1	XP_048588052.1, XP_032231983.1
OG0000640	XP_020893666.1	XP_001630992.3
OG0000642	XP_020904847.1	XP_048584198.1
OG0000642	XP_028513440.1, XP_020915001.1	XP_048581027.1
OG0000642	XP_020897328.1, XP_020893731.2	XP_032229694.1
OG0000643	XP_020893798.1, XP_020893802.1	XP_032231756.2, XP_048577055.1
OG0000644	XP_020906164.1	XP_032241636.2
OG0000644	XP_020896198.1	XP_032218918.2
OG0000644	XP_020894081.1	XP_001633448.2
OG0000644	XP_020895481.2	XP_001624991.2
OG0000645	XP_020900990.1, XP_020900980.1	XP_032238162.1, XP_032238136.2
OG0000645	XP_020894524.1	XP_048582306.1
OG0000646	XP_020906234.1, XP_020906127.1, XP_020894950.1, XP_020905868.1	XP_001625746.2, XP_032233877.2
OG0000647	XP_020895370.1	XP_001628345.3, XP_032232340.2
OG0000648	XP_028513521.1, XP_020895521.1	XP_001620657.2
OG0000648	XP_020903568.1, XP_028515756.1, XP_020897365.1	XP_048590305.1
OG0000648	XP_028517148.1	XP_001642017.2
OG0000649	XP_020909037.2, XP_020909019.1	XP_032237300.1, XP_048586305.1, XP_032237248.1
OG0000649	XP_028519745.1, XP_028519744.1, XP_020895818.1	XP_032222129.2
OG0000650	XP_028513149.1, XP_028516345.1, XP_028517453.1	XP_048576075.1, XP_032239885.2
OG0000651	XP_020915759.1	XP_048587535.1
OG0000651	XP_020910265.1	XP_048590130.1
OG0000652	XP_020909230.1, XP_020909232.1	XP_001640593.2
OG0000652	XP_020896257.1	XP_001640282.2
OG0000653	XP_020902369.1	XP_032241018.2
OG0000653	XP_020908063.2, XP_020908071.1	XP_032230972.2
OG0000653	XP_020896833.1, XP_020896832.1, XP_020896830.1	XP_032237192.2, XP_001622874.2
OG0000655	XP_028515994.1	XP_048583857.1, XP_048583646.1, XP_048579073.1
OG0000655	XP_020897433.1, XP_028515566.1, XP_028516260.1, XP_028519461.1	XP_032242468.2
OG0000658	XP_020898535.1, XP_028514387.1, XP_020898539.1	XP_032242514.2
OG0000658	XP_020898540.1, XP_020898537.1, XP_028518507.1, XP_020906332.1, XP_028516461.1, XP_020906312.1, XP_020906318.1, XP_020906333.1	XP_048588088.1
OG0000659	XP_020898609.1, XP_020911584.1, XP_020902830.1	XP_048578870.1
OG0000660	XP_028517600.1, XP_020898751.1, XP_020910014.2, XP_020910015.1, XP_020910079.2, XP_020899801.1, XP_028517616.1, XP_020910077.1, XP_020898750.2, XP_020902602.1	XP_001632737.2
OG0000661	XP_028519388.1	XP_048589975.1
OG0000661	XP_028515416.1, XP_028514747.1, XP_028517857.1	XP_048587483.1
OG0000663	XP_020900455.1	XP_032238029.2
OG0000663	XP_020902707.1	XP_048578556.1
OG0000663	XP_020902711.1	XP_048578987.1
OG0000665	XP_020901657.1	XP_048589477.1, XP_048578638.1, XP_048587830.1, XP_048588535.1, XP_048576553.1, XP_048590552.1
OG0000666	XP_020902096.1, XP_028516224.1	XP_001629791.2
OG0000667	XP_020902120.1	XP_032221892.2, XP_032232655.2, XP_048586329.1, XP_048586565.1, XP_032222040.1, XP_048581755.1, XP_032228392.1, XP_048587651.1, XP_048576408.1, XP_048576406.1, XP_048576407.1, XP_048576404.1
OG0000668	XP_020903645.1	XP_001627337.3
OG0000668	XP_020902654.1, XP_028518597.1	XP_032222863.1
OG0000670	XP_020904144.1, XP_020915251.1	XP_032242138.1, XP_032242192.2, XP_001637471.3
OG0000671	XP_020917304.1	XP_032225449.2
OG0000671	XP_020904285.1	XP_032235114.2
OG0000672	XP_020904579.1	XP_001636365.3
OG0000672	XP_028516016.1, XP_028516478.1, XP_028516019.1	XP_032235568.2, XP_048587021.1
OG0000673	XP_028516290.1	XP_032228943.1
OG0000673	XP_020905392.1, XP_020915653.1	XP_032226520.2, XP_032225977.2, XP_032232082.2, XP_048588174.1, XP_048588896.1, XP_048578032.1
OG0000674	XP_020906724.1	XP_032226350.1, XP_032233032.2
OG0000674	XP_020906835.1	XP_001623382.1
OG0000675	XP_028519705.1, XP_028516778.1, XP_020907411.1, XP_020907393.1, XP_020907402.1, XP_020907395.1	XP_032231494.1
OG0000676	XP_020907871.1	XP_001634124.1
OG0000676	XP_020912892.1	XP_032236197.2
OG0000677	XP_028517220.1	XP_048588376.1
OG0000677	XP_020908768.1	XP_032218530.1
OG0000677	XP_028517224.1, XP_028517225.1	XP_048588379.1
OG0000678	XP_020909868.1	XP_048578798.1
OG0000678	XP_020909869.1	XP_032219531.1
OG0000682	XP_020911738.2	XP_048589816.1
OG0000684	XP_028518683.1	XP_032236685.2
OG0000684	XP_028515789.1	XP_048584694.1
OG0000684	XP_020914147.1	XP_032220628.2
OG0000684	XP_028519150.1	XP_048585546.1
OG0000685	XP_028514540.1	XP_032235776.2
OG0000685	XP_028519417.1	XP_048586283.1
OG0000685	XP_020914226.1	XP_032236956.1
OG0000686	XP_020916813.2	XP_032241562.2
OG0000686	XP_020917128.2, XP_020917051.1, XP_020917032.2	XP_032241500.2, XP_048575720.1, XP_032242698.2
OG0000688	XP_020917397.1	XP_001629322.1
OG0000688	XP_020917731.1	XP_001636572.1
OG0000689	XP_028517075.1, XP_020917403.1, XP_028517483.1	XP_048583377.1, XP_032226757.2
