Orthogroup	aip_longest_isoforms	xenia_longest_isoforms
OG0000166	XP_020904122.1	Xe_010416-T1, Xe_010434-T1, Xe_010491-T1, Xe_010456-T1, Xe_010417-T1, Xe_028259-T1, Xe_028446-T1, Xe_028427-T1, Xe_010502-T1, Xe_010442-T1, Xe_010419-T1, Xe_010496-T1, Xe_025909-T1, Xe_010428-T1, Xe_010432-T1, Xe_010468-T1, Xe_010424-T1, Xe_028397-T1, Xe_010480-T1, Xe_028419-T1, Xe_010452-T1, Xe_028330-T1, Xe_028315-T1, Xe_010465-T1, Xe_028312-T1, Xe_028302-T1
OG0000167	XP_028518815.1, XP_028518449.1, XP_020916895.1, XP_028518811.1, XP_028518279.1, XP_020904558.1, XP_020904559.2, XP_028518390.1, XP_020912726.1, XP_028515180.1	Xe_015085-T1, Xe_003690-T1, Xe_015082-T1, Xe_015079-T1, Xe_015083-T1, Xe_026780-T1, Xe_015081-T1, Xe_015078-T1, Xe_005563-T1, Xe_015086-T1
OG0000168	XP_020905860.2, XP_020914493.1, XP_028513421.1, XP_028514687.1	Xe_009196-T1
OG0000169	XP_028518568.1	Xe_028989-T1
OG0000169	XP_028516786.1	Xe_006794-T1, Xe_028580-T1, Xe_019410-T1, Xe_025837-T1, Xe_006668-T1, Xe_006660-T1, Xe_006553-T1, Xe_006495-T1, Xe_008699-T1, Xe_027114-T1, Xe_006522-T1, Xe_026175-T1, Xe_028618-T1, Xe_019725-T1, Xe_023989-T1, Xe_017377-T1, Xe_026174-T1, Xe_025206-T1, Xe_025207-T1, Xe_013257-T1, Xe_004060-T1, Xe_024059-T1, Xe_026844-T1, Xe_026674-T1
OG0000174	XP_020894063.1, XP_020909861.1, XP_020893302.1	Xe_029133-T1
OG0000181	XP_028516791.1, XP_028519418.1, XP_020903270.1, XP_020898128.1, XP_020897887.1, XP_020911425.1, XP_020891878.1, XP_028513247.1, XP_028519228.1, XP_020903271.1, XP_028514237.1	Xe_025654-T1
OG0000182	XP_028515545.1, XP_020892711.1, XP_020892708.1, XP_020917325.1, XP_028516529.1, XP_020901097.1, XP_020906365.1	Xe_008166-T1
OG0000183	XP_020893917.1, XP_020907821.2, XP_020907817.1, XP_020907828.1	Xe_010574-T1
OG0000184	XP_028518737.1, XP_028518209.1, XP_020914293.1, XP_028516078.1, XP_028519017.1, XP_028518992.1, XP_028518706.1, XP_028514378.1, XP_020913747.1, XP_028518712.1, XP_020893986.1, XP_020904703.1, XP_020905057.1, XP_020900519.2, XP_020911587.2, XP_028514382.1, XP_020898505.2, XP_020913814.1, XP_028514500.1, XP_020913152.1, XP_028516695.1, XP_020913778.2, XP_020905056.1, XP_020913762.2	Xe_017784-T1
OG0000185	XP_020901425.1, XP_028518785.1, XP_020914010.2, XP_020904668.2	Xe_024916-T1
OG0000195	XP_020898601.1, XP_020892246.1, XP_020910058.1, XP_020912994.1, XP_028514631.1, XP_020906394.1, XP_020895954.1, XP_020913820.1, XP_020899945.2, XP_020900351.1, XP_020911532.1	Xe_025508-T1
OG0000196	XP_020897227.1	Xe_023585-T1, Xe_023593-T1, Xe_023586-T1, Xe_023576-T1, Xe_023569-T1, Xe_023592-T1, Xe_023589-T1, Xe_023594-T1
OG0000198	XP_020906322.1	Xe_018161-T1, Xe_022619-T1, Xe_017940-T1, Xe_024444-T1, Xe_019538-T1, Xe_022620-T1, Xe_017939-T1, Xe_006188-T1, Xe_006493-T1, Xe_020433-T1, Xe_006183-T1, Xe_001652-T1, Xe_026549-T1, Xe_025483-T1, Xe_020434-T1, Xe_006187-T1, Xe_022621-T1, Xe_017938-T1, Xe_006492-T1, Xe_024443-T1
OG0000199	XP_020906975.1	Xe_022831-T1, Xe_023222-T1, Xe_022910-T1, Xe_023180-T1, Xe_023198-T1, Xe_023185-T1, Xe_023098-T1, Xe_022957-T1, Xe_023208-T1, Xe_022965-T1, Xe_023007-T1, Xe_023022-T1, Xe_022981-T1, Xe_022842-T1, Xe_022971-T1, Xe_022954-T1, Xe_022863-T1, Xe_023139-T1, Xe_023234-T1, Xe_023223-T1, Xe_023220-T1, Xe_023084-T1
OG0000200	XP_020907956.1	Xe_022507-T1, Xe_026114-T1, Xe_021016-T1, Xe_020996-T1, Xe_021029-T1, Xe_017475-T1, Xe_016372-T1, Xe_026116-T1, Xe_021015-T1, Xe_027762-T1, Xe_017953-T1, Xe_021114-T1, Xe_018369-T1, Xe_015283-T1, Xe_025446-T1, Xe_026962-T1, Xe_027020-T1, Xe_018250-T1, Xe_027534-T1, Xe_010613-T1, Xe_006534-T1, Xe_027054-T1, Xe_006405-T1, Xe_023773-T1
OG0000202	XP_028515692.1	Xe_006106-T1, Xe_026782-T1
OG0000215	XP_020898265.1, XP_020899644.1, XP_020904283.1, XP_020917211.1	Xe_026345-T1
OG0000215	XP_028515840.1, XP_020908704.2, XP_020895331.1	Xe_003650-T1, Xe_026063-T1
OG0000215	XP_020897210.1, XP_020908948.1, XP_028516698.1, XP_028517680.1	Xe_009560-T1
OG0000216	XP_020895851.2	Xe_026386-T1, Xe_001530-T1
OG0000216	XP_020911487.1, XP_020900799.1, XP_020910275.1, XP_028515637.1, XP_028513978.1	Xe_024461-T1
OG0000217	XP_028515929.1, XP_028516788.1	Xe_018274-T1
OG0000217	XP_020909541.1	Xe_025968-T1, Xe_025294-T1, Xe_017641-T1, Xe_018276-T1, Xe_025938-T1, Xe_017914-T1
OG0000217	XP_020897308.2, XP_020906540.1, XP_020915212.2, XP_028517429.1	Xe_018275-T1
OG0000219	XP_020898871.1	Xe_020308-T1, Xe_020222-T1, Xe_020154-T1, Xe_027479-T1, Xe_020299-T1, Xe_020255-T1, Xe_020264-T1, Xe_020168-T1, Xe_020209-T1, Xe_020818-T1, Xe_020804-T1, Xe_020246-T1, Xe_020183-T1, Xe_020223-T1, Xe_020304-T1, Xe_020208-T1, Xe_020208-T2, Xe_020181-T1, Xe_020287-T1, Xe_022675-T1, Xe_020205-T1
OG0000221	XP_028512578.1	Xe_023942-T1, Xe_026824-T1, Xe_026873-T1
OG0000221	XP_020902084.1, XP_020900511.2	Xe_026865-T1, Xe_026443-T1, Xe_025058-T1, Xe_011064-T1, Xe_001817-T1, Xe_026871-T1, Xe_024134-T1, Xe_023920-T1, Xe_001013-T1, Xe_025057-T1, Xe_013432-T1, Xe_027272-T1, Xe_015188-T1, Xe_026392-T1, Xe_010230-T1, Xe_024108-T1, Xe_006856-T1, Xe_025537-T1
OG0000222	XP_028516023.1, XP_020903521.2	Xe_009218-T1, Xe_009233-T1, Xe_009213-T1, Xe_009237-T1
OG0000224	XP_028516017.1, XP_028519355.1, XP_028517582.1, XP_020906331.2, XP_028519346.1, XP_020916260.1, XP_020917808.2, XP_028512777.1, XP_020909976.2, XP_028519358.1, XP_028519356.1, XP_028517748.1, XP_020910250.1, XP_028518709.1	Xe_007895-T1, Xe_007894-T1
OG0000225	XP_020913159.1	Xe_024037-T1, Xe_024034-T1, Xe_018813-T1, Xe_018799-T1, Xe_018809-T1, Xe_018825-T1, Xe_018846-T1, Xe_018835-T1, Xe_018797-T1, Xe_018795-T1, Xe_018801-T1, Xe_018826-T1, Xe_018807-T1, Xe_018804-T1, Xe_018836-T1, Xe_018847-T1, Xe_018831-T1, Xe_018841-T1, Xe_018798-T1, Xe_018827-T1, Xe_018810-T1
OG0000226	XP_028513812.1	Xe_023191-T1, Xe_023042-T1, Xe_022897-T1, Xe_023082-T1, Xe_022979-T1, Xe_023044-T1, Xe_022882-T1, Xe_022935-T1, Xe_023013-T1, Xe_022847-T1, Xe_023195-T1, Xe_022885-T1, Xe_023000-T1, Xe_022835-T1, Xe_022980-T1, Xe_023026-T1, Xe_022969-T1, Xe_022820-T1, Xe_022930-T1, Xe_022833-T1, Xe_023183-T1
OG0000234	XP_020915241.1, XP_020915371.2, XP_028514098.1, XP_020893670.2, XP_020892433.1	Xe_015322-T1
OG0000235	XP_020893155.1, XP_020905336.1, XP_020898998.1, XP_020898955.1, XP_028514622.1, XP_020914753.1, XP_028514621.1, XP_028519641.1, XP_028514629.1, XP_020899578.1, XP_020892651.1, XP_020899579.1	Xe_012141-T1
OG0000236	XP_020907135.1, XP_020892673.1, XP_020907122.1, XP_020907271.1, XP_020898010.1	Xe_014312-T1
OG0000238	XP_020899844.1, XP_028514709.1	Xe_019327-T1, Xe_028111-T1
OG0000239	XP_028519094.1	Xe_027046-T1, Xe_028462-T1
OG0000239	XP_020910827.1, XP_028513986.1, XP_028515742.1	Xe_011643-T1, Xe_026156-T1
OG0000241	XP_020909539.1	Xe_029029-T1, Xe_019589-T1, Xe_009801-T1
OG0000242	XP_020914198.1, XP_028515220.1	Xe_022450-T1, Xe_022456-T1, Xe_022464-T1, Xe_028736-T1, Xe_022467-T1, Xe_028674-T1, Xe_022454-T1, Xe_022457-T1, Xe_022466-T1, Xe_022469-T1, Xe_023922-T1, Xe_022462-T1, Xe_007068-T1, Xe_001335-T1, Xe_001563-T1, Xe_023924-T1, Xe_028672-T1, Xe_028638-T1, Xe_028586-T1
OG0000243	XP_028514099.1	Xe_019218-T1, Xe_018974-T1, Xe_019228-T1, Xe_019123-T1, Xe_019031-T1, Xe_019109-T1, Xe_019007-T1, Xe_018913-T1, Xe_029006-T1, Xe_019046-T1, Xe_018987-T1, Xe_019087-T1, Xe_019085-T1, Xe_019098-T1, Xe_018981-T1, Xe_019050-T1, Xe_018973-T1, Xe_019130-T1, Xe_019032-T1, Xe_019111-T1, Xe_019089-T1, Xe_018985-T1
OG0000244	XP_028514202.1, XP_028517625.1	Xe_026147-T1, Xe_006304-T1, Xe_011672-T1, Xe_008739-T1, Xe_011671-T1, Xe_006268-T1, Xe_024515-T1, Xe_026163-T1, Xe_026502-T1, Xe_006267-T1, Xe_018044-T1, Xe_018045-T1, Xe_026005-T1, Xe_003473-T1, Xe_018015-T1, Xe_000664-T1, Xe_015193-T1, Xe_014563-T1
OG0000245	XP_028516339.1, XP_028515388.1	Xe_006233-T1, Xe_003662-T1, Xe_024758-T1, Xe_006253-T1, Xe_008999-T1, Xe_003661-T1, Xe_025840-T1, Xe_024756-T1, Xe_019137-T1, Xe_026353-T1, Xe_021058-T1, Xe_026432-T1, Xe_023204-T1, Xe_017755-T1, Xe_023916-T1, Xe_011066-T1, Xe_000319-T1
OG0000256	XP_020912518.1, XP_020892199.1, XP_028516851.1, XP_020916687.1, XP_020898085.1, XP_020894795.2, XP_020897186.1	Xe_012705-T1
OG0000257	XP_020913118.1, XP_020896923.1, XP_020896799.1, XP_020896924.1, XP_020917666.1, XP_020899546.1, XP_020916527.1, XP_020893577.1, XP_020906583.1, XP_020894113.1	Xe_021910-T1
OG0000260	XP_020912368.1, XP_020913286.1, XP_020913269.1, XP_020904113.1, XP_020898215.1, XP_020904963.1, XP_020913831.2	Xe_022810-T1, Xe_008663-T1, Xe_013576-T1, Xe_013575-T1, Xe_013574-T1, Xe_022809-T1, Xe_008664-T1, Xe_008662-T1, Xe_022811-T1
OG0000261	XP_020899851.1, XP_020913509.1, XP_020905455.1	Xe_005619-T1
OG0000261	XP_020899850.1, XP_028512470.1	Xe_005621-T1
OG0000262	XP_020900197.1, XP_028514797.1, XP_020909245.1	Xe_012448-T1
OG0000263	XP_020901597.1	Xe_002569-T1
OG0000263	XP_020906120.2, XP_020901587.1	Xe_018526-T1, Xe_018512-T1, Xe_022474-T1, Xe_018524-T1, Xe_018533-T1, Xe_018516-T1, Xe_018504-T1, Xe_018530-T1, Xe_018510-T1, Xe_018536-T1, Xe_018520-T1, Xe_022473-T1, Xe_018506-T1
OG0000265	XP_020917365.1, XP_020911950.1, XP_020911955.1, XP_028516626.1	Xe_000480-T1, Xe_000482-T1, Xe_000481-T1
OG0000266	XP_028518941.1, XP_020916296.2, XP_028517312.1, XP_020914891.2	Xe_015345-T1, Xe_015539-T1, Xe_015344-T1, Xe_015534-T1, Xe_015532-T1, Xe_015537-T1, Xe_015531-T1, Xe_015535-T1, Xe_015536-T1, Xe_015538-T1, Xe_015530-T1, Xe_015533-T1, Xe_015540-T1
OG0000273	XP_020915224.1, XP_028515631.1, XP_020910819.1, XP_020914458.1, XP_028516987.1, XP_020891857.1	Xe_006471-T1
OG0000274	XP_020905167.1, XP_020899437.1, XP_020899440.1, XP_020904640.1, XP_020899438.1, XP_020908218.1, XP_020892100.1, XP_020916456.1, XP_020902435.1, XP_020902439.1, XP_020902438.1	Xe_021721-T1
OG0000276	XP_028513151.1, XP_020894131.1, XP_020894133.1, XP_020897759.1, XP_028515210.1, XP_020896572.1, XP_020910935.1, XP_028517879.1	Xe_014580-T1, Xe_014579-T1
OG0000277	XP_020896207.1, XP_020910673.1, XP_020896209.2, XP_028513679.1, XP_028516792.1, XP_028513681.1, XP_020896223.1, XP_028513698.1, XP_020896208.1, XP_020901913.1	Xe_002459-T1
OG0000278	XP_020898528.1	Xe_003974-T1
OG0000279	XP_020900177.2	Xe_027594-T2, Xe_027502-T1
OG0000280	XP_020901263.1, XP_028519119.1	Xe_028939-T1
OG0000281	XP_020902909.1, XP_020914804.1	Xe_020870-T1, Xe_020849-T1, Xe_028690-T1, Xe_028593-T1, Xe_020871-T1, Xe_020848-T1, Xe_020866-T1, Xe_020864-T1, Xe_020840-T1, Xe_020860-T1, Xe_028689-T1, Xe_028594-T1, Xe_028653-T1, Xe_020844-T1, Xe_020842-T1
OG0000282	XP_028516911.1	Xe_022471-T1, Xe_010227-T1, Xe_010845-T1, Xe_022422-T1, Xe_010850-T1, Xe_010229-T1, Xe_010239-T1, Xe_010844-T1, Xe_010853-T1, Xe_010236-T1, Xe_010246-T1, Xe_010244-T1, Xe_010840-T1, Xe_010851-T1, Xe_010843-T1, Xe_010248-T1, Xe_010854-T1, Xe_010243-T1
OG0000294	XP_020893059.1	Xe_020079-T1
OG0000294	XP_020916498.1, XP_020901517.1, XP_020916414.1, XP_020905102.1, XP_020905101.1	Xe_018791-T1, Xe_020081-T1, Xe_018295-T1, Xe_018794-T1
OG0000296	XP_020916740.1	Xe_026887-T1, Xe_028928-T1
OG0000296	XP_020903886.1, XP_020914294.1, XP_020914295.1, XP_020900831.2, XP_020907016.1, XP_020913144.1, XP_028514722.1, XP_028518062.1, XP_020910953.1, XP_020915114.2, XP_020917577.1, XP_028515855.1	Xe_019073-T1
OG0000296	XP_020893724.1, XP_020907021.1	Xe_018360-T1, Xe_026489-T1
OG0000298	XP_028512672.1, XP_020895111.1, XP_028512668.1, XP_028515910.1, XP_020917186.2, XP_020912114.1	Xe_014521-T1, Xe_014527-T1, Xe_014520-T1, Xe_014522-T1
OG0000299	XP_020912010.1, XP_020912356.1, XP_028517003.1, XP_020908960.1, XP_028515362.1, XP_020896327.1, XP_028518759.1	Xe_028992-T1, Xe_014960-T1, Xe_018465-T1, Xe_015314-T1
OG0000300	XP_020902748.2, XP_028514198.1, XP_028514401.1, XP_020900847.1, XP_028516495.1, XP_020906177.1, XP_020898548.2	Xe_015441-T1, Xe_015443-T1, Xe_015461-T1, Xe_015457-T1, Xe_015456-T1, Xe_015460-T1, Xe_013572-T1, Xe_008660-T1, Xe_013577-T1, Xe_015459-T1, Xe_015455-T1
OG0000301	XP_020898946.1, XP_020905484.1, XP_020898924.1, XP_020903587.2	Xe_021389-T1, Xe_021770-T1, Xe_021768-T1, Xe_021762-T1, Xe_028719-T1, Xe_021765-T1, Xe_022489-T1, Xe_021763-T1, Xe_028742-T1
OG0000302	XP_020903065.1	Xe_006610-T1, Xe_006629-T1, Xe_006640-T1, Xe_006622-T1, Xe_006600-T1, Xe_006606-T1, Xe_006624-T1, Xe_006608-T1, Xe_006575-T1, Xe_006599-T1, Xe_006596-T1, Xe_006603-T1, Xe_006597-T1, Xe_006576-T1
OG0000303	XP_028516101.1, XP_020905018.1, XP_020905020.1, XP_020911082.1, XP_020917853.1, XP_020905019.1, XP_020914044.1, XP_020905246.1, XP_028519737.1, XP_020917536.1	Xe_004823-T1
OG0000304	XP_028518565.1, XP_020913949.1, XP_028515658.1, XP_020908939.2	Xe_029078-T1
OG0000304	XP_020905106.1	Xe_021158-T1
OG0000307	XP_028516514.1, XP_028515094.1, XP_028514212.1	Xe_011733-T1, Xe_019049-T1, Xe_026840-T1, Xe_019053-T1, Xe_022599-T1, Xe_009614-T1, Xe_019068-T1, Xe_022973-T1, Xe_009032-T1, Xe_006881-T1, Xe_027446-T1, Xe_019002-T1, Xe_006908-T1, Xe_010712-T1
OG0000309	XP_028519491.1	Xe_023991-T1, Xe_018051-T1, Xe_028114-T1, Xe_006390-T1, Xe_017080-T1, Xe_018532-T1, Xe_024341-T1, Xe_028344-T1, Xe_017268-T1, Xe_006941-T1, Xe_006559-T1, Xe_007205-T1, Xe_018986-T1, Xe_028768-T1, Xe_021166-T1, Xe_015148-T1, Xe_007688-T1, Xe_006344-T1, Xe_006415-T1
OG0000326	XP_020895610.1, XP_020892972.1, XP_020893918.1	Xe_005258-T1, Xe_002293-T1, Xe_002298-T1, Xe_002297-T1, Xe_002302-T1, Xe_002301-T1, Xe_002294-T1, Xe_002299-T1
OG0000327	XP_020907955.1, XP_028519651.1, XP_028515165.1, XP_020893393.1, XP_020914503.1	Xe_015268-T1
OG0000327	XP_028517699.1, XP_028518442.1, XP_028519374.1	Xe_026584-T1, Xe_006793-T1, Xe_026760-T1, Xe_003139-T1, Xe_028648-T2, Xe_004242-T1, Xe_024900-T1, Xe_017512-T1
OG0000329	XP_020897311.1, XP_020913709.1, XP_020897393.1, XP_020915392.1, XP_020900846.1, XP_020915313.1, XP_020894515.1	Xe_026294-T1
OG0000331	XP_020898266.1, XP_020907428.1, XP_020916497.1, XP_020916455.1	Xe_013811-T1
OG0000333	XP_028518529.1, XP_020907808.1, XP_020911926.1, XP_020905078.2, XP_020898822.1, XP_020904105.1, XP_028519373.1	Xe_024200-T1, Xe_008843-T1
OG0000334	XP_020917371.1, XP_020899146.1, XP_028517558.1	Xe_014321-T1, Xe_024428-T1
OG0000335	XP_020899156.2, XP_020909039.1, XP_020904336.1, XP_020908717.2, XP_028517552.1	Xe_029135-T1, Xe_022660-T1, Xe_006194-T1
OG0000336	XP_028515571.1, XP_028516207.1, XP_028515587.1, XP_028515391.1, XP_020904000.1, XP_020899790.1, XP_020909058.2, XP_028517912.1, XP_020907579.1, XP_020900089.1, XP_020905892.1, XP_020916964.1, XP_028513303.1, XP_028516456.1	Xe_019790-T1
OG0000337	XP_020917204.2, XP_020901251.1, XP_020910122.1, XP_020903531.1	Xe_029110-T1
OG0000339	XP_020903543.1	Xe_001926-T1, Xe_016813-T1, Xe_016707-T1, Xe_016703-T1, Xe_016662-T1, Xe_016790-T1, Xe_016830-T1, Xe_016678-T1, Xe_016699-T1, Xe_013834-T1, Xe_016778-T1, Xe_010910-T1, Xe_016812-T1, Xe_006400-T1, Xe_016714-T1, Xe_016837-T1, Xe_016753-T1, Xe_016628-T1
OG0000340	XP_028516202.1, XP_020911599.1	Xe_024343-T1, Xe_026448-T1, Xe_001014-T1, Xe_018229-T1, Xe_024344-T1, Xe_026128-T1, Xe_006393-T1, Xe_006700-T1, Xe_020322-T1, Xe_003813-T1, Xe_020436-T1, Xe_022572-T1, Xe_026524-T1, Xe_025817-T1, Xe_026531-T1, Xe_026685-T1, Xe_018186-T1
OG0000341	XP_020912690.1, XP_020912704.1, XP_020912672.1, XP_020912673.1, XP_020912693.1, XP_020912717.1, XP_020912715.1, XP_028518398.1, XP_020912677.2, XP_020912659.1, XP_020912658.2, XP_020912657.1, XP_020912661.1, XP_028518397.1, XP_028518405.1, XP_028518406.1	Xe_009696-T1
OG0000342	XP_020917673.1, XP_020916494.1	Xe_020482-T1
OG0000343	XP_028515214.1	Xe_017160-T1, Xe_017972-T1, Xe_017941-T1, Xe_026550-T1, Xe_024445-T1, Xe_020432-T1, Xe_022618-T1, Xe_025484-T1, Xe_006184-T1, Xe_001651-T1, Xe_006189-T1, Xe_019539-T1, Xe_006494-T1, Xe_022617-T1, Xe_026551-T1, Xe_020431-T1, Xe_024446-T1
OG0000355	XP_020903612.1, XP_028512817.1, XP_020912745.1, XP_020912754.1, XP_020892831.2, XP_020912733.1	Xe_004908-T1
OG0000356	XP_028514784.1, XP_020900060.1, XP_020900061.1, XP_020900141.1, XP_020892989.1, XP_020893005.1	Xe_013914-T1, Xe_005510-T1
OG0000357	XP_020895178.1	Xe_017682-T1, Xe_017660-T1, Xe_017652-T1, Xe_017659-T2, Xe_017650-T1
OG0000358	XP_020897006.1, XP_020896884.1, XP_020896802.1, XP_020896839.1, XP_028513928.1, XP_020897007.1, XP_028513891.1, XP_020896885.1, XP_020897003.1, XP_028513877.1, XP_020897004.2	Xe_025224-T1
OG0000359	XP_020896853.1, XP_028513787.1, XP_020913826.1, XP_028513788.1, XP_020897463.1, XP_028513779.1	Xe_009748-T1, Xe_009745-T1, Xe_009743-T1
OG0000361	XP_020898205.1, XP_028514256.1, XP_028516699.1, XP_028516324.1, XP_020898204.2	Xe_021446-T1, Xe_021456-T1
OG0000362	XP_020898284.2, XP_020907081.1, XP_020915719.1, XP_020915448.1, XP_028514406.1, XP_028514294.1, XP_020900708.1, XP_020907953.1	Xe_027595-T1
OG0000363	XP_028515339.1, XP_020910414.1, XP_028515656.1, XP_020898823.1, XP_020899972.1	Xe_028829-T1
OG0000364	XP_020898921.1, XP_020917079.2	Xe_018572-T1
OG0000365	XP_020915677.1, XP_028515132.1, XP_020901472.1, XP_020901144.2	Xe_009695-T1, Xe_009694-T1, Xe_009688-T1
OG0000366	XP_028517561.1, XP_028515693.1, XP_020903356.1, XP_028515696.1	Xe_000226-T1
OG0000366	XP_020903357.2	Xe_012651-T1
OG0000366	XP_028517562.1	Xe_012650-T1
OG0000367	XP_020903473.1	Xe_002493-T1
OG0000367	XP_020911664.1	Xe_028907-T1, Xe_006584-T1, Xe_011069-T1
OG0000370	XP_028515981.1, XP_020906773.1, XP_020912870.1	Xe_000839-T2
OG0000371	XP_020908386.1, XP_020911524.1, XP_020911525.1, XP_028518894.1, XP_020908396.2, XP_028517070.1, XP_028515657.1, XP_028515653.1, XP_020909115.1, XP_028516444.1, XP_028516448.1	Xe_017785-T1
OG0000372	XP_020908892.1, XP_020908702.1, XP_020909631.2	Xe_013198-T1, Xe_013195-T1, Xe_013193-T1, Xe_013189-T1, Xe_013197-T1, Xe_013196-T1, Xe_013192-T1
OG0000373	XP_020911113.2	Xe_027001-T1, Xe_028682-T1, Xe_025648-T1, Xe_022978-T1, Xe_018372-T1, Xe_006145-T1, Xe_018180-T1
OG0000375	XP_020914579.2, XP_020913511.1, XP_028516845.1	Xe_024244-T1, Xe_024243-T1, Xe_024237-T1, Xe_024234-T1, Xe_024240-T1, Xe_024245-T1, Xe_024209-T1, Xe_024231-T1
OG0000376	XP_020915560.1	Xe_006749-T1, Xe_017035-T1, Xe_006788-T1, Xe_006817-T1, Xe_017015-T1, Xe_017022-T1, Xe_017026-T1, Xe_007011-T1, Xe_006822-T1, Xe_027838-T1, Xe_006811-T1, Xe_017041-T1, Xe_006756-T2, Xe_017037-T1, Xe_006746-T1
OG0000378	XP_028513233.1	Xe_023829-T1, Xe_005136-T1, Xe_022666-T1, Xe_026533-T1, Xe_019243-T1, Xe_028757-T1, Xe_022665-T1, Xe_026187-T1, Xe_022667-T1, Xe_026631-T1, Xe_028755-T1, Xe_026188-T1, Xe_028451-T1, Xe_005561-T1, Xe_017008-T1, Xe_028756-T1, Xe_011205-T1
OG0000379	XP_028514704.1	Xe_028828-T1
OG0000379	XP_028519195.1	Xe_024883-T1
OG0000380	XP_028515415.1, XP_028515413.1	Xe_015998-T1
OG0000381	XP_028518991.1	Xe_028749-T1, Xe_026640-T1, Xe_028747-T1, Xe_026642-T1, Xe_022653-T1, Xe_020976-T1, Xe_026643-T1, Xe_021048-T1, Xe_020975-T1, Xe_028748-T1, Xe_001451-T1, Xe_021047-T1, Xe_022652-T1, Xe_026641-T1, Xe_020974-T1
OG0000402	XP_020892040.1, XP_020892049.1, XP_020892050.1, XP_020892066.1, XP_028512537.1, XP_020892047.1, XP_020897381.1	Xe_023053-T1, Xe_023054-T1
OG0000403	XP_028512997.1, XP_020892901.1, XP_020893525.1, XP_020912676.1, XP_028514445.1, XP_020917526.1	Xe_013614-T1, Xe_013613-T1
OG0000404	XP_020893097.1, XP_020914520.2	Xe_022284-T2, Xe_012685-T1
OG0000407	XP_020899929.1, XP_028518188.1, XP_020894735.1, XP_020905118.1	Xe_005641-T1
OG0000408	XP_020910196.2	Xe_015997-T1
OG0000408	XP_020895889.2, XP_028513422.1	Xe_000810-T1, Xe_023598-T1, Xe_028681-T1, Xe_026675-T1, Xe_025076-T1, Xe_000612-T1, Xe_028684-T1, Xe_025075-T1
OG0000409	XP_020896455.1, XP_020909081.1, XP_028519377.1	Xe_006532-T1, Xe_006379-T1, Xe_001543-T1, Xe_006528-T1
OG0000410	XP_028514141.1, XP_028518162.1, XP_028517901.1, XP_028519419.1, XP_028518383.1, XP_028518165.1, XP_028518163.1, XP_020904007.1, XP_028514140.1, XP_028518376.1, XP_028518167.1, XP_028518164.1, XP_028517900.1, XP_020897843.1	Xe_009686-T1
OG0000413	XP_028514575.1, XP_028514572.1, XP_028514573.1, XP_028514570.1, XP_020899279.2, XP_028514566.1, XP_028519703.1, XP_020907961.1, XP_020917057.2, XP_020906425.2	Xe_014798-T1
OG0000414	XP_020900049.1	Xe_007349-T1, Xe_007380-T1
OG0000414	XP_028514750.1	Xe_019400-T1, Xe_019401-T1, Xe_019398-T1, Xe_019399-T1, Xe_019404-T1, Xe_019396-T1, Xe_019394-T1, Xe_006645-T1, Xe_006638-T1, Xe_019370-T1, Xe_019397-T1
OG0000418	XP_020904012.1, XP_028515866.1, XP_020912938.1, XP_020904013.1, XP_020904014.1, XP_028515865.1	Xe_023402-T1, Xe_023391-T1, Xe_023392-T1, Xe_023390-T1, Xe_023403-T1, Xe_023410-T1, Xe_023401-T1
OG0000420	XP_020906161.1	Xe_009257-T1, Xe_009247-T1, Xe_009250-T1, Xe_014716-T1, Xe_014717-T1, Xe_009234-T1, Xe_009238-T1
OG0000421	XP_020906885.1, XP_020906888.1, XP_020906884.1	Xe_016991-T1, Xe_017105-T1, Xe_017098-T1, Xe_016908-T1, Xe_021558-T1
OG0000421	XP_020906892.2	Xe_022051-T1
OG0000422	XP_028518118.1, XP_020911769.1, XP_028518119.1, XP_020911768.1	Xe_027599-T1, Xe_027495-T1
OG0000424	XP_028514398.1	Xe_023805-T1, Xe_026672-T1, Xe_007918-T1, Xe_028236-T1, Xe_007916-T1, Xe_026646-T1, Xe_007919-T1, Xe_028290-T1, Xe_010906-T1, Xe_023833-T1, Xe_028277-T1, Xe_010905-T1
OG0000445	XP_028516186.1, XP_028517194.1, XP_020905337.1, XP_020892161.1, XP_020892245.2, XP_028516182.1, XP_020892160.1, XP_028516179.1, XP_020905338.1	Xe_015727-T1, Xe_004694-T1, Xe_004757-T1
OG0000445	XP_028519590.1	Xe_008182-T1
OG0000447	XP_020900821.1, XP_028514961.1, XP_028513316.1, XP_020893849.1	Xe_027493-T1, Xe_027467-T1, Xe_027492-T1
OG0000447	XP_028517039.1	Xe_015833-T1
OG0000448	XP_020904073.1, XP_020893911.1, XP_020893909.1, XP_028517798.1, XP_028516240.1, XP_020910574.1, XP_020903823.1, XP_020909041.1, XP_020902567.1, XP_028515478.1, XP_020893975.2	Xe_011380-T1
OG0000449	XP_028516472.1, XP_020894105.1, XP_020894077.2	Xe_028931-T1, Xe_028878-T1, Xe_028898-T1, Xe_028868-T1
OG0000452	XP_020895588.1, XP_020895557.1, XP_020897108.1, XP_028518657.1, XP_020897114.1	Xe_013185-T1, Xe_013184-T1
