Master.Protein.Accessions,ID,Expal4.Quality.Tier.Quality.Tier,Expal4.prot.profile.stdev,Expal4.prot.aggv.dist.mean,Expal4.prot.aggv.dist.max,Expal4.prot.nb.feats,Expal4.prot.mean.SPS.MM,Expal4.PCA.Dim.1,Expal4.PCA.Dim.2,Expal4.PCA.Dim.3,Expal4.tSNE.Dim.1,Expal4.tSNE.Dim.2,Expal4.tSNE.2D.p40.Dim.1,Expal4.tSNE.2D.p40.Dim.2,Expal4.tSNE.3D.p40.Dim.1,Expal4.tSNE.3D.p40.Dim.2,Expal4.tSNE.3D.p40.Dim.3,Expal4.umap.Dim.1,Expal4.umap.Dim.2,Expal4.umap.3D.Dim.1,Expal4.umap.3D.Dim.2,Expal4.umap.3D.Dim.3,Expal4.126,Expal4.127N,Expal4.127C,Expal4.130C,Expal4.131N,Expal4.131C,Expal4.132N,Expal4.132C,Expal4.133N,Expal4.133C,Expal4.134N,Expal4.134C,XP,pepSize,XM,geneID,gene_coords,LOC,HumanGene,signalP,Pfam,KEGG,Panther,refseq_desc,AIP,KXJ_pepSize
KXJ05482.1,Host,tier1,0.062546032,0.31205086188020875,0.34656612034726475,3,83.33333333333333,-3.772674022,0.2193675627390642,-0.751823496,-22.95899035,-76.98385025,6.666831455015479,-114.6941199,123.5636899987397,-0.273868303,46.75424222581968,0.9086588506351614,5.786805136567104,-1.738211963,-0.235532012,5.2324653018449645,0.11236960202420257,0.20905069198832993,0.13414030985745534,0.045061191716623615,0.060879653,0.020005390170700053,0.023843351,0.026749698135112802,0.1025367729797934,0.16140700966994556,0.088392974,0.015563355079270964,XP_020895980.1,360,XM_021040321.2,110234907,NW_018384988.1:1698-3624,LOC110234907,-,-,Glycolytic(1),"K01623:ALDO;_fructose-bisphosphate_aldolase,_class_I_[EC:4.1.2.13]",PTHR11627:SF3::FRUCTOSE-BISPHOSPHATE_ALDOLASE_C,fructose-bisphosphate_aldolase_C,AIPGENE569,369
KXJ05509.1,Host,tier1,0.041860273,NA,NA,1,90,-2.925730412,-0.175914004,0.042033139,-13.87714012,-66.16319891,16.373201197469022,-100.348561,98.45408893010978,7.117363924551966,36.84968505648813,-0.103673917,5.300293634276154,-1.331742858,-0.719794616,4.516596929308344,0.1354831807809139,0.12158421730137839,0.12358025275051282,0.095960893,0.057998305,0.042709531106634835,0.024418083,0.05352054,0.085534415,0.1058872757947916,0.13170067016089582,0.021622637251905042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KXJ05528.1,Host,tier2,0.027233228174372758,NA,NA,1,55,-0.46609725,0.5139124350174873,1.0429815487115741,-6.154181425,-26.4132802,13.877985213385301,-47.06574643,46.12250980042327,-16.46996398,33.59598947889008,0.003689904,2.4139012700258258,-1.215864015,0.3841030582977645,2.267375289811307,0.024897084,0.048326546638036094,0.11207645438328726,0.11843196088698166,0.10038379242920235,0.087847239,0.065478558,0.10165970822406292,0.096507058,0.09301908,0.083093221,0.068279297,XP_020895661.1,308,XM_021040002.1,110234617,NW_018384932.1:1048-4357,LOC110234617,-,-,Cytochrom_C1(1),"K00413:CYC1,_CYT1,_petC;_ubiquinol-cytochrome_c_reductase_cytochrome_c1_subunit","PTHR10266:SF3::CYTOCHROME_C1,_HEME_PROTEIN,_MITOCHONDRIAL","cytochrome_c1,_heme_protein,_mitochondrial",AIPGENE3828,176
KXJ05568.1,Host,tier1,0.044320421227817715,0.068377518,0.068377518,2,90,-2.391538623,0.6272423872693218,1.7527855105288892,-1.436784882,-41.05902809,27.63512010093132,-55.48087159,86.60212487,-24.57707228,27.180293158045444,-0.579995507,3.684586104840196,-1.930809565,0.13304246493459182,3.3815945251228765,0.060295804,0.08688912,0.15336396734098678,0.14785097955898957,0.075972632,0.036704887,0.038502970602938155,0.056967217,0.12538248494394588,0.095137781,0.10729158512253122,0.015640572,XP_020895147.1,701,XM_021039488.1,110234123,NW_018384877.1:120-5694,LOC110234123,ACAD10,-,"APH(1),Acyl-CoA_dh_1(1),Acyl-CoA_dh_2(1),Acyl-CoA_dh_M(1),Acyl-CoA_dh_N(1)",K11729:ACAD10;_acyl-CoA_dehydrogenase_family_member_10,PTHR48083:SF13::ACYL-COA_DEHYDROGENASE_FAMILY_MEMBER_10-RELATED,acyl-CoA_dehydrogenase_family_member_10,AIPGENE5001,620
KXJ05587.1,Host,tier1,0.051304841227021544,0.17885889744069633,0.3134204020466376,5,82,-3.191936055,0.6017235299355361,-0.835518367,-7.07503135,-78.10617149,36.49237655813962,-114.3298129,106.38005901688311,36.22120081623275,28.64476327351058,0.1304246206091184,6.166555529757259,-0.677555613,-1.293398506,4.987887293702231,0.17444489594968968,0.10753467161882763,0.086889776,0.061109449,0.04918326,0.028572553938421938,0.030370583390550265,0.052249608904833156,0.10033341453828375,0.1153470288489344,0.16747276662315194,0.026491991386709785,XP_020894867.1,217,XM_021039208.2,110233879,NW_018384849.1:597-4515,LOC110233879,-,-,"GST_N_3(1),GST_C(1),GST_N(1),GST_C_3(1)",K04097:HPGDS;_prostaglandin-H2_D-isomerase_/_glutathione_transferase_[EC:5.3.99.2_2.5.1.18],PTHR11571:SF224::HEMATOPOIETIC_PROSTAGLANDIN_D_SYNTHASE,S-crystallin_4,AIPGENE15056,217
KXJ05599.1,Host,tier1,0.035992386096520675,0.043962300371826774,0.043962300371826774,2,70,-2.307106923,0.47853528270993034,-0.545231403,-6.219106679,-68.07776536,28.84612769200189,-94.28055717,85.55238483661243,23.811528067189574,27.313355128711297,-0.133295138,5.442002339154312,-0.840612735,-1.214744943,4.213471399871567,0.16687103573503095,0.099436893,0.082218088,0.072805472,0.059016934,0.03773544,0.051870024838458414,0.068896903,0.11625355354603203,0.086055673,0.11031847420314737,0.048521509,XP_020894757.1,495,XM_021039098.2,110233776,NW_018384830.1:193-5108,LOC110233776,-,-,"FAD-oxidase_C(1),FAD_binding_4(1)","K00102:LDHD,_dld;_D-lactate_dehydrogenase_(cytochrome)_[EC:1.1.2.4]","PTHR11748:SF111::D-LACTATE_DEHYDROGENASE,_MITOCHONDRIAL-RELATED","probable_D-lactate_dehydrogenase,_mitochondrial_isoform_X1",AIPGENE4719,495
KXJ05602.1,Host,tier2,0.1239260445560836,NA,NA,1,50,-3.400314373,-2.568074153,0.7965826569146691,18.692443194850355,-51.67069217,57.716819054956005,-57.65812254,112.69666098106079,-33.49800825,12.99120181239755,-1.827793813,4.501155352703979,-3.005868107,-0.422766493,4.049379456042514,0.026253022,0.085871103,0.46845336702554047,0.067382728,0.039406184,0.027466147,0.026794820822526415,0.090664029,0.050690071,0.071961604,0.032711839,0.012345085394660216,XP_028513257.1,1003,XM_028657456.1,110233567,NW_018384823.1:5816-9588,LOC110233567,-,-,-,-,-,-,AIPGENE1804,1003
KXJ05623.1,Host,tier1,0.059230726347591925,0.17523276314169153,0.3723254345192752,13,81.17647058823529,-2.952907025,2.1082750305275555,-0.204948055,-42.53750082,-67.10030336,-31.18321833,-112.5189697,90.90589635131187,-13.12301608,98.94466615954525,2.1113641778402146,4.861885932439349,-0.697761239,1.303908325384672,4.895192849093812,0.057976282,0.091446277,0.10947129823609401,0.044523789,0.095313958,0.036705552,0.022676725262729232,0.033918209,0.11332808227911609,0.2142784118312349,0.1576864812643656,0.022674933902343965,XP_020894263.2,520,XM_021038604.2,110233320,NW_018384788.1:89-4193,LOC110233320,-,SP(Sec/SPI),-,-,-,-,AIPGENE5942,785
KXJ05626.1,Host,tier1,0.043537316635057124,0.23536976068073967,0.3249635130072524,3,76.66666666666667,-2.147249529,1.215331282986072,0.8730404262306232,-23.44346374,-43.11661475,-8.940384691,-69.64066329,76.91272859191325,-20.66676573,56.34214369911831,0.632248024,3.607174095212065,-1.194350164,0.7935634902019757,3.723808956460692,0.026854237,0.08102767,0.12478049094244995,0.1085475212834637,0.080462639,0.044775822,0.03167274,0.08357675,0.10582561979621008,0.15292125759498848,0.13346274429065208,0.026092507692141446,XP_020894183.1,207,XM_021038524.1,110233256,NW_018384784.1:1187-6243,LOC110233256,-,-,Cys_rich_FGFR(3),"K06816:GLG1,_ESL1;_golgi_apparatus_protein_1",PTHR11884::SELECTIN_LIGAND_RELATED,Golgi_apparatus_protein_1,AIPGENE7934,455
KXJ05636.1,Host,tier1,0.032550358,0.18841364383392795,0.3461270083996252,10,80,-1.228187808,1.5264666662361968,0.9368116648022676,-25.24278094,-39.17769688,-12.17075288,-64.57142473,69.64764291175909,-21.45692787,53.20583831861321,0.5598826957542498,2.952617739919532,-1.016081055,0.7992729291150962,3.019423277248828,0.027007716730552078,0.050385878,0.10664918485261944,0.10447879025698721,0.094706942,0.061084014,0.060409732,0.08745153,0.12337104215786401,0.11814657208909812,0.11796829269618406,0.048340306,XP_020894101.1,274,XM_021038442.2,110233177,NW_018384775.1:1543-4212,LOC110233177,PHB,-,Band_7(1),K17080:PHB1;_prohibitin_1,PTHR23222:SF37::PROHIBITIN,prohibitin,AIPGENE28945,447
KXJ05669.1,Host,tier2,0.023880321725423554,NA,NA,1,50,-1.129055488,-0.087662711,-0.604519373,3.132833951368693,-9.209852944,2.425650985234425,-6.09076839,7.301724382580499,2.2283322281005176,13.188580470172422,-0.008137179,0.376138583,-0.29762505,0.05730961,0.39696252054213943,0.13372075007853412,0.088494205,0.057576188668076095,0.078962196,0.069297051,0.062109354976783666,0.068279979,0.075565989,0.092345474,0.05942466,0.094726733,0.119497421,XP_020893915.2,553,XM_021038256.2,110233014,NW_018384733.1:32-5156,LOC110233014,-,-,zf-Sec23_Sec24(1),K14007:SEC24;_protein_transport_protein_SEC24,PTHR13803:SF6::PROTEIN_TRANSPORT_PROTEIN_SEC24D,protein_transport_protein_Sec24C,AIPGENE4856,548
KXJ05681.1,Host,tier1,0.080944225,0.1458380104620893,0.24399463230333474,4,80,-2.342719518,-3.381996369,3.428392560608454,23.416754133032768,-41.89859402,60.97940972858974,-40.07357762,93.95988557989635,-35.75641699,-6.448753069,-2.257100353,3.8419016777000237,-3.305287129,-0.667644982,3.2651368934778784,0.11988225246502618,0.1279667085614018,0.21731098044708363,0.2529193244693207,0.08933437,0.030101899686309084,0.023085450626697212,0.028467118341175296,0.035679588448415026,0.021700377,0.032141734529333194,0.021410195311025785,XP_020893683.1,667,XM_021038024.2,110232810,NW_018384717.1:1648-6679,LOC110232810,-,SP(Sec/SPI),3keto-disac_hyd(1),-,PTHR16146::INTELECTIN,-,AIPGENE5719,550
KXJ05720.1,Host,tier2,0.083726534,NA,NA,1,50,-4.039242139,-1.871779431,-1.462005577,21.978197412832696,-86.79956372,83.44157894920308,-105.6867575,130.97251985663678,37.53902191630757,-10.53374485,-1.673513129,7.343827086513258,-2.064274414,-2.70999991,5.662155197,0.2843094585523976,0.2077304707208172,0.10021154328151113,0.059861668636465824,0.041667815,0.018023497245437784,0.014161436344874016,0.020095306864466495,0.058595545777044275,0.079946654,0.10063247952100929,0.014764123962610768,XP_020893503.1,633,XM_021037844.2,110232626,NW_018384674.1:3715-7001,LOC110232626,-,-,"BTB_2(2),TLD(2)",-,PTHR14499::POTASSIUM_CHANNEL_TETRAMERIZATION_DOMAIN-CONTAINING,-,AIPGENE7707,399
KXJ05724.1,Host,tier2,0.030365782463038907,NA,NA,1,60,-0.71455105,0.5491830678609756,1.3536140462933282,-9.527205288,-30.36965843,12.454951822272443,-55.56110149,53.01365832862276,-14.76496472,35.09286218946985,0.010601342649258605,2.5361288592812397,-1.236949936,0.3870013481699761,2.3726213524267052,0.064586786,0.039008721,0.10296985264994626,0.13545285862178996,0.098742877,0.061550407,0.077939633,0.10594283318903237,0.10423400479070159,0.070239672,0.10495534265121786,0.034377012,XP_028512956.1,124,XM_028657155.1,110232603,NW_018384670.1:4421-7130,LOC110232603,-,-,-,"K21797:SAC1,_SACM1L;_phosphatidylinositol_4-phosphatase_[EC:3.1.3.-]",PTHR45662::PHOSPHATIDYLINOSITIDE_PHOSPHATASE_SAC1,"phosphatidylinositide_phosphatase_SAC1-like,_partial",AIPGENE8146,134
KXJ05841.1,Host,tier1,0.066836299,0.11612954963049961,0.11612954963049961,2,80,-3.183933719,-1.833411294,-1.081574945,19.122263125628876,-81.9364497,76.69818907,-99.57619408,124.13815660179235,27.53554195063751,-9.344011194,-1.662880566,6.810457304414248,-2.152386961,-2.309486831,5.296964222126945,0.2424667502174555,0.15191398878837015,0.15945520089744072,0.059263557,0.050160401088295656,0.032448997,0.025202574314888367,0.061758973207250274,0.064105461,0.076105307,0.058202351,0.018916438,XP_020892320.1,154,XM_021036661.2,110231633,NW_018384535.1:2016-4063,LOC110231633,-,-,BRO1(1),"K12200:PDCD6IP,_ALIX,_RIM20;_programmed_cell_death_6-interacting_protein",PTHR23030:SF39::PROGRAMMED_CELL_DEATH_6-INTERACTING_PROTEIN,"programmed_cell_death_6-interacting_protein,_partial",AIPGENE18140,204
KXJ05866.1,Host,tier1,0.075081199,NA,NA,1,80,-1.833772378,3.122630534842297,0.20971791795998646,-51.26276228,-46.01864816,-51.78277486,-83.42425808,59.28670818406647,4.864901052,99.10826491546807,2.5181018915039477,3.4920212842006086,0.5538387280417734,1.3676303390326936,4.214218005141532,0.020631443473809928,0.022960941619140335,0.032115863,0.079890421,0.067503474,0.065175993,0.056927323594103345,0.076225225,0.12808819487141915,0.11213284664469775,0.29743138469384167,0.040916889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KXJ05900.1,Host,tier2,0.026300538444025835,NA,NA,1,50,-1.681388629,-0.565497009,0.32202367051701686,-3.073139702,-50.31965926,23.614932305530704,-74.89726341,73.74232093373267,4.772651995125611,23.010326269739927,-0.418704581,4.414641494204989,-1.254193902,-0.759689555,3.3734543598541666,0.1217283728022989,0.083270546,0.10874662874384446,0.11588630180255192,0.063186236,0.061447241,0.052928333473492094,0.078521921,0.076506798,0.057435082131151574,0.12005296318775456,0.060289576750664126,XP_020891836.1,394,XM_021036177.2,110231192,NW_018384478.1:6490-9583,LOC110231192,-,-,PX(1),K24094:HS1BP3;_HCLS1-binding_protein_3,PTHR14431::HCLS1-BINDING_PROTEIN_3,HCLS1-binding_protein_3_isoform_X2,AIPGENE25327,394
KXJ05907.1,Host,tier1,0.045806331525060334,0.20061678698527005,0.3537200093515422,6,76.66666666666667,-2.883241836,0.4716093144693063,-0.622588113,-8.987133826,-75.52526271,31.613135993131554,-111.9452731,100.29769851312426,32.59572292925024,31.98472582358943,0.22353827334700593,5.829785874,-0.641173682,-0.995223575,4.756871736702012,0.14801157007438423,0.1058886701905677,0.10102792459868208,0.059520498331103386,0.062071197,0.034563167,0.034236895293676815,0.0548835,0.092891111,0.10093744151207122,0.17469258238312146,0.031275443,XP_020917829.1,277,XM_021062170.1,110255113,NW_018384471.1:10-2924,LOC110255113,CCT5,-,Cpn60_TCP1(1),K09497:CCT5;_T-complex_protein_1_subunit_epsilon,PTHR11353:SF186::T-COMPLEX_PROTEIN_1_SUBUNIT_EPSILON,"T-complex_protein_1_subunit_epsilon,_partial",AIPGENE51,280
KXJ05928.1,Host,tier2,0.031394449,NA,NA,1,60,-1.179607654,-0.157112738,1.0302347879323148,-0.737562615,-31.10722144,21.39141632177565,-46.57595049,59.61945792892956,-9.378600833,15.416793102090434,-0.519043552,3.181880574012683,-1.414095295,-0.3386522,2.5144634855483456,0.080628625,0.065613401,0.10151066610974971,0.13507626830851852,0.087271129,0.046141610722498935,0.043263498,0.063481865,0.096461499,0.046364538,0.1049334041116781,0.12925349393462743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KXJ05933.1,Host,tier2,0.073933591,NA,NA,1,60,-2.510226724,-2.101635352,3.4274596619208904,20.060565189607672,-41.81138711,56.77317761087173,-42.76607928,88.76720865505602,-32.63958573,-5.513781247,-2.035870651,3.7332158241006113,-3.111715,-0.57626213,3.1617053378673656,0.11873946892713885,0.083323088,0.19550923412991764,0.2544517663034245,0.06891743,0.029863300239787827,0.030043582729307607,0.029848817692662545,0.070450681,0.024722832,0.078768082,0.015361716912380627,XP_020917700.2,202,XM_021062041.2,110254986,NW_018384447.1:5276-10064,LOC110254986,-,-,Sulfatase(1),K01135:ARSB;_arylsulfatase_B_[EC:3.1.6.12],PTHR10342::ARYLSULFATASE,"arylsulfatase_J,_partial",AIPGENE27139,142
KXJ05938.1,Host,tier1,0.081761373,0.19815998716408229,0.3300687871378081,9,76.66666666666667,-4.120892018,0.2887886884294018,-1.017519398,-26.64573971,-83.16257481,2.8128505821986236,-127.2696296,135.07751251854688,-2.212716259,46.97578863795549,1.2015600877205843,6.191078957082817,-2.140989141,-0.256743963,5.537420573917927,0.067347986,0.30241833429803133,0.071981758,0.051998854,0.03812266,0.017859348,0.018467735706048337,0.030400042,0.09905757,0.150367778,0.1306725669023746,0.021305367088908896,XP_020917697.1,1139,XM_021062038.2,110254983,NW_018384444.1:3076-9787,LOC110254983,-,-,-,-,-,trichohyalin,AIPGENE16811,1139
KXJ05943.1,Host,tier1,0.061208648733878906,0.23928693565554945,0.23928693565554945,2,80,-2.690410962,0.1900854978042261,-1.630833043,-3.335450096,-72.23751966,33.11118934612146,-99.61222009,91.06288655186589,37.38912991666679,8.460090622254523,-0.105475495,5.893405444498843,-0.808238229,-1.317728205,4.546122715528133,0.19581039163119524,0.0477667,0.059457683629117325,0.05928848,0.040291333,0.025548605,0.024926481911290734,0.044528625,0.065179268,0.1956560418600342,0.1087542940312609,0.13279209649583262,XP_028519760.1,181,XM_028663959.1,110254927,NW_018384440.1:4167-7343,LOC110254927,-,-,CAP(1),-,PTHR10334:SF517::GOLGI-ASSOCIATED_PLANT_PATHOGENESIS-RELATED_PROTEIN_1,Golgi-associated_plant_pathogenesis-related_protein_1-like_isoform_X2,AIPGENE25324,151
KXJ05951.1,Host,tier1,0.044927505497186423,NA,NA,1,80,-2.872287419,-0.141470712,0.6334636535303798,-2.442635097,-63.88182278,21.543438427766844,-101.2789157,99.90589201237324,1.4730619452974916,31.060509918600527,-0.399855613,4.925783081228088,-1.689503294,-0.562271846,4.245023733193877,0.10653106434818974,0.11623087129319146,0.15519637634230865,0.10532416926977113,0.06759227,0.023928904,0.033528498,0.054843645,0.093175172,0.076816952,0.14557238078755502,0.021259696038593186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KXJ05959.1,Host,tier1,0.076142269,0.065838639,0.095823586,3,83.33333333333333,-3.866234385,-2.64766595,0.11840892370265325,22.846098322819646,-69.97358766,76.50417844491898,-82.11169958,124.79864606172676,4.127179448197138,-5.604136728,-2.005593762,5.765321082,-2.838664723,-1.474250602,4.956411170584746,0.16693584799276912,0.23107081114557435,0.20118119773417498,0.10386860848370189,0.046939592401848314,0.019233069,0.014767501,0.023243723400969755,0.05170213,0.042056208,0.080399839,0.018601471381050585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KXJ05986.1,Host,tier2,0.088197973,NA,NA,1,60,-2.034394895,-0.099823894,-2.353126488,5.261770008900256,-94.06605699,47.99202689688852,-129.7853493,106.81572537135682,51.66302240685303,12.187837939425398,-0.620262801,7.0753684688574525,-1.039317956,-2.284751192,5.288661086679518,0.3285501666724087,0.019448166,0.022535806,0.013552241829047596,0.070562068,0.069233735,0.081219809,0.033337757,0.061861577323216656,0.085848551,0.17151192561354225,0.042338195988248464,XP_020916507.1,288,XM_021060848.2,110253887,NW_018384397.1:7-2038,LOC110253887,-,SP(Sec/SPI),-,-,PTHR34490:SF1::SI:CH211-195M9.3,galaxin_isoform_X2,AIPGENE26484,288
KXJ06024.1,Host,tier1,0.053672381,NA,NA,1,80,-3.399200088,-0.775175887,0.2352149853028044,9.036337031611092,-67.85184276,53.55447063660089,-85.10544253,113.39095491310472,4.869443101987295,14.119310006015874,-1.131803691,5.517858911278035,-2.07230006,-1.141871044,4.628368471879922,0.14674128683807164,0.1393520721287099,0.17195866979740196,0.095366414,0.058744185,0.022134869607494168,0.021133114,0.041923385,0.081941143,0.085327349,0.12292057028276555,0.012456941083341498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KXJ06029.1,Host,tier1,0.06866483,0.1519475430641377,0.1519475430641377,2,80,-3.231511299,-0.457050976,-0.644003534,7.5988120870888425,-89.78945596,49.99036898606539,-124.4007605,109.58911697218389,46.223741789189816,12.469992077976077,-0.717276953,7.043806068590083,-1.153945264,-2.286752803,5.306520603675203,0.2678406067617416,0.10043346982327624,0.086906051,0.085535652,0.049585598,0.021863434,0.02573153,0.050263012860268574,0.095168917,0.066903875,0.1366440251589931,0.013123828,XP_020892831.2,155,XM_021037172.2,110232070,NW_018384609.1:10-1534,LOC110232070,-,-,-,-,PTHR14241:SF31::SEPTIN-TYPE_G_DOMAIN-CONTAINING_PROTEIN,"caldesmon,_partial",AIPGENE5358,158
KXJ06031.1,Host,tier1,0.037491027,NA,NA,1,90,-1.540135212,0.27798814804544325,1.4994255996116108,-13.40953405,-36.60757414,5.760787576607789,-59.93470935,64.80163555,-13.05322888,36.25896866383299,-0.174154156,3.353301515245941,-1.349310666,0.093800172,2.940609919299245,0.10636702400292881,0.071924579,0.072050498,0.15318177848311487,0.10124643784080553,0.032399566,0.049346659,0.07417108,0.095947729,0.07059513,0.13786462940905264,0.03490489,XP_020912733.1,475,XM_021057074.2,110250470,NW_018384351.1:6030-9512,LOC110250470,-,-,-,-,PTHR14241:SF31::SEPTIN-TYPE_G_DOMAIN-CONTAINING_PROTEIN,-,AIPGENE5361,475
KXJ06049.1,Host,tier1,0.041118907409804055,NA,NA,1,70,-1.206458092,0.5314444204821378,0.3041434564987429,-16.47730514,-47.31778173,1.0977586526034326,-75.03989432,86.63498089422244,-20.30491418,47.630106330324416,0.038126211266014565,3.6685732918122356,-1.444951788,0.3295288162567225,3.4818829651251644,0.032585875,0.073456673,0.1503075060623528,0.085485144,0.080423801,0.071960725,0.041061932475120605,0.13919767500510866,0.097196939,0.13733542807643462,0.059948494,0.031039807755002164,XP_020912146.1,213,XM_021056487.2,110249905,NW_018384336.1:5978-9842,LOC110249905,TMED7,SP(Sec/SPI),EMP24_GP25L(1),K20349:TMED7;_p24_family_protein_gamma-3,PTHR22811:SF60::TRANSMEMBRANE_EMP24_DOMAIN-CONTAINING_PROTEIN_3,transmembrane_emp24_domain-containing_protein_7,AIPGENE16110,248
KXJ06055.1,Host,tier2,0.062681223,NA,NA,1,60,-3.73105131,-1.380779628,-0.761929392,17.53888772429676,-74.39310487,69.72634884,-91.31532576,118.8997632157531,25.510562749238385,5.335235840629645,-1.321407753,6.347205634261777,-1.974952472,-1.794437518,5.148122631479623,0.19370515530409632,0.18500562890915973,0.14602213499354535,0.069836006,0.043836817,0.021186474,0.025439186,0.031627238041657964,0.066141282,0.084797336,0.1123254216798332,0.02007732,XP_020911583.2,427,XM_021055924.2,110249347,NW_018384329.1:17-8365,LOC110249347,TXNRD1,-,"Pyr_redox_dim(1),Pyr_redox(1),Pyr_redox_2(1),Pyr_redox_3(1)",K22182:TXNRD;_thioredoxin_reductase_(NADPH)_[EC:1.8.1.9],PTHR48105:SF30::THIOREDOXIN_REDUCTASE_3,"thioredoxin_reductase_1,_cytoplasmic,_partial",AIPGENE9824,394
KXJ06107.1,Host,tier1,0.039675178,0.16387293042493462,0.21631060216828205,4,72.5,-2.730906706,0.6859540029455187,0.009668973,-19.27304455,-65.36229681,8.641760414440158,-99.13867552,97.77987394974866,4.646027826735778,44.53065777029415,0.46039425707331816,4.996469848333928,-1.126520258,-0.260670416,4.499557851899995,0.11167444271853427,0.13178218568827374,0.097424483,0.080642915,0.072243277,0.033169179,0.031506521,0.056086866,0.11079723610628181,0.1026604252983674,0.14409709998049466,0.027915368819197525,XP_020907278.2,610,XM_021051619.2,110245336,NW_018384282.1:14-5792,LOC110245336,SRP68,-,SRP68(1),K03107:SRP68;_signal_recognition_particle_subunit_SRP68,PTHR12860::SIGNAL_RECOGNITION_PARTICLE_68_KDA_PROTEIN,signal_recognition_particle_subunit_SRP68,AIPGENE5681,610
