Orthogroup	aip_longest_isoforms	nvec_longest_isoform	spis_longest_isoform_marker	xenia_longest_isoforms
OG0017983	XP_020909204.1			
OG0017984	XP_020909242.1			
OG0017985	XP_020909247.1			
OG0017986	XP_020909250.1			
OG0017987	XP_020909286.1			
OG0017988	XP_020909362.1			
OG0017989	XP_020909386.1			
OG0017990	XP_020909436.1			
OG0017991	XP_020909437.1			
OG0017992	XP_020909445.1			
OG0017993	XP_020909449.1			
OG0017994	XP_020909478.1			
OG0017995	XP_020909501.1			
OG0017996	XP_020909513.1			
OG0017997	XP_020909515.1			
OG0017998	XP_020909520.1			
OG0017999	XP_020909528.1			
OG0018000	XP_020909554.1			
OG0018001	XP_020909567.2			
OG0018002	XP_020909568.1			
OG0018003	XP_020909580.1			
OG0018004	XP_020909587.1			
OG0018005	XP_020909588.2			
OG0018006	XP_020909625.1			
OG0018007	XP_020909635.1			
OG0018008	XP_020909655.1			
OG0018009	XP_020909696.2			
OG0018010	XP_020909722.2			
OG0018011	XP_020909723.1			
OG0018012	XP_020909736.1			
OG0018013	XP_020909741.1			
OG0018014	XP_020909792.1			
OG0018015	XP_020909823.1			
OG0018016	XP_020909834.1			
OG0018017	XP_020909844.1			
OG0018018	XP_020909854.1			
OG0018019	XP_020909867.1			
OG0018020	XP_020909879.1			
OG0018021	XP_020909895.1			
OG0018022	XP_020909901.1			
OG0018023	XP_020909906.1			
OG0018024	XP_020909933.1			
OG0018025	XP_020909946.1			
OG0018026	XP_020909962.1			
OG0018027	XP_020909964.1			
OG0018028	XP_020909983.1			
OG0018029	XP_020910044.1			
OG0018030	XP_020910096.1			
OG0018031	XP_020910162.2			
OG0018032	XP_020910187.1			
OG0018033	XP_020910190.1			
OG0018034	XP_020910197.1			
OG0018035	XP_020910226.1			
OG0018036	XP_020910229.2			
OG0018037	XP_020910260.1			
OG0018038	XP_020910274.1			
OG0018039	XP_020910303.1			
OG0018040	XP_020910304.1			
OG0018041	XP_020910308.1			
OG0018042	XP_020910344.1			
OG0018043	XP_020910459.1			
OG0018044	XP_020910472.1			
OG0018045	XP_020910523.1			
OG0018046	XP_020910532.1			
OG0018047	XP_020910537.1			
OG0018048	XP_020910539.1			
OG0018049	XP_020910542.1			
OG0018050	XP_020910552.2			
OG0018051	XP_020910560.1			
OG0018052	XP_020910573.1			
OG0018053	XP_020910575.1			
OG0018054	XP_020910602.1			
OG0018055	XP_020910604.1			
OG0018056	XP_020910626.2			
OG0018057	XP_020910655.2			
OG0018058	XP_020910693.1			
OG0018059	XP_020910694.1			
OG0018060	XP_020910717.2			
OG0018061	XP_020910722.1			
OG0018062	XP_020910725.1			
OG0018063	XP_020910757.1			
OG0018064	XP_020910789.1			
OG0018065	XP_020910805.1			
OG0018066	XP_020910840.1			
OG0018067	XP_020910841.1			
OG0018068	XP_020910847.1			
OG0018069	XP_020910866.1			
OG0018070	XP_020910883.1			
OG0018071	XP_020910918.1			
OG0018072	XP_020910921.1			
OG0018073	XP_020910929.1			
OG0018074	XP_020910960.1			
OG0018075	XP_020910961.1			
OG0018076	XP_020911032.2			
OG0018077	XP_020911038.1			
OG0018078	XP_020911053.2			
OG0018079	XP_020911058.1			
OG0018080	XP_020911106.1			
OG0018081	XP_020911161.1			
OG0018082	XP_020911181.2			
OG0018083	XP_020911189.1			
OG0018084	XP_020911195.1			
OG0018085	XP_020911225.1			
OG0018086	XP_020911239.1			
OG0018087	XP_020911258.1			
OG0018088	XP_020911267.1			
OG0018089	XP_020911321.1			
OG0018090	XP_020911322.1			
OG0018091	XP_020911330.1			
OG0018092	XP_020911349.1			
OG0018093	XP_020911366.1			
OG0018094	XP_020911368.2			
OG0018095	XP_020911407.1			
OG0018096	XP_020911410.1			
OG0018097	XP_020911414.1			
OG0018098	XP_020911486.1			
OG0018099	XP_020911499.1			
OG0018100	XP_020911530.1			
OG0018101	XP_020911591.1			
OG0018102	XP_020911607.1			
OG0018103	XP_020911621.2			
OG0018104	XP_020911630.1			
OG0018105	XP_020911648.1			
OG0018106	XP_020911655.1			
OG0018107	XP_020911656.1			
OG0018108	XP_020911657.1			
OG0018109	XP_020911679.1			
OG0018110	XP_020911732.1			
OG0018111	XP_020911774.1			
OG0018112	XP_020911781.1			
OG0018113	XP_020911818.1			
OG0018114	XP_020911829.1			
OG0018115	XP_020911909.1			
OG0018116	XP_020911922.1			
OG0018117	XP_020911948.1			
OG0018118	XP_020911959.1			
OG0018119	XP_020911975.1			
OG0018120	XP_020911978.1			
OG0018121	XP_020911981.2			
OG0018122	XP_020912008.1			
OG0018123	XP_020912016.1			
OG0018124	XP_020912034.1			
OG0018125	XP_020912075.1			
OG0018126	XP_020912078.1			
OG0018127	XP_020912097.2			
OG0018128	XP_020912098.1			
OG0018129	XP_020912111.1			
OG0018130	XP_020912123.1			
OG0018131	XP_020912128.1			
OG0018132	XP_020912134.1			
OG0018133	XP_020912136.1			
OG0018134	XP_020912235.1			
OG0018135	XP_020912280.1			
OG0018136	XP_020912282.1			
OG0018137	XP_020912287.1			
OG0018138	XP_020912305.1			
OG0018139	XP_020912317.1			
OG0018140	XP_020912331.1			
OG0018141	XP_020912340.2			
OG0018142	XP_020912413.2			
OG0018143	XP_020912414.1			
OG0018144	XP_020912428.1			
OG0018145	XP_020912434.1			
OG0018146	XP_020912436.2			
OG0018147	XP_020912452.1			
OG0018148	XP_020912465.1			
OG0018149	XP_020912467.1			
OG0018150	XP_020912475.1			
OG0018151	XP_020912517.1			
OG0018152	XP_020912523.1			
OG0018153	XP_020912546.1			
OG0018154	XP_020912550.1			
OG0018155	XP_020912562.1			
OG0018156	XP_020912567.1			
OG0018157	XP_020912573.1			
OG0018158	XP_020912588.1			
OG0018159	XP_020912619.1			
OG0018160	XP_020912668.1			
OG0018161	XP_020912678.1			
OG0018162	XP_020912732.1			
OG0018163	XP_020912740.2			
OG0018164	XP_020912751.1			
OG0018165	XP_020912759.1			
OG0018166	XP_020912773.1			
OG0018167	XP_020912788.1			
OG0018168	XP_020912799.1			
OG0018169	XP_020912809.1			
OG0018170	XP_020912816.2			
OG0018171	XP_020912876.1			
OG0018172	XP_020912895.1			
OG0018173	XP_020912950.2			
OG0018174	XP_020912956.1			
OG0018175	XP_020912995.1			
OG0018176	XP_020913113.1			
OG0018177	XP_020913119.1			
OG0018178	XP_020913129.1			
OG0018179	XP_020913149.1			
OG0018180	XP_020913183.2			
OG0018181	XP_020913198.2			
OG0018182	XP_020913229.1			
OG0018183	XP_020913233.1			
OG0018184	XP_020913276.1			
OG0018185	XP_020913280.1			
OG0018186	XP_020913302.1			
OG0018187	XP_020913310.1			
OG0018188	XP_020913313.1			
OG0018189	XP_020913322.2			
OG0018190	XP_020913362.1			
OG0018191	XP_020913370.1			
OG0018192	XP_020913374.1			
OG0018193	XP_020913386.1			
OG0018194	XP_020913415.1			
OG0018195	XP_020913518.1			
OG0018196	XP_020913520.1			
OG0018197	XP_020913558.1			
OG0018198	XP_020913609.1			
OG0018199	XP_020913614.1			
OG0018200	XP_020913618.1			
OG0018201	XP_020913628.2			
OG0018202	XP_020913638.1			
OG0018203	XP_020913656.1			
OG0018204	XP_020913665.1			
OG0018205	XP_020913693.1			
OG0018206	XP_020913694.2			
OG0018207	XP_020913731.1			
OG0018208	XP_020913733.1			
OG0018209	XP_020913748.1			
OG0018210	XP_020913770.1			
OG0018211	XP_020913870.1			
OG0018212	XP_020913895.1			
OG0018213	XP_020913919.1			
OG0018214	XP_020913947.1			
OG0018215	XP_020913971.1			
OG0018216	XP_020914008.2			
OG0018217	XP_020914011.2			
OG0018218	XP_020914033.1			
OG0018219	XP_020914037.1			
OG0018220	XP_020914054.1			
OG0018221	XP_020914055.1			
OG0018222	XP_020914089.1			
OG0018223	XP_020914092.2			
OG0018224	XP_020914111.1			
OG0018225	XP_020914158.1			
OG0018226	XP_020914187.1			
OG0018227	XP_020914221.1			
OG0018228	XP_020914263.2			
OG0018229	XP_020914266.1			
OG0018230	XP_020914298.2			
OG0018231	XP_020914337.1			
OG0018232	XP_020914448.1			
OG0018233	XP_020914494.1			
OG0018234	XP_020914529.1			
OG0018235	XP_020914570.1			
OG0018236	XP_020914582.1			
OG0018237	XP_020914608.1			
OG0018238	XP_020914619.1			
OG0018239	XP_020914628.1			
OG0018240	XP_020914638.2			
OG0018241	XP_020914684.1			
OG0018242	XP_020914708.1			
OG0018243	XP_020914802.1			
OG0018244	XP_020914810.1			
OG0018245	XP_020914905.1			
OG0018246	XP_020914936.1			
OG0018247	XP_020914955.1			
OG0018248	XP_020914957.2			
OG0018249	XP_020914976.2			
OG0018250	XP_020915043.1			
OG0018251	XP_020915065.1			
OG0018252	XP_020915073.1			
OG0018253	XP_020915078.1			
OG0018254	XP_020915079.1			
OG0018255	XP_020915111.1			
OG0018256	XP_020915119.2			
OG0018257	XP_020915130.1			
OG0018258	XP_020915253.1			
OG0018259	XP_020915292.1			
OG0018260	XP_020915309.1			
OG0018261	XP_020915315.1			
OG0018262	XP_020915334.1			
OG0018263	XP_020915337.2			
OG0018264	XP_020915406.1			
OG0018265	XP_020915443.2			
OG0018266	XP_020915449.1			
OG0018267	XP_020915462.1			
OG0018268	XP_020915475.1			
OG0018269	XP_020915476.1			
OG0018270	XP_020915485.1			
OG0018271	XP_020915544.1			
OG0018272	XP_020915557.1			
OG0018273	XP_020915574.1			
OG0018274	XP_020915581.1			
OG0018275	XP_020915592.1			
OG0018276	XP_020915673.1			
OG0018277	XP_020915700.1			
OG0018278	XP_020915714.1			
OG0018279	XP_020915724.1			
OG0018280	XP_020915746.1			
OG0018281	XP_020915761.1			
OG0018282	XP_020915772.1			
OG0018283	XP_020915811.1			
OG0018284	XP_020915829.1			
OG0018285	XP_020915835.1			
OG0018286	XP_020915843.2			
OG0018287	XP_020915858.1			
OG0018288	XP_020915888.2			
OG0018289	XP_020915924.1			
OG0018290	XP_020915954.1			
OG0018291	XP_020915957.1			
OG0018292	XP_020915980.1			
OG0018293	XP_020915997.1			
OG0018294	XP_020916068.1			
OG0018295	XP_020916072.1			
OG0018296	XP_020916075.1			
OG0018297	XP_020916086.1			
OG0018298	XP_020916156.1			
OG0018299	XP_020916169.1			
OG0018300	XP_020916171.1			
OG0018301	XP_020916324.1			
OG0018302	XP_020916329.1			
OG0018303	XP_020916334.1			
OG0018304	XP_020916335.1			
OG0018305	XP_020916354.1			
OG0018306	XP_020916489.1			
OG0018307	XP_020916501.1			
OG0018308	XP_020916528.2			
OG0018309	XP_020916547.1			
OG0018310	XP_020916553.1			
OG0018311	XP_020916563.1			
OG0018312	XP_020916583.1			
OG0018313	XP_020916590.2			
OG0018314	XP_020916596.1			
OG0018315	XP_020916641.1			
OG0018316	XP_020916646.1			
OG0018317	XP_020916681.1			
OG0018318	XP_020916722.2			
OG0018319	XP_020916724.1			
OG0018320	XP_020916741.1			
OG0018321	XP_020916774.2			
OG0018322	XP_020916780.1			
OG0018323	XP_020916800.1			
OG0018324	XP_020916814.1			
OG0018325	XP_020916826.1			
OG0018326	XP_020916880.1			
OG0018327	XP_020916889.1			
OG0018328	XP_020916896.1			
OG0018329	XP_020916973.1			
OG0018330	XP_020916980.1			
OG0018331	XP_020916981.1			
OG0018332	XP_020917002.1			
OG0018333	XP_020917072.1			
OG0018334	XP_020917123.1			
OG0018335	XP_020917147.1			
OG0018336	XP_020917153.2			
OG0018337	XP_020917182.1			
OG0018338	XP_020917183.1			
OG0018339	XP_020917203.1			
OG0018340	XP_020917207.1			
OG0018341	XP_020917217.1			
OG0018342	XP_020917260.1			
OG0018343	XP_020917271.1			
OG0018344	XP_020917289.1			
OG0018345	XP_020917323.1			
OG0018346	XP_020917410.1			
OG0018347	XP_020917489.1			
OG0018348	XP_020917498.1			
OG0018349	XP_020917519.2			
OG0018350	XP_020917523.1			
OG0018351	XP_020917537.1			
OG0018352	XP_020917566.1			
OG0018353	XP_020917582.1			
OG0018354	XP_020917629.1			
OG0018355	XP_020917637.1			
OG0018356	XP_020917667.1			
OG0018357	XP_020917678.1			
OG0018358	XP_020917682.2			
OG0018359	XP_020917699.1			
OG0018360	XP_020917700.2			
OG0018361	XP_020917720.1			
OG0018362	XP_020917740.1			
OG0018363	XP_020917760.1			
OG0018364	XP_020917761.1			
OG0018365	XP_020917765.1			
OG0018366	XP_020917804.1			
OG0018367	XP_020917821.2			
OG0018368	XP_020917841.1			
OG0018369	XP_020917865.1			
OG0018370	XP_020917866.1			
OG0018371	XP_020917869.1			
OG0018372	XP_020917878.1			
OG0018373	XP_028512431.1			
OG0018374	XP_028512434.1			
OG0018375	XP_028512451.1			
OG0018376	XP_028512453.1			
OG0018377	XP_028512468.1			
OG0018378	XP_028512477.1			
OG0018379	XP_028512493.1			
OG0018380	XP_028512511.1			
OG0018381	XP_028512533.1			
OG0018382	XP_028512538.1			
OG0018383	XP_028512545.1			
OG0018384	XP_028512564.1			
OG0018385	XP_028512572.1			
OG0018386	XP_028512582.1			
OG0018387	XP_028512586.1			
OG0018388	XP_028512589.1			
OG0018389	XP_028512590.1			
OG0018390	XP_028512607.1			
OG0018391	XP_028512617.1			
OG0018392	XP_028512658.1			
OG0018393	XP_028512670.1			
OG0018394	XP_028512676.1			
OG0018395	XP_028512678.1			
OG0018396	XP_028512689.1			
OG0018397	XP_028512690.1			
OG0018398	XP_028512719.1			
OG0018399	XP_028512721.1			
OG0018400	XP_028512730.1			
OG0018401	XP_028512748.1			
OG0018402	XP_028512749.1			
OG0018403	XP_028512765.1			
OG0018404	XP_028512774.1			
OG0018405	XP_028512775.1			
OG0018406	XP_028512779.1			
OG0018407	XP_028512801.1			
OG0018408	XP_028512802.1			
OG0018409	XP_028512863.1			
OG0018410	XP_028512877.1			
OG0018411	XP_028512885.1			
OG0018412	XP_028512912.1			
OG0018413	XP_028512923.1			
OG0018414	XP_028512941.1			
OG0018415	XP_028512952.1			
OG0018416	XP_028512956.1			
OG0018417	XP_028512961.1			
OG0018418	XP_028512965.1			
OG0018419	XP_028512970.1			
OG0018420	XP_028512975.1			
OG0018421	XP_028512990.1			
OG0018422	XP_028512999.1			
OG0018423	XP_028513007.1			
OG0018424	XP_028513026.1			
OG0018425	XP_028513042.1			
OG0018426	XP_028513059.1			
OG0018427	XP_028513069.1			
OG0018428	XP_028513079.1			
OG0018429	XP_028513080.1			
OG0018430	XP_028513086.1			
OG0018431	XP_028513095.1			
OG0018432	XP_028513096.1			
OG0018433	XP_028513099.1			
OG0018434	XP_028513107.1			
OG0018435	XP_028513108.1			
OG0018436	XP_028513126.1			
OG0018437	XP_028513129.1			
OG0018438	XP_028513176.1			
OG0018439	XP_028513187.1			
OG0018440	XP_028513198.1			
OG0018441	XP_028513205.1			
OG0018442	XP_028513209.1			
OG0018443	XP_028513216.1			
OG0018444	XP_028513217.1			
OG0018445	XP_028513252.1			
OG0018446	XP_028513253.1			
OG0018447	XP_028513255.1			
OG0018448	XP_028513272.1			
OG0018449	XP_028513273.1			
OG0018450	XP_028513276.1			
OG0018451	XP_028513278.1			
OG0018452	XP_028513279.1			
OG0018453	XP_028513286.1			
OG0018454	XP_028513287.1			
OG0018455	XP_028513295.1			
OG0018456	XP_028513314.1			
OG0018457	XP_028513327.1			
OG0018458	XP_028513352.1			
OG0018459	XP_028513353.1			
OG0018460	XP_028513371.1			
OG0018461	XP_028513391.1			
OG0018462	XP_028513393.1			
OG0018463	XP_028513394.1			
OG0018464	XP_028513400.1			
OG0018465	XP_028513404.1			
OG0018466	XP_028513409.1			
OG0018467	XP_028513415.1			
OG0018468	XP_028513426.1			
OG0018469	XP_028513428.1			
OG0018470	XP_028513446.1			
OG0018471	XP_028513454.1			
OG0018472	XP_028513459.1			
OG0018473	XP_028513460.1			
OG0018474	XP_028513464.1			
OG0018475	XP_028513469.1			
OG0018476	XP_028513474.1			
OG0018477	XP_028513476.1			
OG0018478	XP_028513481.1			
OG0018479	XP_028513484.1			
OG0018480	XP_028513486.1			
OG0018481	XP_028513488.1			
OG0018482	XP_028513489.1			
OG0018483	XP_028513520.1			
OG0018484	XP_028513524.1			
OG0018485	XP_028513538.1			
OG0018486	XP_028513543.1			
OG0018487	XP_028513547.1			
OG0018488	XP_028513549.1			
OG0018489	XP_028513551.1			
OG0018490	XP_028513556.1			
OG0018491	XP_028513557.1			
OG0018492	XP_028513568.1			
OG0018493	XP_028513587.1			
OG0018494	XP_028513594.1			
OG0018495	XP_028513603.1			
OG0018496	XP_028513625.1			
OG0018497	XP_028513631.1			
OG0018498	XP_028513633.1			
OG0018499	XP_028513640.1			
OG0018500	XP_028513660.1			
OG0018501	XP_028513662.1			
OG0018502	XP_028513669.1			
OG0018503	XP_028513675.1			
OG0018504	XP_028513699.1			
OG0018505	XP_028513705.1			
OG0018506	XP_028513715.1			
OG0018507	XP_028513761.1			
OG0018508	XP_028513770.1			
OG0018509	XP_028513797.1			
OG0018510	XP_028513813.1			
OG0018511	XP_028513817.1			
OG0018512	XP_028513828.1			
OG0018513	XP_028513837.1			
OG0018514	XP_028513845.1			
OG0018515	XP_028513865.1			
OG0018516	XP_028513886.1			
OG0018517	XP_028513904.1			
OG0018518	XP_028513905.1			
OG0018519	XP_028513908.1			
OG0018520	XP_028513911.1			
OG0018521	XP_028513913.1			
OG0018522	XP_028513916.1			
OG0018523	XP_028513921.1			
OG0018524	XP_028513926.1			
OG0018525	XP_028513948.1			
OG0018526	XP_028513965.1			
OG0018527	XP_028513970.1			
OG0018528	XP_028513976.1			
OG0018529	XP_028513979.1			
OG0018530	XP_028513981.1			
OG0018531	XP_028513982.1			
OG0018532	XP_028514000.1			
OG0018533	XP_028514018.1			
OG0018534	XP_028514030.1			
OG0018535	XP_028514032.1			
OG0018536	XP_028514040.1			
OG0018537	XP_028514044.1			
OG0018538	XP_028514065.1			
OG0018539	XP_028514073.1			
OG0018540	XP_028514077.1			
OG0018541	XP_028514079.1			
OG0018542	XP_028514092.1			
OG0018543	XP_028514096.1			
OG0018544	XP_028514121.1			
OG0018545	XP_028514124.1			
OG0018546	XP_028514130.1			
OG0018547	XP_028514139.1			
OG0018548	XP_028514143.1			
OG0018549	XP_028514167.1			
OG0018550	XP_028514234.1			
OG0018551	XP_028514238.1			
OG0018552	XP_028514249.1			
OG0018553	XP_028514258.1			
OG0018554	XP_028514275.1			
OG0018555	XP_028514298.1			
OG0018556	XP_028514306.1			
OG0018557	XP_028514308.1			
OG0018558	XP_028514315.1			
OG0018559	XP_028514347.1			
OG0018560	XP_028514348.1			
OG0018561	XP_028514359.1			
OG0018562	XP_028514364.1			
OG0018563	XP_028514368.1			
OG0018564	XP_028514373.1			
OG0018565	XP_028514377.1			
OG0018566	XP_028514391.1			
OG0018567	XP_028514425.1			
OG0018568	XP_028514443.1			
OG0018569	XP_028514460.1			
OG0018570	XP_028514461.1			
OG0018571	XP_028514486.1			
OG0018572	XP_028514490.1			
OG0018573	XP_028514494.1			
OG0018574	XP_028514505.1			
OG0018575	XP_028514517.1			
OG0018576	XP_028514528.1			
OG0018577	XP_028514529.1			
OG0018578	XP_028514546.1			
OG0018579	XP_028514601.1			
OG0018580	XP_028514609.1			
OG0018581	XP_028514627.1			
OG0018582	XP_028514633.1			
OG0018583	XP_028514641.1			
OG0018584	XP_028514647.1			
OG0018585	XP_028514659.1			
OG0018586	XP_028514669.1			
OG0018587	XP_028514675.1			
OG0018588	XP_028514679.1			
OG0018589	XP_028514683.1			
OG0018590	XP_028514693.1			
OG0018591	XP_028514696.1			
OG0018592	XP_028514707.1			
OG0018593	XP_028514723.1			
OG0018594	XP_028514724.1			
OG0018595	XP_028514726.1			
OG0018596	XP_028514746.1			
OG0018597	XP_028514756.1			
OG0018598	XP_028514781.1			
OG0018599	XP_028514787.1			
OG0018600	XP_028514794.1			
OG0018601	XP_028514823.1			
OG0018602	XP_028514853.1			
OG0018603	XP_028514866.1			
OG0018604	XP_028514873.1			
OG0018605	XP_028514878.1			
OG0018606	XP_028514885.1			
OG0018607	XP_028514899.1			
OG0018608	XP_028514900.1			
OG0018609	XP_028514908.1			
OG0018610	XP_028514942.1			
OG0018611	XP_028514953.1			
OG0018612	XP_028514955.1			
OG0018613	XP_028514967.1			
OG0018614	XP_028514971.1			
OG0018615	XP_028514977.1			
OG0018616	XP_028514991.1			
OG0018617	XP_028515001.1			
OG0018618	XP_028515038.1			
OG0018619	XP_028515056.1			
OG0018620	XP_028515077.1			
OG0018621	XP_028515078.1			
OG0018622	XP_028515082.1			
OG0018623	XP_028515102.1			
OG0018624	XP_028515113.1			
OG0018625	XP_028515117.1			
OG0018626	XP_028515125.1			
OG0018627	XP_028515127.1			
OG0018628	XP_028515142.1			
OG0018629	XP_028515163.1			
OG0018630	XP_028515172.1			
OG0018631	XP_028515181.1			
OG0018632	XP_028515192.1			
OG0018633	XP_028515196.1			
OG0018634	XP_028515227.1			
OG0018635	XP_028515238.1			
OG0018636	XP_028515239.1			
OG0018637	XP_028515255.1			
OG0018638	XP_028515265.1			
OG0018639	XP_028515266.1			
OG0018640	XP_028515270.1			
OG0018641	XP_028515300.1			
OG0018642	XP_028515306.1			
OG0018643	XP_028515310.1			
OG0018644	XP_028515330.1			
OG0018645	XP_028515334.1			
OG0018646	XP_028515335.1			
OG0018647	XP_028515346.1			
OG0018648	XP_028515380.1			
OG0018649	XP_028515389.1			
OG0018650	XP_028515394.1			
OG0018651	XP_028515398.1			
OG0018652	XP_028515410.1			
OG0018653	XP_028515411.1			
OG0018654	XP_028515422.1			
OG0018655	XP_028515445.1			
OG0018656	XP_028515451.1			
OG0018657	XP_028515453.1			
OG0018658	XP_028515474.1			
OG0018659	XP_028515475.1			
OG0018660	XP_028515477.1			
OG0018661	XP_028515480.1			
OG0018662	XP_028515481.1			
OG0018663	XP_028515483.1			
