Orthogroup	nvec_longest_isoform	xenia_longest_isoforms
OG0000303	XP_032240168.1, XP_032240167.1, XP_048584679.1, XP_032243163.2, XP_032240166.1	Xe_004823-T1
OG0000304	XP_032235849.2	Xe_015061-T1, Xe_029022-T1, Xe_028826-T1, Xe_029106-T1, Xe_011578-T1, Xe_017618-T1, Xe_003990-T1, Xe_015064-T1
OG0000304	XP_048584093.1, XP_048583719.1	Xe_021158-T1
OG0000326	XP_001633623.3, XP_048576482.1	Xe_005258-T1, Xe_002293-T1, Xe_002298-T1, Xe_002297-T1, Xe_002302-T1, Xe_002301-T1, Xe_002294-T1, Xe_002299-T1
OG0000329	XP_032227723.2, XP_048590709.1, XP_048585958.1, XP_048575940.1, XP_048580145.1, XP_048586797.1, XP_048575927.1, XP_048584147.1, XP_048578014.1	Xe_026294-T1
OG0000331	XP_001630453.1, XP_001634642.1, XP_001627263.3	Xe_013811-T1
OG0000333	XP_048589478.1, XP_048582277.1, XP_048582097.1	Xe_024200-T1, Xe_008843-T1
OG0000334	XP_032229372.1, XP_032237746.2, XP_048579741.1, XP_032220860.2, XP_032225117.2, XP_048583275.1, XP_032223965.1, XP_032227460.2, XP_048576222.1	Xe_014321-T1, Xe_024428-T1
OG0000336	XP_048577070.1, XP_048589973.1, XP_048587126.1	Xe_019790-T1
OG0000337	XP_048589969.1, XP_048575424.1, XP_048578517.1	Xe_029110-T1
OG0000342	XP_032219265.2, XP_032234514.1, XP_032236014.2, XP_032219263.2, XP_032228859.1	Xe_020482-T1
OG0000347	XP_048586610.1	Xe_027821-T1, Xe_027811-T1, Xe_027807-T1, Xe_027485-T1, Xe_027761-T1, Xe_027802-T1, Xe_027803-T1, Xe_009802-T1, Xe_027840-T1, Xe_027842-T1, Xe_027747-T1, Xe_027752-T1, Xe_027742-T1, Xe_027819-T1, Xe_027797-T1
OG0000355	XP_001637285.1, XP_048582195.1, XP_001624324.2	Xe_004908-T1
OG0000356	XP_032220154.2, XP_032220152.2, XP_048576827.1	Xe_013914-T1, Xe_005510-T1
OG0000357	XP_048588781.1, XP_048588775.1	Xe_017682-T1, Xe_017660-T1, Xe_017652-T1, Xe_017659-T2, Xe_017650-T1
OG0000359	XP_001635714.1, XP_001635843.2, XP_032222905.1, XP_048579994.1, XP_001641628.2	Xe_009748-T1, Xe_009745-T1, Xe_009743-T1
OG0000361	XP_032226345.1, XP_032229832.2, XP_032231189.2, XP_048584412.1, XP_001634201.2	Xe_021446-T1, Xe_021456-T1
OG0000362	XP_048584915.1, XP_048582196.1	Xe_027595-T1
OG0000363	XP_048578687.1	Xe_028829-T1
OG0000364	XP_048575931.1, XP_048575934.1, XP_048587313.1	Xe_018572-T1
OG0000365	XP_048581205.1, XP_048581750.1, XP_001629146.2, XP_048581558.1, XP_001631687.2, XP_001634484.3	Xe_009695-T1, Xe_009694-T1, Xe_009688-T1
OG0000366	XP_048581788.1	Xe_000226-T1, Xe_012651-T1, Xe_012650-T1
OG0000367	XP_001632667.3	Xe_002493-T1
OG0000370	XP_048577088.1, XP_048576061.1, XP_048576054.1, XP_048575961.1	Xe_000839-T2
OG0000372	XP_048581792.1	Xe_013198-T1, Xe_013195-T1, Xe_013193-T1, Xe_013189-T1, Xe_013197-T1, Xe_013196-T1, Xe_013192-T1
OG0000373	XP_048586737.1, XP_048586617.1, XP_048586883.1, XP_048589690.1, XP_048581904.1	Xe_027001-T1, Xe_028682-T1, Xe_025648-T1, Xe_022978-T1, Xe_018372-T1, Xe_006145-T1, Xe_018180-T1
OG0000375	XP_048587055.1, XP_032237548.1, XP_032229842.2, XP_032220191.1, XP_048587672.1	Xe_024244-T1, Xe_024243-T1, Xe_024237-T1, Xe_024234-T1, Xe_024240-T1, Xe_024245-T1, Xe_024209-T1, Xe_024231-T1
OG0000376	XP_001632576.3	Xe_006749-T1, Xe_017035-T1, Xe_006788-T1, Xe_006817-T1, Xe_017015-T1, Xe_017022-T1, Xe_017026-T1, Xe_007011-T1, Xe_006822-T1, Xe_027838-T1, Xe_006811-T1, Xe_017041-T1, Xe_006756-T2, Xe_017037-T1, Xe_006746-T1
OG0000379	XP_048587788.1	Xe_028828-T1
OG0000379	XP_048586236.1, XP_048586684.1	Xe_024883-T1
OG0000380	XP_048581323.1	Xe_015998-T1
OG0000381	XP_048582081.1	Xe_028749-T1, Xe_026640-T1, Xe_028747-T1, Xe_026642-T1, Xe_022653-T1, Xe_020976-T1, Xe_026643-T1, Xe_021048-T1, Xe_020975-T1, Xe_028748-T1, Xe_001451-T1, Xe_021047-T1, Xe_022652-T1, Xe_026641-T1, Xe_020974-T1
OG0000402	XP_032238181.2, XP_032238182.1, XP_032237689.1, XP_032237708.1, XP_032227339.2	Xe_023053-T1, Xe_023054-T1
OG0000403	XP_048582694.1, XP_048580360.1, XP_001641114.3	Xe_013614-T1, Xe_013613-T1
OG0000404	XP_048587119.1, XP_048587122.1, XP_032234873.2, XP_032227163.2, XP_001626520.3, XP_032233729.2, XP_032239024.2	Xe_022284-T2, Xe_012685-T1
OG0000407	XP_001639685.3, XP_048584556.1, XP_032237938.2, XP_032221735.2	Xe_005641-T1
OG0000408	XP_032242478.2	Xe_015997-T1
OG0000408	XP_032221271.1	Xe_000810-T1, Xe_023598-T1, Xe_028681-T1, Xe_026675-T1, Xe_025076-T1, Xe_000612-T1, Xe_028684-T1, Xe_025075-T1
OG0000410	XP_048579330.1, XP_048579331.1	Xe_009686-T1
OG0000413	XP_032241822.2	Xe_014798-T1
OG0000414	XP_032230570.1	Xe_007349-T1, Xe_007380-T1
OG0000418	XP_032240904.2	Xe_023402-T1, Xe_023391-T1, Xe_023392-T1, Xe_023390-T1, Xe_023403-T1, Xe_023410-T1, Xe_023401-T1
OG0000420	XP_032235577.2	Xe_009257-T1, Xe_009247-T1, Xe_009250-T1, Xe_014716-T1, Xe_014717-T1, Xe_009234-T1, Xe_009238-T1
OG0000421	XP_032229509.1, XP_001626047.2	Xe_016991-T1, Xe_017105-T1, Xe_017098-T1, Xe_016908-T1, Xe_021558-T1
OG0000421	XP_032218270.2	Xe_022051-T1
OG0000422	XP_032225281.2, XP_048584707.1, XP_048584703.1, XP_048584705.1, XP_048584708.1, XP_048584700.1	Xe_027599-T1, Xe_027495-T1
OG0000424	XP_032234935.2, XP_048586840.1	Xe_023805-T1, Xe_026672-T1, Xe_007918-T1, Xe_028236-T1, Xe_007916-T1, Xe_026646-T1, Xe_007919-T1, Xe_028290-T1, Xe_010906-T1, Xe_023833-T1, Xe_028277-T1, Xe_010905-T1
OG0000427	XP_048577862.1, XP_048577868.1, XP_001633554.1, XP_032226982.2, XP_032226984.1, XP_048578637.1, XP_048579066.1, XP_048578734.1, XP_032226985.2, XP_048579065.1, XP_048579068.1, XP_048578708.1, XP_048578995.1, XP_048578711.1, XP_001618979.2, XP_032228149.2	Xe_003929-T1
OG0000428	XP_048588863.1, XP_001638488.3, XP_032239858.1, XP_048587804.1, XP_048587808.1, XP_048587803.1, XP_048587810.1, XP_032220050.1, XP_048587786.1, XP_048587806.1, XP_048587783.1, XP_048587785.1, XP_048587809.1, XP_048587802.1, XP_032231656.2, XP_048587807.1	Xe_009593-T1
OG0000447	XP_001633985.2	Xe_027493-T1, Xe_027467-T1, Xe_027492-T1
OG0000448	XP_048578036.1, XP_048577623.1	Xe_011380-T1
OG0000449	XP_048582528.1	Xe_028931-T1, Xe_028878-T1, Xe_028898-T1, Xe_028868-T1
OG0000452	XP_032222581.1, XP_032222583.2, XP_032220684.2, XP_001639782.2, XP_032240130.2	Xe_013185-T1, Xe_013184-T1
OG0000454	XP_032221306.1, XP_001639039.2, XP_048590003.1, XP_048582372.1	Xe_020903-T1
OG0000457	XP_032231344.1, XP_032232303.1, XP_048577995.1, XP_048578500.1, XP_032223610.2, XP_032234801.1	Xe_029145-T1
OG0000458	XP_048585008.1, XP_048585007.1, XP_048585009.1, XP_048587673.1	Xe_013693-T1
OG0000460	XP_048582089.1	Xe_028774-T1
OG0000461	XP_032221127.1	Xe_000082-T1, Xe_018104-T1, Xe_012391-T1
OG0000462	XP_032221512.2, XP_048575810.1, XP_001640076.2, XP_048575859.1, XP_032221430.2	Xe_015591-T1, Xe_014477-T1, Xe_014474-T1, Xe_014479-T1, Xe_015696-T2
OG0000463	XP_001637404.1	Xe_005390-T1, Xe_011018-T1
OG0000464	XP_001630508.1	Xe_012990-T1
OG0000464	XP_001627254.1, XP_032230835.1, XP_032230840.1, XP_048580757.1, XP_032227647.2	Xe_021724-T1, Xe_021725-T1, Xe_021726-T1, Xe_021728-T1
OG0000468	XP_032236377.2	Xe_001561-T1, Xe_028582-T1, Xe_022612-T1, Xe_028664-T1, Xe_020335-T1, Xe_023625-T1, Xe_015126-T1, Xe_028706-T1, Xe_028670-T1, Xe_005174-T1, Xe_022696-T1, Xe_022698-T1
OG0000470	XP_032223551.2, XP_032222562.1	Xe_028870-T1
OG0000472	XP_001630129.1, XP_001630130.1	Xe_016529-T1, Xe_000831-T1
OG0000472	XP_001636866.1	Xe_010108-T1, Xe_025399-T1
OG0000473	XP_032229163.2, XP_048582553.1, XP_048580126.1, XP_032237032.2, XP_048582612.1, XP_048582614.1, XP_032231780.2, XP_048586937.1, XP_048587466.1	Xe_029004-T1
OG0000474	XP_032227119.2, XP_048588808.1	Xe_014448-T1
OG0000474	XP_001631491.1, XP_032227124.2	Xe_004602-T1, Xe_004594-T1
OG0000479	XP_048587568.1	Xe_007937-T1
OG0000479	XP_048587086.1, XP_048587084.1, XP_001635389.2, XP_048587755.1	Xe_008061-T1, Xe_008057-T1
OG0000480	XP_048589527.1	Xe_029047-T1, Xe_029159-T1, Xe_006537-T1, Xe_029059-T1, Xe_026736-T1, Xe_028255-T1, Xe_016268-T1, Xe_027551-T1, Xe_026545-T1
OG0000481	XP_048579179.1, XP_048579562.1	Xe_009738-T1, Xe_010176-T1
OG0000481	XP_048580254.1, XP_032239535.2	Xe_009290-T1
OG0000483	XP_032242112.1, XP_032238287.2, XP_032223262.1, XP_032232580.1, XP_048580661.1, XP_032242777.2, XP_032237096.1, XP_032229018.2, XP_032240309.2, XP_048578665.1, XP_032217741.1, XP_048585522.1, XP_032242888.2	Xe_029056-T1
OG0000485	XP_032232149.2	Xe_013264-T1
OG0000501	XP_048586879.1, XP_048586885.1	Xe_024504-T1
OG0000503	XP_001625356.3, XP_032228671.1, XP_032231150.1, XP_032235759.2	Xe_011756-T1
OG0000505	XP_048584839.1	Xe_013126-T1
OG0000505	XP_048585590.1, XP_048585076.1, XP_048584805.1, XP_048584728.1	Xe_013612-T1
OG0000507	XP_048587367.1	Xe_029123-T1
OG0000508	XP_032218790.1	Xe_003540-T1, Xe_003530-T1, Xe_003532-T1, Xe_003537-T1, Xe_003521-T1, Xe_003544-T1, Xe_003546-T1, Xe_003529-T1, Xe_003539-T1, Xe_003526-T1, Xe_003534-T1, Xe_003523-T1
OG0000510	XP_032234900.2, XP_001638012.3, XP_032230961.2	Xe_014582-T1, Xe_014169-T1, Xe_014537-T1
OG0000514	XP_048584321.1	Xe_014589-T1, Xe_014595-T1
OG0000517	XP_032230483.2	Xe_015668-T1
OG0000517	XP_032228503.2	Xe_011915-T1, Xe_023937-T1, Xe_023943-T1
OG0000517	XP_001626962.2	Xe_014995-T1, Xe_014993-T1
OG0000518	XP_032235662.2, XP_001641690.2, XP_001641806.3	Xe_020838-T1, Xe_020858-T1, Xe_020865-T1, Xe_020861-T1, Xe_020845-T1, Xe_020841-T1, Xe_020862-T1
OG0000519	XP_032222184.1, XP_001628133.2	Xe_011663-T1, Xe_011664-T1, Xe_022761-T1, Xe_022759-T1, Xe_022757-T1, Xe_022756-T1, Xe_022760-T1, Xe_022758-T1, Xe_022763-T1, Xe_022765-T1, Xe_022764-T1
OG0000520	XP_032238652.2, XP_048580710.1, XP_048578555.1, XP_032238870.2	Xe_015013-T1, Xe_021783-T1
OG0000521	XP_048578974.1	Xe_001356-T1, Xe_001348-T1, Xe_001354-T1, Xe_001359-T1, Xe_028086-T1, Xe_001358-T1, Xe_001349-T1, Xe_001352-T1, Xe_001357-T1, Xe_013387-T1, Xe_013386-T1, Xe_028077-T1
OG0000523	XP_001633119.3	Xe_010747-T1
OG0000525	XP_048576662.1	Xe_010921-T1
OG0000526	XP_048588583.1, XP_048589019.1, XP_048588215.1, XP_032232433.1, XP_048588218.1, XP_048588788.1, XP_032243179.2	Xe_014217-T1
OG0000528	XP_048586968.1, XP_048587814.1, XP_048587813.1, XP_048587614.1	Xe_023155-T1, Xe_023176-T1, Xe_023131-T1, Xe_023175-T1, Xe_023163-T1, Xe_017545-T1
OG0000529	XP_048578766.1, XP_048578577.1	Xe_014375-T1, Xe_014377-T1, Xe_014376-T1
OG0000532	XP_048576402.1, XP_032227904.1, XP_048581959.1, XP_048577744.1, XP_048586613.1	Xe_025321-T1
OG0000534	XP_048583263.1	Xe_025638-T1, Xe_006269-T1, Xe_001846-T1, Xe_017052-T1, Xe_025379-T1, Xe_017084-T1, Xe_008871-T1, Xe_017053-T1, Xe_016978-T1, Xe_022731-T1, Xe_001847-T1, Xe_019722-T1, Xe_020088-T1, Xe_018321-T1
OG0000559	XP_048581380.1, XP_048587476.1, XP_032234755.1, XP_032230168.2, XP_032226233.2, XP_001636292.3	Xe_001975-T1, Xe_019742-T1
OG0000560	XP_048581416.1, XP_048584790.1, XP_048584599.1, XP_048581072.1, XP_048588156.1, XP_048583678.1, XP_048586086.1, XP_048581980.1, XP_048582232.1, XP_032232018.2	Xe_024493-T1
OG0000561	XP_001636593.2, XP_001622423.1, XP_001629343.2	Xe_018373-T1, Xe_021959-T2, Xe_021961-T1, Xe_021959-T1, Xe_021962-T1, Xe_018386-T1
OG0000563	XP_048588434.1, XP_048583704.1, XP_048582661.1, XP_048590726.1, XP_048576982.1, XP_048581665.1	Xe_028986-T1
OG0000566	XP_032242907.1, XP_032232391.1	Xe_020922-T1, Xe_020924-T1, Xe_020923-T1, Xe_020925-T1, Xe_020926-T1, Xe_020919-T1, Xe_020760-T1
OG0000569	XP_048580304.1, XP_032221847.2	Xe_001544-T1
OG0000570	XP_032240583.1, XP_032243176.2	Xe_028702-T1, Xe_028701-T1, Xe_023949-T1, Xe_013785-T1, Xe_029166-T1, Xe_023955-T1, Xe_028384-T1, Xe_028691-T1
OG0000571	XP_001624649.1	Xe_010717-T1, Xe_010697-T1, Xe_010704-T1, Xe_010677-T1, Xe_010694-T1, Xe_010321-T1, Xe_010316-T1, Xe_010331-T1, Xe_010680-T1, Xe_010314-T1, Xe_010689-T1
OG0000572	XP_001627061.3	Xe_022453-T1, Xe_022754-T1, Xe_022751-T1, Xe_028714-T1, Xe_005189-T1, Xe_028597-T1, Xe_026648-T1, Xe_028688-T1, Xe_028652-T1
OG0000573	XP_048586635.1, XP_048582207.1, XP_048586230.1	Xe_025280-T1, Xe_023962-T1, Xe_019153-T1, Xe_025054-T1, Xe_024372-T1, Xe_018182-T1, Xe_025055-T1, Xe_009221-T1
OG0000575	XP_001636704.1, XP_032240501.2, XP_048585073.1, XP_032223077.2, XP_032228087.2	Xe_004429-T1
OG0000576	XP_048580773.1	Xe_003741-T1, Xe_015080-T1
OG0000577	XP_048585332.1, XP_032240595.1, XP_048586172.1	Xe_012303-T1
OG0000578	XP_048585250.1, XP_048585133.1, XP_001625364.2, XP_001641331.1	Xe_026565-T1, Xe_006167-T1, Xe_006173-T1
OG0000580	XP_048575377.1	Xe_011507-T1, Xe_011506-T1, Xe_011509-T1, Xe_011500-T1, Xe_023111-T1
OG0000581	XP_001637390.1, XP_001639531.2, XP_001637222.2, XP_048589883.1	Xe_011394-T2, Xe_011388-T1, Xe_014503-T1, Xe_014501-T1
OG0000583	XP_001634238.1	Xe_024903-T1, Xe_024902-T1
OG0000585	XP_048587513.1	Xe_024066-T1, Xe_001871-T1, Xe_028733-T1, Xe_008982-T1, Xe_028732-T1, Xe_009075-T1, Xe_009097-T1, Xe_007284-T1, Xe_007626-T1, Xe_009058-T1, Xe_007862-T1
OG0000586	XP_048588739.1, XP_048588715.1, XP_032232575.2, XP_048588136.1, XP_032218633.1	Xe_015957-T1
OG0000587	XP_048584084.1, XP_048583811.1	Xe_002058-T1, Xe_002044-T1
OG0000590	XP_048587710.1, XP_048587247.1, XP_048575562.1, XP_048575548.1, XP_048575556.1, XP_032227271.2	Xe_007437-T1
OG0000591	XP_001641568.1, XP_032238340.2, XP_001636850.3	Xe_013859-T1
OG0000593	XP_032220419.1	Xe_000279-T1, Xe_000281-T1, Xe_019205-T1, Xe_025113-T1, Xe_018953-T1, Xe_025120-T1, Xe_018927-T1, Xe_018922-T1, Xe_019117-T1, Xe_000276-T1, Xe_000278-T1
OG0000594	XP_001638993.2, XP_001629311.1, XP_001629310.1, XP_001635507.1, XP_048586020.1	Xe_000437-T1
OG0000595	XP_032230760.2, XP_048587724.1, XP_048587689.1, XP_032220954.2	Xe_012750-T1
OG0000596	XP_048585525.1, XP_048575303.1	Xe_019875-T1, Xe_010925-T1, Xe_025554-T1, Xe_006562-T1, Xe_029156-T1
OG0000600	XP_032239859.2	Xe_009405-T1, Xe_009381-T1, Xe_009413-T1, Xe_009402-T1, Xe_009404-T1, Xe_009384-T1, Xe_023851-T1, Xe_009386-T1, Xe_009411-T1, Xe_009395-T1, Xe_009391-T1
OG0000603	XP_001622945.2, XP_032225773.2	Xe_022138-T1
OG0000642	XP_048584198.1	Xe_002909-T1
OG0000642	XP_048581027.1, XP_032229694.1	Xe_013686-T1
OG0000643	XP_032231756.2, XP_048577055.1	Xe_004623-T1, Xe_004626-T1, Xe_004625-T1, Xe_014581-T1
OG0000644	XP_032241636.2, XP_032218918.2, XP_001633448.2, XP_001624991.2	Xe_000934-T1
OG0000646	XP_001625746.2, XP_032233877.2	Xe_012631-T1
OG0000647	XP_001628345.3, XP_032232340.2	Xe_009917-T1
OG0000652	XP_001640593.2, XP_001640282.2	Xe_012070-T1, Xe_012074-T1
OG0000653	XP_032241018.2, XP_032230972.2, XP_032237192.2, XP_001622874.2	Xe_015015-T1
OG0000659	XP_048578870.1	Xe_011555-T1, Xe_011529-T1, Xe_011579-T1, Xe_011524-T1, Xe_011536-T1, Xe_011546-T1, Xe_011542-T1, Xe_011580-T1
OG0000661	XP_048589975.1, XP_048587483.1	Xe_029109-T1
OG0000663	XP_032238029.2, XP_048578556.1, XP_048578987.1	Xe_020784-T1
OG0000666	XP_001629791.2	Xe_000590-T1, Xe_000592-T1, Xe_000600-T1, Xe_000601-T1, Xe_000597-T1, Xe_000594-T1, Xe_000599-T1, Xe_000596-T1
OG0000668	XP_001627337.3, XP_032222863.1	Xe_021999-T1, Xe_026629-T1, Xe_026627-T1
OG0000670	XP_032242138.1, XP_032242192.2, XP_001637471.3	Xe_023640-T1, Xe_020920-T1
OG0000671	XP_032225449.2, XP_032235114.2	Xe_024026-T1, Xe_024023-T1, Xe_024027-T1, Xe_024021-T1, Xe_024029-T1, Xe_024025-T1
OG0000672	XP_001636365.3	Xe_007926-T1, Xe_007934-T1
OG0000672	XP_032235568.2, XP_048587021.1	Xe_007935-T1
OG0000676	XP_001634124.1, XP_032236197.2	Xe_004897-T1, Xe_004892-T1, Xe_004889-T1, Xe_004890-T1, Xe_004893-T1, Xe_004898-T1, Xe_004888-T1
OG0000677	XP_048588376.1, XP_032218530.1, XP_048588379.1	Xe_014048-T1, Xe_014047-T1
OG0000678	XP_048578798.1, XP_032219531.1	Xe_008286-T1
OG0000680	XP_001624269.3	Xe_015172-T1, Xe_022548-T1
OG0000682	XP_048589816.1	Xe_009019-T1, Xe_005173-T1, Xe_008780-T1, Xe_009015-T1, Xe_028902-T1, Xe_008781-T1, Xe_026462-T1, Xe_008786-T1, Xe_009027-T1, Xe_015832-T1, Xe_028579-T1
OG0000684	XP_032236685.2, XP_048584694.1, XP_032220628.2, XP_048585546.1	Xe_013072-T1
OG0000685	XP_032235776.2, XP_048586283.1, XP_048575718.1, XP_032236956.1	Xe_012436-T1, Xe_011925-T1
OG0000688	XP_001629322.1, XP_001636572.1	Xe_017984-T1, Xe_021570-T1, Xe_011110-T1, Xe_028492-T1, Xe_011164-T1, Xe_011119-T1, Xe_003209-T1, Xe_025245-T1
OG0000692	XP_032221864.2	Xe_003219-T1, Xe_022425-T1, Xe_003184-T1, Xe_003183-T1, Xe_026126-T1, Xe_003217-T1, Xe_022431-T1
OG0000695	XP_048585882.1, XP_048585880.1	Xe_022031-T1, Xe_017521-T1, Xe_017514-T1, Xe_017519-T1, Xe_017522-T1
OG0000695	XP_048586094.1, XP_048586089.1, XP_048586092.1	Xe_012485-T1
OG0000698	XP_032240010.1, XP_032220135.1, XP_001640444.3	Xe_017388-T1, Xe_017395-T1, Xe_017392-T1, Xe_017396-T1
OG0000701	XP_032233638.1	Xe_027389-T1, Xe_027058-T1, Xe_001445-T1, Xe_026833-T1, Xe_019901-T1, Xe_013349-T1, Xe_023599-T1, Xe_023611-T1, Xe_023604-T1, Xe_023600-T1, Xe_023612-T1
OG0000702	XP_032238118.2, XP_048581107.1	Xe_023659-T1, Xe_023450-T1, Xe_023421-T1, Xe_023422-T1, Xe_023655-T1, Xe_023657-T1, Xe_023449-T1, Xe_023415-T1, Xe_023417-T1, Xe_023416-T1
OG0000704	XP_048579048.1	Xe_019740-T1
OG0000705	XP_048590075.1	Xe_022785-T1
OG0000724	XP_032238810.1, XP_032219175.2, XP_032227351.2, XP_001632395.1	Xe_008283-T1
OG0000725	XP_048579013.1	Xe_028818-T1
OG0000727	XP_048587800.1, XP_032240876.2, XP_048581595.1, XP_032223600.2, XP_048582057.1, XP_048587420.1	Xe_013573-T1, Xe_013578-T1
OG0000728	XP_048590353.1, XP_048586199.1	Xe_029082-T1
OG0000730	XP_001625908.2	Xe_024155-T1, Xe_023902-T1, Xe_010857-T1, Xe_026757-T1, Xe_021301-T1, Xe_023822-T1, Xe_004104-T1, Xe_023820-T1, Xe_023900-T1
OG0000731	XP_032223018.2	Xe_014820-T1, Xe_009860-T1, Xe_014749-T1
OG0000731	XP_032238384.2	Xe_021826-T1
OG0000732	XP_001626232.1	Xe_028405-T1, Xe_028393-T1, Xe_028281-T1, Xe_022770-T1, Xe_023152-T1, Xe_023332-T1, Xe_023736-T1, Xe_023705-T1, Xe_023652-T1
OG0000734	XP_032241445.2, XP_001623696.2, XP_048582162.1, XP_032236217.1	Xe_005005-T1
OG0000738	XP_048587467.1, XP_048587373.1, XP_032220645.1, XP_032220653.1, XP_001641290.2, XP_001640046.3	Xe_018680-T1
OG0000741	XP_001639357.2, XP_032226160.2	Xe_005274-T1, Xe_022647-T1
OG0000743	XP_048580314.1, XP_048579533.1	Xe_002028-T1
OG0000744	XP_048577872.1, XP_032240300.2	Xe_014495-T1, Xe_013459-T1, Xe_009770-T1, Xe_009773-T1, Xe_009771-T1
OG0000745	XP_032238680.2, XP_032242861.1, XP_032230762.2	Xe_020479-T1
OG0000746	XP_048576286.1	Xe_019705-T1
OG0000748	XP_001633647.1, XP_032240072.2, XP_032239185.2, XP_001633935.2, XP_032239179.2	Xe_013878-T1
OG0000749	XP_048584831.1, XP_001641815.2	Xe_013402-T1
OG0000752	XP_032236818.2, XP_048585475.1, XP_048582141.1, XP_048582144.1, XP_048582140.1	Xe_009154-T1
OG0000755	XP_032225251.1, XP_032220951.1, XP_048581124.1	Xe_008656-T1, Xe_008618-T2
OG0000756	XP_048585789.1	Xe_027561-T1, Xe_027258-T1, Xe_027252-T1
OG0000760	XP_032238611.1	Xe_028371-T1, Xe_028297-T1, Xe_028762-T1, Xe_023824-T1, Xe_028607-T1, Xe_010595-T1, Xe_028298-T1, Xe_022412-T1, Xe_012641-T1
OG0000761	XP_032220706.2	Xe_008406-T1
OG0000763	XP_001635365.1	Xe_000303-T1
OG0000763	XP_001635326.1, XP_001635327.2	Xe_000304-T1
OG0000764	XP_048581666.1, XP_048585639.1, XP_032240750.1	Xe_003245-T1, Xe_003243-T1
OG0000765	XP_032230604.1, XP_032230581.1, XP_001637129.2	Xe_009741-T1
OG0000766	XP_032231671.2, XP_001626001.2, XP_048587719.1, XP_001635435.2	Xe_011948-T1
OG0000769	XP_032218011.1, XP_032231249.2	Xe_018561-T1
OG0000770	XP_048585045.1	Xe_007239-T1, Xe_026111-T1, Xe_027255-T1
OG0000772	XP_032222486.2, XP_001632411.1, XP_048584452.1, XP_048584453.1	Xe_008439-T1, Xe_013348-T1, Xe_008864-T1
OG0000773	XP_032225402.2, XP_032233121.2, XP_048588868.1, XP_032237653.2, XP_048589011.1	Xe_004952-T1
OG0000775	XP_048576635.1, XP_032219827.2, XP_032229325.2	Xe_018177-T1, Xe_009728-T1, Xe_028655-T1, Xe_006529-T1, Xe_009727-T1, Xe_019792-T1, Xe_001437-T1, Xe_006546-T1
OG0000776	XP_048577704.1	Xe_010308-T1, Xe_010309-T1, Xe_010304-T1, Xe_010823-T1, Xe_010306-T1, Xe_010820-T1, Xe_010303-T1, Xe_010830-T1, Xe_010832-T1
OG0000777	XP_048577894.1	Xe_004028-T1, Xe_003989-T1, Xe_004029-T1, Xe_004037-T1, Xe_003890-T1
OG0000778	XP_048577261.1, XP_048578099.1, XP_032218286.2	Xe_012694-T1
OG0000779	XP_001635198.3, XP_032240537.1	Xe_013627-T1
OG0000779	XP_032240634.2	Xe_013961-T2
OG0000780	XP_048583520.1	Xe_003178-T1
OG0000782	XP_048575965.1	Xe_016443-T1, Xe_016435-T1, Xe_016454-T1, Xe_016433-T1, Xe_016448-T1, Xe_016463-T1, Xe_016427-T1, Xe_016453-T1, Xe_016442-T1
OG0000784	XP_048579329.1	Xe_023696-T1, Xe_028404-T1, Xe_028423-T1
OG0000787	XP_001625276.3	Xe_021671-T1, Xe_021670-T1
OG0000789	XP_048585980.1	Xe_006797-T1, Xe_006784-T1, Xe_006787-T1, Xe_006798-T1, Xe_006786-T1, Xe_006803-T1, Xe_006852-T1
OG0000792	XP_001626591.1	Xe_009487-T1, Xe_024611-T1, Xe_009497-T1, Xe_009499-T1, Xe_009491-T1, Xe_009492-T1, Xe_000983-T1, Xe_009488-T1, Xe_009500-T1, Xe_012261-T1
OG0000838	XP_048577213.1	Xe_006711-T1, Xe_006763-T1, Xe_006710-T1, Xe_006704-T1, Xe_006774-T1, Xe_006701-T1, Xe_006779-T1, Xe_006712-T1
OG0000839	XP_032218237.1, XP_032239816.1, XP_032222870.1	Xe_009987-T1
OG0000840	XP_032218294.2, XP_048578739.1, XP_048579490.1	Xe_011924-T1
OG0000841	XP_048583764.1	Xe_025305-T1, Xe_009220-T1, Xe_026217-T1, Xe_029063-T1
OG0000843	XP_001639798.3	Xe_024620-T1, Xe_024550-T1, Xe_024549-T1, Xe_024554-T1, Xe_024562-T1, Xe_024553-T2, Xe_024574-T1
OG0000845	XP_001641172.2, XP_048580039.1, XP_048589590.1, XP_048581774.1	Xe_022748-T1, Xe_022746-T1, Xe_022753-T1, Xe_022750-T1, Xe_022743-T1, Xe_001084-T1
OG0000847	XP_032241228.2	Xe_011574-T1, Xe_028064-T1, Xe_024378-T1, Xe_011549-T1, Xe_013180-T1, Xe_011600-T1
OG0000848	XP_048590350.1	Xe_028841-T1
OG0000848	XP_048590669.1	Xe_018578-T1, Xe_018579-T1
OG0000849	XP_001635157.1	Xe_024663-T1
OG0000849	XP_032240710.1	Xe_012437-T1
OG0000854	XP_032221810.2, XP_048586269.1, XP_001633335.2	Xe_012022-T1
OG0000856	XP_001630979.3, XP_001634771.3, XP_048585631.1	Xe_028966-T1
OG0000858	XP_032232859.1	Xe_005576-T1, Xe_022608-T1, Xe_023881-T1, Xe_022609-T1, Xe_023880-T1, Xe_022607-T1
OG0000859	XP_048576498.1, XP_001628672.2, XP_048576503.1	Xe_005368-T1
